,date,pm2.5,pm10,o3,no2
554,2020-09-24,20.0,6.0,19.0,8.0
555,2020-09-25,26.0,15.0,19.0,17.0
556,2020-04-01,37.0,10.0,17.0,29.0
557,2020-04-02,24.0,14.0,23.0,19.0
558,2020-04-03,34.0,14.0,33.0,10.0
559,2020-04-04,46.0,13.0,37.0,6.0
560,2020-04-05,41.0,13.0,26.0,20.0
561,2020-04-06,27.0,24.0,31.0,17.0
562,2020-04-07,53.0,46.0,31.0,23.0
563,2020-04-08,102.0,50.0,31.0,23.0
564,2020-04-09,111.0,41.0,32.0,22.0
565,2020-04-10,92.0,30.0,37.0,20.0
566,2020-04-11,74.0,26.0,39.0,11.0
567,2020-04-12,66.0,18.0,31.0,5.0
568,2020-04-13,35.0,15.0,31.0,8.0
569,2020-04-14,33.0,27.0,30.0,17.0
570,2020-04-15,65.0,46.0,31.0,20.0
571,2020-04-16,103.0,19.0,28.0,10.0
572,2020-04-17,41.0,22.0,24.0,10.0
573,2020-04-18,55.0,20.0,34.0,8.0
574,2020-04-19,46.0,24.0,35.0,8.0
575,2020-04-20,44.0,30.0,35.0,9.0
576,2020-04-21,45.0,28.0,37.0,11.0
577,2020-04-22,56.0,33.0,39.0,14.0
578,2020-04-23,70.0,28.0,45.0,13.0
579,2020-04-24,69.0,16.0,32.0,10.0
580,2020-04-25,49.0,18.0,40.0,8.0
581,2020-04-26,50.0,23.0,29.0,12.0
582,2020-04-27,60.0,9.0,24.0,10.0
583,2020-04-28,27.0,11.0,27.0,5.0
584,2020-04-29,33.0,11.0,27.0,5.0
585,2020-04-30,21.0,10.0,23.0,15.0
586,2020-05-01,24.0,8.0,26.0,16.0
587,2020-05-02,28.0,12.0,30.0,7.0
588,2020-05-03,38.0,16.0,31.0,10.0
589,2020-05-04,47.0,16.0,30.0,10.0
590,2020-05-05,35.0,19.0,36.0,11.0
591,2020-05-06,55.0,22.0,45.0,12.0
592,2020-05-07,61.0,19.0,47.0,11.0
593,2020-05-08,63.0,31.0,49.0,19.0
594,2020-05-09,90.0,23.0,34.0,7.0
595,2020-05-10,64.0,17.0,25.0,5.0
596,2020-05-11,41.0,13.0,28.0,11.0
597,2020-05-12,37.0,12.0,28.0,7.0
598,2020-05-13,37.0,11.0,28.0,8.0
599,2020-05-14,36.0,13.0,28.0,13.0
600,2020-05-15,48.0,10.0,25.0,18.0
601,2020-05-16,41.0,12.0,26.0,15.0
602,2020-05-17,43.0,13.0,30.0,17.0
603,2020-05-18,42.0,12.0,26.0,19.0
604,2020-05-19,34.0,12.0,36.0,9.0
605,2020-05-20,37.0,16.0,43.0,12.0
606,2020-05-21,46.0,24.0,34.0,4.0
607,2020-05-22,53.0,20.0,24.0,7.0
608,2020-05-23,53.0,15.0,23.0,12.0
609,2020-05-24,50.0,16.0,34.0,10.0
610,2020-05-25,51.0,15.0,34.0,13.0
611,2020-05-26,46.0,17.0,34.0,13.0
612,2020-05-27,51.0,19.0,26.0,10.0
613,2020-05-28,36.0,17.0,29.0,12.0
614,2020-05-29,31.0,18.0,37.0,10.0
615,2020-05-30,40.0,19.0,33.0,7.0
616,2020-05-31,36.0,16.0,35.0,11.0
617,2020-06-01,37.0,16.0,37.0,11.0
618,2020-06-02,37.0,19.0,29.0,13.0
619,2020-06-03,47.0,11.0,22.0,14.0
620,2020-06-04,22.0,9.0,17.0,23.0
621,2020-06-05,21.0,9.0,18.0,14.0
622,2020-06-06,23.0,9.0,18.0,15.0
623,2020-06-07,27.0,16.0,23.0,6.0
624,2020-06-08,35.0,15.0,30.0,9.0
625,2020-06-09,35.0,14.0,25.0,6.0
626,2020-06-10,38.0,16.0,26.0,8.0
627,2020-06-11,45.0,19.0,21.0,13.0
628,2020-06-12,57.0,11.0,27.0,11.0
629,2020-06-13,27.0,13.0,31.0,7.0
630,2020-06-14,31.0,9.0,30.0,9.0
631,2020-06-15,24.0,9.0,31.0,6.0
632,2020-06-16,24.0,11.0,25.0,12.0
633,2020-06-17,28.0,6.0,32.0,8.0
634,2020-06-18,18.0,8.0,26.0,4.0
635,2020-06-19,21.0,9.0,22.0,3.0
636,2020-06-20,21.0,8.0,19.0,9.0
637,2020-06-21,19.0,14.0,28.0,5.0
638,2020-06-22,28.0,16.0,36.0,7.0
639,2020-06-23,35.0,24.0,60.0,18.0
640,2020-06-24,49.0,25.0,59.0,16.0
641,2020-06-25,54.0,20.0,48.0,8.0
642,2020-06-26,47.0,11.0,22.0,2.0
643,2020-06-27,23.0,11.0,24.0,1.0
644,2020-06-28,19.0,13.0,21.0,3.0
645,2020-06-29,21.0,10.0,20.0,4.0
646,2020-06-30,16.0,9.0,15.0,3.0
647,2020-01-01,108.0,11.0,24.0,11.0
648,2020-01-02,48.0,10.0,23.0,21.0
649,2020-01-03,36.0,11.0,14.0,23.0
650,2020-01-04,42.0,7.0,21.0,12.0
651,2020-01-05,32.0,12.0,26.0,11.0
652,2020-01-06,45.0,16.0,21.0,12.0
653,2020-01-07,47.0,18.0,20.0,16.0
654,2020-01-08,51.0,9.0,21.0,9.0
655,2020-01-09,34.0,10.0,17.0,18.0
656,2020-01-10,44.0,12.0,27.0,6.0
657,2020-01-11,40.0,7.0,26.0,9.0
658,2020-01-12,27.0,11.0,29.0,9.0
659,2020-01-13,35.0,15.0,29.0,8.0
660,2020-01-17,36.0,14.0,10.0,27.0
661,2020-01-18,46.0,16.0,11.0,24.0
662,2020-01-19,54.0,31.0,1.0,36.0
663,2020-01-20,86.0,36.0,1.0,38.0
664,2020-01-21,96.0,31.0,1.0,24.0
665,2020-01-22,94.0,19.0,3.0,25.0
666,2020-01-23,67.0,18.0,7.0,24.0
667,2020-01-24,67.0,25.0,13.0,15.0
668,2020-01-25,79.0,21.0,17.0,12.0
669,2020-01-26,63.0,9.0,23.0,17.0
670,2020-01-27,35.0,8.0,22.0,21.0
671,2020-01-28,28.0,13.0,22.0,18.0
672,2020-01-29,44.0,9.0,21.0,16.0
673,2020-01-30,38.0,6.0,20.0,11.0
674,2020-01-31,29.0,12.0,22.0,13.0
675,2020-02-01,39.0,15.0,24.0,13.0
676,2020-02-02,47.0,14.0,21.0,23.0
677,2020-02-03,43.0,11.0,13.0,28.0
678,2020-02-04,36.0,23.0,8.0,28.0
679,2020-02-05,67.0,27.0,6.0,33.0
680,2020-02-06,79.0,29.0,13.0,24.0
681,2020-02-07,87.0,15.0,26.0,11.0
682,2020-02-08,48.0,9.0,29.0,5.0
683,2020-02-09,41.0,10.0,24.0,17.0
684,2020-02-10,36.0,10.0,25.0,17.0
685,2020-02-11,36.0,9.0,22.0,18.0
686,2020-02-12,35.0,9.0,28.0,24.0
687,2020-02-13,33.0,15.0,22.0,20.0
688,2020-02-14,50.0,7.0,21.0,6.0
689,2020-02-15,34.0,6.0,29.0,7.0
690,2020-02-16,27.0,12.0,27.0,13.0
691,2020-02-17,38.0,9.0,23.0,15.0
692,2020-02-18,29.0,14.0,27.0,21.0
693,2020-02-19,36.0,7.0,29.0,18.0
694,2020-02-20,15.0,17.0,29.0,9.0
695,2020-02-21,28.0,18.0,28.0,13.0
696,2020-02-22,33.0,8.0,25.0,14.0
697,2020-02-23,17.0,6.0,21.0,13.0
698,2020-02-24,15.0,8.0,21.0,19.0
699,2020-02-25,14.0,10.0,18.0,29.0
700,2020-02-26,20.0,11.0,20.0,22.0
701,2020-02-27,21.0,11.0,23.0,15.0
702,2020-02-28,23.0,17.0,30.0,11.0
703,2020-02-29,29.0,11.0,29.0,8.0
704,2020-03-01,24.0,8.0,20.0,22.0
705,2020-03-02,21.0,16.0,5.0,40.0
706,2020-03-03,36.0,14.0,17.0,22.0
707,2020-03-04,32.0,13.0,16.0,17.0
708,2020-03-05,35.0,18.0,17.0,24.0
709,2020-03-06,41.0,20.0,30.0,15.0
710,2020-03-07,44.0,10.0,31.0,7.0
711,2020-03-08,23.0,10.0,25.0,15.0
712,2020-03-09,20.0,3.0,22.0,13.0
713,2020-03-10,11.0,8.0,30.0,13.0
714,2020-03-11,14.0,13.0,22.0,15.0
715,2020-03-12,24.0,16.0,24.0,22.0
716,2020-03-13,29.0,10.0,27.0,8.0
717,2020-03-14,22.0,8.0,29.0,13.0
718,2020-03-15,21.0,13.0,19.0,21.0
719,2020-03-16,32.0,14.0,26.0,8.0
720,2020-03-17,24.0,14.0,25.0,8.0
721,2020-03-18,27.0,14.0,21.0,12.0
722,2020-03-19,37.0,12.0,24.0,8.0
723,2020-03-20,26.0,15.0,23.0,10.0
724,2020-03-21,29.0,17.0,22.0,11.0
725,2020-03-22,46.0,22.0,17.0,22.0
726,2020-03-23,50.0,18.0,29.0,12.0
727,2020-03-24,53.0,29.0,23.0,24.0
728,2020-03-25,75.0,36.0,31.0,15.0
729,2020-03-26,86.0,37.0,35.0,12.0
730,2020-03-27,85.0,24.0,34.0,6.0
731,2020-03-28,52.0,12.0,30.0,5.0
732,2020-03-29,21.0,15.0,19.0,17.0
733,2019-10-01,37.0,9.0,14.0,15.0
734,2019-10-02,35.0,15.0,17.0,17.0
735,2019-10-03,55.0,16.0,17.0,13.0
736,2019-10-04,49.0,12.0,10.0,12.0
737,2019-10-05,51.0,9.0,17.0,9.0
738,2019-10-06,35.0,10.0,17.0,11.0
739,2019-10-07,38.0,14.0,18.0,7.0
740,2019-10-08,44.0,9.0,20.0,7.0
741,2019-10-09,32.0,12.0,17.0,8.0
742,2019-10-10,38.0,9.0,20.0,7.0
743,2019-10-11,37.0,8.0,22.0,11.0
744,2019-10-12,36.0,10.0,25.0,9.0
745,2019-10-13,40.0,14.0,11.0,17.0
746,2019-10-14,46.0,10.0,17.0,10.0
747,2019-10-15,36.0,11.0,16.0,17.0
748,2019-10-16,38.0,10.0,19.0,14.0
749,2019-10-17,38.0,11.0,24.0,7.0
750,2019-10-18,39.0,10.0,20.0,12.0
751,2019-10-19,37.0,12.0,12.0,14.0
752,2019-10-20,52.0,10.0,19.0,13.0
753,2019-10-21,35.0,15.0,15.0,17.0
754,2019-10-22,53.0,27.0,2.0,25.0
755,2019-10-23,78.0,25.0,6.0,19.0
756,2019-10-24,75.0,12.0,24.0,10.0
757,2019-10-25,39.0,12.0,26.0,7.0
758,2019-10-26,41.0,12.0,15.0,15.0
759,2019-10-27,41.0,16.0,12.0,19.0
760,2019-10-28,54.0,12.0,16.0,18.0
761,2019-10-29,40.0,20.0,13.0,23.0
762,2019-10-30,60.0,35.0,5.0,22.0
763,2019-10-31,92.0,16.0,13.0,16.0
764,2019-11-01,54.0,12.0,24.0,5.0
765,2019-11-02,35.0,14.0,17.0,12.0
766,2019-11-03,45.0,13.0,14.0,16.0
767,2019-11-04,43.0,16.0,8.0,18.0
768,2019-11-05,56.0,25.0,13.0,17.0
769,2019-11-06,69.0,10.0,17.0,14.0
770,2019-11-07,34.0,18.0,6.0,21.0
771,2019-11-08,54.0,16.0,10.0,19.0
772,2019-11-09,56.0,15.0,12.0,17.0
773,2019-11-10,54.0,12.0,14.0,18.0
774,2019-11-11,41.0,8.0,19.0,16.0
775,2019-11-12,34.0,11.0,12.0,20.0
776,2019-11-13,40.0,10.0,21.0,19.0
777,2019-11-14,37.0,16.0,9.0,16.0
778,2019-11-15,57.0,18.0,6.0,17.0
779,2019-11-16,64.0,28.0,3.0,22.0
780,2019-11-17,84.0,12.0,12.0,21.0
781,2019-11-18,39.0,25.0,2.0,29.0
782,2019-11-19,75.0,16.0,15.0,21.0
783,2019-11-20,53.0,29.0,6.0,22.0
784,2019-11-21,87.0,12.0,17.0,23.0
785,2019-11-22,44.0,20.0,4.0,23.0
786,2019-11-23,64.0,22.0,12.0,16.0
787,2019-11-24,68.0,11.0,15.0,15.0
788,2019-11-25,40.0,11.0,19.0,14.0
789,2019-11-26,34.0,10.0,21.0,18.0
790,2019-11-27,35.0,13.0,12.0,19.0
791,2019-11-28,47.0,17.0,14.0,22.0
792,2019-11-29,46.0,25.0,4.0,28.0
793,2019-11-30,75.0,12.0,13.0,18.0
794,2019-12-01,41.0,21.0,8.0,30.0
795,2019-12-02,68.0,20.0,9.0,28.0
796,2019-12-03,68.0,26.0,6.0,31.0
797,2019-12-04,79.0,24.0,12.0,21.0
798,2019-12-05,79.0,7.0,21.0,14.0
799,2019-12-06,29.0,10.0,17.0,13.0
800,2019-12-07,36.0,11.0,26.0,7.0
801,2019-12-08,36.0,10.0,15.0,22.0
802,2019-12-09,32.0,12.0,19.0,13.0
803,2019-12-10,43.0,11.0,18.0,19.0
804,2019-12-11,35.0,9.0,14.0,18.0
805,2019-12-12,36.0,11.0,14.0,24.0
806,2019-12-13,39.0,11.0,18.0,15.0
807,2019-12-14,39.0,10.0,25.0,8.0
808,2019-12-15,38.0,10.0,19.0,19.0
809,2019-12-16,42.0,11.0,10.0,23.0
810,2019-12-17,52.0,13.0,13.0,20.0
811,2019-12-18,47.0,17.0,16.0,12.0
812,2019-12-19,53.0,7.0,17.0,18.0
813,2019-12-20,35.0,9.0,22.0,11.0
814,2019-12-21,35.0,9.0,18.0,16.0
815,2019-12-22,37.0,12.0,14.0,17.0
816,2019-12-23,41.0,12.0,20.0,14.0
817,2019-12-24,43.0,9.0,16.0,19.0
818,2019-12-25,36.0,12.0,18.0,15.0
819,2019-12-26,43.0,16.0,11.0,16.0
820,2019-12-27,59.0,18.0,14.0,14.0
821,2019-12-28,66.0,19.0,15.0,11.0
822,2019-12-29,69.0,15.0,19.0,17.0
823,2019-07-01,22.0,13.0,20.0,9.0
824,2019-07-02,31.0,14.0,23.0,14.0
825,2019-07-03,39.0,14.0,25.0,14.0
826,2019-07-04,34.0,17.0,36.0,11.0
827,2019-07-05,45.0,12.0,16.0,9.0
828,2019-07-06,34.0,14.0,20.0,9.0
829,2019-07-07,31.0,15.0,23.0,13.0
830,2019-07-08,33.0,15.0,26.0,10.0
831,2019-07-09,36.0,17.0,31.0,9.0
832,2019-07-10,46.0,14.0,25.0,10.0
833,2019-07-11,36.0,11.0,18.0,9.0
834,2019-07-12,29.0,13.0,18.0,7.0
835,2019-07-13,37.0,12.0,16.0,7.0
836,2019-07-14,30.0,7.0,17.0,7.0
837,2019-07-15,10.0,15.0,32.0,11.0
838,2019-07-17,52.0,11.0,22.0,8.0
839,2019-07-18,41.0,1.0,12.0,8.0
840,2019-07-19,39.0,1.0,20.0,2.0
841,2019-07-20,31.0,1.0,20.0,2.0
842,2019-07-21,34.0,1.0,17.0,3.0
843,2019-07-22,46.0,15.0,42.0,17.0
844,2019-07-23,57.0,15.0,24.0,18.0
845,2019-07-24,74.0,29.0,38.0,17.0
846,2019-07-25,67.0,16.0,19.0,17.0
847,2019-07-26,52.0,10.0,17.0,17.0
848,2019-07-27,36.0,10.0,17.0,17.0
849,2019-07-28,30.0,12.0,27.0,17.0
850,2019-07-29,37.0,14.0,20.0,9.0
851,2019-07-30,43.0,11.0,20.0,8.0
852,2019-07-31,37.0,13.0,24.0,13.0
853,2019-08-01,45.0,17.0,23.0,13.0
854,2019-08-02,52.0,12.0,28.0,12.0
855,2019-08-03,45.0,15.0,32.0,11.0
856,2019-08-04,51.0,12.0,23.0,7.0
857,2019-08-05,41.0,12.0,21.0,5.0
858,2019-08-06,37.0,10.0,20.0,7.0
859,2019-08-07,34.0,10.0,22.0,7.0
860,2019-08-08,33.0,13.0,20.0,7.0
861,2019-08-09,41.0,17.0,24.0,3.0
862,2019-08-10,49.0,13.0,24.0,4.0
863,2019-08-11,39.0,11.0,15.0,13.0
864,2019-08-12,38.0,9.0,25.0,10.0
865,2019-08-13,33.0,9.0,13.0,10.0
866,2019-08-14,36.0,10.0,19.0,9.0
867,2019-08-15,35.0,12.0,13.0,9.0
868,2019-08-16,39.0,11.0,19.0,4.0
869,2019-08-17,35.0,10.0,22.0,4.0
870,2019-08-18,34.0,25.0,20.0,7.0
871,2019-08-19,35.0,19.0,28.0,12.0
872,2019-08-20,38.0,14.0,27.0,8.0
873,2019-08-21,47.0,13.0,27.0,6.0
874,2019-08-22,44.0,16.0,28.0,15.0
875,2019-08-23,49.0,35.0,48.0,23.0
876,2019-08-24,88.0,38.0,48.0,22.0
877,2019-08-25,104.0,30.0,50.0,19.0
878,2019-08-26,87.0,33.0,49.0,22.0
879,2019-08-27,87.0,11.0,24.0,7.0
880,2019-08-28,40.0,10.0,26.0,6.0
881,2019-08-29,29.0,13.0,24.0,5.0
882,2019-08-30,39.0,11.0,24.0,5.0
883,2019-08-31,36.0,7.0,22.0,5.0
884,2019-09-01,24.0,13.0,23.0,7.0
885,2019-09-02,36.0,10.0,21.0,5.0
886,2019-09-03,31.0,8.0,19.0,5.0
887,2019-09-04,28.0,10.0,17.0,10.0
888,2019-09-05,33.0,12.0,14.0,9.0
889,2019-09-06,42.0,11.0,14.0,8.0
890,2019-09-07,33.0,10.0,23.0,7.0
891,2019-09-08,35.0,12.0,18.0,9.0
892,2019-09-09,48.0,23.0,15.0,14.0
893,2019-09-10,52.0,9.0,15.0,5.0
894,2019-09-11,30.0,9.0,14.0,6.0
895,2019-09-12,36.0,14.0,15.0,14.0
896,2019-09-13,39.0,14.0,16.0,18.0
897,2019-09-14,46.0,13.0,20.0,15.0
898,2019-09-15,50.0,14.0,7.0,13.0
899,2019-09-16,54.0,13.0,15.0,12.0
900,2019-09-17,40.0,16.0,18.0,16.0
901,2019-09-18,46.0,17.0,17.0,21.0
902,2019-09-19,49.0,22.0,15.0,25.0
903,2019-09-20,59.0,24.0,12.0,29.0
904,2019-09-21,62.0,16.0,21.0,13.0
905,2019-09-22,51.0,9.0,19.0,5.0
906,2019-09-23,31.0,9.0,15.0,9.0
907,2019-09-24,36.0,7.0,15.0,7.0
908,2019-09-25,31.0,11.0,19.0,8.0
909,2019-09-26,39.0,12.0,19.0,7.0
910,2019-09-27,44.0,10.0,21.0,4.0
911,2019-09-28,33.0,7.0,23.0,4.0
912,2019-09-29,28.0,8.0,16.0,9.0
913,2019-09-30,35.0,11.0,19.0,11.0
914,2019-04-01,42.0,26.0,21.0,20.0
915,2019-04-02,61.0,15.0,21.0,20.0
916,2019-04-03,47.0,11.0,28.0,12.0
917,2019-04-04,28.0,18.0,29.0,15.0
918,2019-04-05,46.0,21.0,23.0,11.0
919,2019-04-06,57.0,46.0,17.0,12.0
920,2019-04-07,117.0,46.0,22.0,20.0
921,2019-04-08,113.0,39.0,30.0,15.0
922,2019-04-09,93.0,18.0,29.0,10.0
923,2019-04-10,45.0,16.0,30.0,14.0
924,2019-04-11,44.0,18.0,27.0,15.0
925,2019-04-12,52.0,15.0,31.0,11.0
926,2019-04-13,49.0,21.0,33.0,11.0
927,2019-04-14,62.0,38.0,24.0,19.0
928,2019-04-15,96.0,53.0,16.0,25.0
929,2019-04-16,127.0,56.0,22.0,23.0
930,2019-04-17,130.0,52.0,29.0,21.0
931,2019-04-18,120.0,39.0,40.0,18.0
932,2019-04-19,89.0,38.0,44.0,16.0
933,2019-04-20,86.0,38.0,46.0,17.0
934,2019-04-21,93.0,55.0,43.0,25.0
935,2019-04-22,133.0,42.0,21.0,24.0
936,2019-04-23,89.0,31.0,34.0,16.0
937,2019-04-24,73.0,11.0,31.0,7.0
938,2019-04-25,23.0,13.0,32.0,7.0
939,2019-04-26,30.0,10.0,31.0,10.0
940,2019-04-27,21.0,11.0,22.0,12.0
941,2019-04-28,31.0,23.0,23.0,16.0
942,2019-04-29,56.0,30.0,25.0,19.0
943,2019-04-30,71.0,27.0,26.0,18.0
944,2019-05-01,59.0,17.0,20.0,18.0
945,2019-05-02,36.0,17.0,21.0,16.0
946,2019-05-03,43.0,12.0,24.0,9.0
947,2019-05-04,25.0,16.0,19.0,9.0
948,2019-05-05,37.0,11.0,19.0,16.0
949,2019-05-06,27.0,17.0,19.0,9.0
950,2019-05-07,46.0,15.0,19.0,11.0
951,2019-05-08,37.0,16.0,15.0,15.0
952,2019-05-09,38.0,14.0,31.0,8.0
953,2019-05-10,40.0,18.0,26.0,11.0
954,2019-05-11,51.0,11.0,30.0,11.0
955,2019-05-12,28.0,14.0,26.0,15.0
956,2019-05-13,29.0,14.0,27.0,16.0
957,2019-05-14,36.0,25.0,28.0,18.0
958,2019-05-15,60.0,20.0,30.0,14.0
959,2019-05-16,48.0,19.0,22.0,11.0
960,2019-05-17,49.0,22.0,22.0,14.0
961,2019-05-18,64.0,24.0,26.0,12.0
962,2019-05-19,67.0,20.0,23.0,13.0
963,2019-05-20,54.0,13.0,29.0,11.0
964,2019-05-21,32.0,17.0,36.0,9.0
965,2019-05-22,34.0,13.0,40.0,8.0
966,2019-05-23,32.0,15.0,22.0,12.0
967,2019-05-24,37.0,11.0,25.0,11.0
968,2019-05-25,28.0,9.0,18.0,4.0
969,2019-05-26,25.0,11.0,24.0,7.0
970,2019-05-27,26.0,8.0,22.0,9.0
971,2019-05-28,17.0,12.0,23.0,7.0
972,2019-05-29,29.0,12.0,19.0,5.0
973,2019-05-30,31.0,8.0,16.0,4.0
974,2019-05-31,22.0,12.0,33.0,6.0
975,2019-06-01,34.0,13.0,32.0,3.0
976,2019-06-02,35.0,16.0,28.0,4.0
977,2019-06-03,27.0,16.0,23.0,13.0
978,2019-06-04,37.0,11.0,25.0,4.0
979,2019-06-05,27.0,10.0,28.0,6.0
980,2019-06-06,24.0,13.0,25.0,17.0
981,2019-06-07,37.0,9.0,24.0,4.0
982,2019-06-08,20.0,10.0,27.0,5.0
983,2019-06-09,22.0,10.0,17.0,13.0
984,2019-06-10,28.0,10.0,17.0,10.0
985,2019-06-11,29.0,9.0,20.0,12.0
986,2019-06-12,30.0,11.0,23.0,8.0
987,2019-06-13,31.0,10.0,25.0,6.0
988,2019-06-14,24.0,11.0,26.0,5.0
989,2019-06-15,24.0,10.0,23.0,4.0
990,2019-06-16,25.0,10.0,32.0,5.0
991,2019-06-17,25.0,15.0,22.0,14.0
992,2019-06-18,41.0,19.0,18.0,12.0
993,2019-06-19,50.0,11.0,20.0,8.0
994,2019-06-20,27.0,10.0,23.0,10.0
995,2019-06-21,23.0,13.0,29.0,10.0
996,2019-06-22,29.0,26.0,38.0,13.0
997,2019-06-23,65.0,29.0,23.0,16.0
998,2019-06-24,71.0,25.0,14.0,15.0
999,2019-06-25,65.0,16.0,23.0,8.0
1000,2019-06-26,45.0,14.0,24.0,8.0
1001,2019-06-27,33.0,20.0,17.0,13.0
1002,2019-06-28,42.0,26.0,43.0,14.0
1003,2019-06-29,63.0,14.0,26.0,4.0
1004,2019-06-30,33.0,11.0,19.0,7.0
1005,2019-01-01,28.0,14.0,19.0,20.0
1006,2019-01-02,30.0,11.0,16.0,20.0
1007,2019-01-03,38.0,33.0,10.0,23.0
1008,2019-01-04,73.0,24.0,10.0,25.0
1009,2019-01-05,67.0,23.0,8.0,27.0
1010,2019-01-06,59.0,17.0,13.0,23.0
1011,2019-01-07,42.0,19.0,21.0,22.0
1012,2019-01-08,37.0,15.0,14.0,24.0
1013,2019-01-09,34.0,29.0,7.0,30.0
1014,2019-01-10,73.0,20.0,6.0,27.0
1015,2019-01-11,59.0,10.0,13.0,22.0
1016,2019-01-12,29.0,8.0,21.0,16.0
1017,2019-01-13,21.0,15.0,21.0,24.0
1018,2019-01-14,33.0,11.0,16.0,19.0
1019,2019-01-15,29.0,9.0,24.0,17.0
1020,2019-01-16,24.0,11.0,12.0,27.0
1021,2019-01-17,31.0,17.0,15.0,28.0
1022,2019-01-18,45.0,20.0,15.0,20.0
1023,2019-01-19,54.0,31.0,6.0,26.0
1024,2019-01-20,85.0,41.0,11.0,26.0
1025,2019-01-21,106.0,15.0,19.0,26.0
1026,2019-01-24,80.0,23.0,6.0,28.0
1027,2019-01-25,60.0,9.0,22.0,14.0
1028,2019-01-26,27.0,9.0,22.0,14.0
1029,2019-01-27,21.0,8.0,18.0,15.0
1030,2019-01-28,18.0,17.0,13.0,21.0
1031,2019-01-29,38.0,15.0,12.0,26.0
1032,2019-01-30,39.0,15.0,10.0,29.0
1033,2019-01-31,73.0,33.0,19.0,17.0
1034,2019-02-01,51.0,15.0,14.0,15.0
1035,2019-02-02,50.0,15.0,18.0,15.0
1036,2019-02-03,40.0,15.0,23.0,12.0
1037,2019-02-04,31.0,10.0,13.0,14.0
1038,2019-02-05,49.0,10.0,17.0,13.0
1039,2019-02-06,34.0,11.0,26.0,9.0
1040,2019-02-07,23.0,12.0,25.0,6.0
1041,2019-02-08,25.0,12.0,30.0,5.0
1042,2019-02-09,30.0,4.0,24.0,15.0
1043,2019-02-10,15.0,10.0,16.0,18.0
1044,2019-02-11,29.0,13.0,18.0,16.0
1045,2019-02-12,36.0,19.0,18.0,13.0
1046,2019-02-13,51.0,28.0,8.0,21.0
1047,2019-02-14,71.0,38.0,13.0,23.0
1048,2019-02-15,91.0,32.0,13.0,17.0
1049,2019-02-16,79.0,29.0,24.0,12.0
1050,2019-02-17,69.0,17.0,20.0,13.0
1051,2019-02-18,39.0,15.0,22.0,11.0
1052,2019-02-19,32.0,17.0,23.0,9.0
1053,2019-02-20,43.0,21.0,21.0,11.0
1054,2019-02-21,55.0,37.0,13.0,23.0
1055,2019-02-22,86.0,39.0,13.0,18.0
1056,2019-02-23,97.0,46.0,6.0,25.0
1057,2019-02-24,113.0,51.0,4.0,32.0
1058,2019-02-25,116.0,55.0,4.0,35.0
1059,2019-02-26,124.0,53.0,15.0,30.0
1060,2019-02-27,127.0,30.0,21.0,20.0
1061,2019-02-28,78.0,26.0,15.0,18.0
1062,2019-03-01,70.0,15.0,27.0,7.0
1063,2019-03-02,36.0,11.0,33.0,3.0
1064,2019-03-03,19.0,8.0,29.0,10.0
1065,2019-03-04,15.0,9.0,27.0,8.0
1066,2019-03-05,23.0,14.0,28.0,7.0
1067,2019-03-06,35.0,8.0,26.0,8.0
1068,2019-03-07,14.0,10.0,23.0,11.0
1069,2019-03-08,23.0,18.0,28.0,9.0
1070,2019-03-09,32.0,6.0,26.0,9.0
1071,2019-03-10,17.0,10.0,23.0,15.0
1072,2019-03-11,19.0,7.0,28.0,10.0
1073,2019-03-12,18.0,13.0,26.0,13.0
1074,2019-03-13,23.0,11.0,26.0,13.0
1075,2019-03-14,23.0,6.0,23.0,9.0
1076,2019-03-15,17.0,10.0,33.0,3.0
1077,2019-03-16,23.0,5.0,26.0,14.0
1078,2019-03-17,15.0,11.0,20.0,22.0
1079,2019-03-18,28.0,15.0,18.0,13.0
1080,2019-03-19,48.0,12.0,20.0,12.0
1081,2019-03-20,36.0,13.0,18.0,13.0
1082,2019-03-21,43.0,15.0,21.0,8.0
1083,2019-03-22,51.0,20.0,18.0,16.0
1084,2019-03-23,51.0,18.0,26.0,16.0
1085,2019-03-24,45.0,15.0,24.0,14.0
1086,2019-03-25,32.0,24.0,21.0,22.0
1087,2019-03-26,54.0,17.0,23.0,19.0
1088,2019-03-27,43.0,24.0,23.0,18.0
1089,2019-03-28,61.0,36.0,29.0,22.0
1090,2019-03-29,88.0,49.0,28.0,25.0
1091,2019-03-30,122.0,26.0,28.0,10.0
1092,2019-03-31,60.0,20.0,27.0,15.0
1093,2018-10-01,20.0,9.0,16.0,12.0
1094,2018-10-02,14.0,12.0,10.0,17.0
1095,2018-10-03,22.0,14.0,13.0,12.0
1096,2018-10-04,39.0,22.0,19.0,20.0
1097,2018-10-05,59.0,14.0,17.0,15.0
1098,2018-10-06,38.0,9.0,16.0,16.0
1099,2018-10-07,21.0,9.0,18.0,15.0
1100,2018-10-08,21.0,14.0,25.0,20.0
1101,2018-10-09,36.0,40.0,10.0,32.0
1102,2018-10-10,101.0,15.0,19.0,14.0
1103,2018-10-11,37.0,13.0,23.0,9.0
1104,2018-10-12,23.0,12.0,23.0,9.0
1105,2018-10-13,31.0,6.0,21.0,12.0
1106,2018-10-14,18.0,12.0,14.0,18.0
1107,2018-10-15,35.0,19.0,20.0,14.0
