,date,pm2.5,pm10,o3,no2
1645,2017-04-19,48.0,19.0,27.0,20.0
1646,2017-04-20,51.0,23.0,14.0,29.0
1647,2017-04-21,57.0,16.0,22.0,18.0
1648,2017-04-22,45.0,16.0,28.0,14.0
1649,2017-04-23,47.0,18.0,17.0,21.0
1650,2017-04-24,51.0,12.0,20.0,19.0
1651,2017-04-25,30.0,16.0,16.0,17.0
1652,2017-04-26,44.0,15.0,15.0,21.0
1653,2017-04-27,50.0,17.0,16.0,17.0
1654,2017-04-28,54.0,15.0,25.0,15.0
1655,2017-04-29,50.0,20.0,28.0,15.0
1656,2017-04-30,61.0,10.0,24.0,10.0
1657,2017-05-01,35.0,26.0,18.0,17.0
1658,2017-05-02,63.0,32.0,21.0,16.0
1659,2017-05-03,71.0,34.0,18.0,15.0
1660,2017-05-04,74.0,21.0,23.0,11.0
1661,2017-05-05,48.0,29.0,17.0,11.0
1662,2017-05-06,81.0,24.0,22.0,11.0
1663,2017-05-07,70.0,26.0,22.0,15.0
1664,2017-05-08,55.0,24.0,21.0,14.0
1665,2017-05-09,53.0,24.0,22.0,16.0
1666,2017-05-10,55.0,42.0,18.0,26.0
1667,2017-05-11,101.0,22.0,25.0,14.0
1668,2017-05-12,68.0,19.0,29.0,7.0
1669,2017-05-13,56.0,14.0,26.0,8.0
1670,2017-05-14,40.0,14.0,17.0,11.0
1671,2017-05-15,42.0,13.0,16.0,7.0
1672,2017-05-16,42.0,15.0,9.0,18.0
1673,2017-05-17,47.0,15.0,14.0,18.0
1674,2017-05-18,47.0,11.0,19.0,19.0
1675,2017-05-19,42.0,11.0,24.0,8.0
1676,2017-05-20,35.0,12.0,27.0,7.0
1677,2017-05-21,37.0,19.0,30.0,14.0
1678,2017-05-22,58.0,14.0,15.0,18.0
1679,2017-05-23,45.0,16.0,22.0,17.0
1680,2017-05-24,55.0,20.0,20.0,21.0
1681,2017-05-25,59.0,25.0,31.0,25.0
1682,2017-05-26,63.0,21.0,30.0,19.0
1683,2017-05-27,62.0,16.0,20.0,17.0
1684,2017-05-28,53.0,17.0,24.0,13.0
1685,2017-05-29,52.0,12.0,19.0,14.0
1686,2017-05-30,41.0,16.0,11.0,19.0
1687,2017-05-31,49.0,13.0,25.0,13.0
1688,2017-06-01,47.0,23.0,22.0,27.0
1689,2017-06-02,66.0,16.0,22.0,18.0
1690,2017-06-03,42.0,13.0,23.0,10.0
1691,2017-06-04,38.0,13.0,22.0,9.0
1692,2017-06-05,41.0,11.0,21.0,12.0
1693,2017-06-06,34.0,134.0,19.0,11.0
1694,2017-06-07,37.0,15.0,18.0,10.0
1695,2017-06-08,55.0,15.0,19.0,12.0
1696,2017-06-09,55.0,15.0,22.0,9.0
1697,2017-06-12,39.0,17.0,17.0,22.0
1698,2017-06-13,52.0,22.0,25.0,25.0
1699,2017-06-14,58.0,22.0,21.0,21.0
1700,2017-06-15,56.0,18.0,15.0,22.0
1701,2017-06-16,50.0,20.0,26.0,20.0
1702,2017-06-17,61.0,21.0,43.0,16.0
1703,2017-06-18,65.0,30.0,47.0,26.0
1704,2017-06-19,73.0,35.0,29.0,32.0
1705,2017-06-20,94.0,30.0,48.0,24.0
1706,2017-06-21,69.0,25.0,37.0,16.0
1707,2017-06-22,68.0,16.0,20.0,12.0
1708,2017-06-23,41.0,12.0,16.0,8.0
1709,2017-06-24,41.0,10.0,15.0,9.0
1710,2017-06-25,34.0,15.0,22.0,16.0
1711,2017-06-26,41.0,22.0,10.0,27.0
1712,2017-06-27,59.0,15.0,12.0,20.0
1713,2017-06-28,50.0,12.0,15.0,20.0
1714,2017-06-29,42.0,13.0,13.0,21.0
1715,2017-06-30,43.0,15.0,18.0,16.0
1716,2017-01-02,27.0,17.0,5.0,29.0
1717,2017-01-03,48.0,16.0,9.0,28.0
1718,2017-01-04,92.0,29.0,6.0,35.0
1719,2017-01-06,69.0,17.0,7.0,27.0
1720,2017-01-07,60.0,21.0,5.0,28.0
1721,2017-01-08,66.0,15.0,11.0,24.0
1722,2017-01-09,46.0,19.0,8.0,27.0
1723,2017-01-10,46.0,20.0,15.0,23.0
1724,2017-01-11,48.0,15.0,17.0,19.0
1725,2017-01-12,40.0,12.0,14.0,22.0
1726,2017-01-13,30.0,14.0,12.0,24.0
1727,2017-01-14,40.0,13.0,7.0,25.0
1728,2017-01-15,50.0,17.0,7.0,23.0
1729,2017-01-16,61.0,29.0,7.0,26.0
1730,2017-01-17,81.0,41.0,3.0,41.0
1731,2017-01-18,96.0,45.0,1.0,35.0
1732,2017-01-19,109.0,34.0,2.0,33.0
1733,2017-01-20,82.0,36.0,3.0,32.0
1734,2017-01-21,93.0,63.0,2.0,37.0
1735,2017-01-22,157.0,72.0,19.0,43.0
1736,2017-01-23,168.0,44.0,2.0,40.0
1737,2017-01-24,122.0,30.0,3.0,33.0
1738,2017-01-25,91.0,48.0,7.0,23.0
1739,2017-01-26,132.0,48.0,3.0,30.0
1740,2017-01-27,125.0,18.0,18.0,22.0
1741,2017-01-28,53.0,10.0,17.0,20.0
1742,2017-01-29,35.0,20.0,10.0,25.0
1743,2017-01-30,53.0,22.0,5.0,25.0
1744,2017-01-31,66.0,15.0,10.0,20.0
1745,2017-02-01,52.0,17.0,19.0,15.0
1746,2017-02-02,51.0,19.0,24.0,17.0
1747,2017-02-03,37.0,16.0,14.0,30.0
1748,2017-02-04,43.0,20.0,7.0,26.0
1749,2017-02-05,61.0,35.0,9.0,25.0
1750,2017-02-06,95.0,15.0,14.0,30.0
1751,2017-02-08,86.0,36.0,11.0,21.0
1752,2017-02-09,94.0,47.0,5.0,23.0
1753,2017-02-10,126.0,41.0,8.0,22.0
1754,2017-02-11,120.0,45.0,5.0,19.0
1755,2017-02-12,131.0,53.0,5.0,24.0
1756,2017-02-13,138.0,39.0,4.0,29.0
1757,2017-02-14,100.0,23.0,13.0,23.0
1758,2017-02-15,71.0,17.0,16.0,22.0
1759,2017-02-16,46.0,19.0,15.0,24.0
1760,2017-02-17,59.0,24.0,20.0,17.0
1761,2017-02-18,77.0,19.0,15.0,20.0
1762,2017-02-19,64.0,13.0,13.0,16.0
1763,2017-02-20,50.0,10.0,15.0,19.0
1764,2017-02-21,34.0,8.0,23.0,15.0
1765,2017-02-22,24.0,11.0,23.0,15.0
1766,2017-02-23,27.0,16.0,17.0,30.0
1767,2017-02-24,41.0,17.0,24.0,15.0
1768,2017-02-25,47.0,10.0,27.0,11.0
1769,2017-02-26,34.0,8.0,27.0,17.0
1770,2017-02-27,28.0,10.0,23.0,18.0
1771,2017-02-28,35.0,14.0,20.0,18.0
1772,2017-03-01,41.0,19.0,28.0,15.0
1773,2017-03-02,46.0,22.0,14.0,21.0
1774,2017-03-03,55.0,14.0,27.0,12.0
1775,2017-03-04,39.0,11.0,26.0,10.0
1776,2017-03-05,29.0,14.0,16.0,24.0
1777,2017-03-06,40.0,13.0,19.0,21.0
1778,2017-03-07,46.0,11.0,18.0,20.0
1779,2017-03-08,38.0,14.0,17.0,24.0
1780,2017-03-09,44.0,17.0,12.0,18.0
1781,2017-03-10,55.0,26.0,16.0,15.0
1782,2017-03-11,77.0,27.0,10.0,25.0
1783,2017-03-12,80.0,18.0,18.0,22.0
1784,2017-03-13,48.0,16.0,16.0,21.0
1785,2017-03-14,56.0,22.0,14.0,23.0
1786,2017-03-15,64.0,25.0,15.0,19.0
1787,2017-03-16,75.0,14.0,22.0,16.0
1788,2017-03-17,35.0,10.0,21.0,11.0
1789,2017-03-18,34.0,10.0,24.0,6.0
1790,2017-03-19,30.0,10.0,24.0,12.0
1791,2017-03-20,33.0,13.0,24.0,13.0
1792,2017-03-21,30.0,14.0,22.0,17.0
1793,2017-03-22,39.0,30.0,17.0,18.0
1794,2017-03-23,73.0,37.0,15.0,17.0
1795,2017-03-24,88.0,19.0,23.0,16.0
1796,2017-03-25,48.0,15.0,21.0,15.0
1797,2017-03-26,41.0,43.0,16.0,18.0
1798,2017-03-27,105.0,41.0,26.0,18.0
1799,2017-03-28,109.0,16.0,27.0,12.0
1800,2017-03-29,45.0,17.0,28.0,17.0
1801,2017-03-30,47.0,16.0,29.0,14.0
1802,2017-03-31,48.0,13.0,30.0,11.0
1803,2016-10-01,29.0,13.0,12.0,18.0
1804,2016-10-02,35.0,19.0,12.0,25.0
1805,2016-10-03,46.0,22.0,13.0,18.0
1806,2016-10-04,53.0,17.0,15.0,18.0
1807,2016-10-05,33.0,15.0,14.0,20.0
1808,2016-10-06,30.0,18.0,9.0,22.0
1809,2016-10-07,43.0,15.0,10.0,20.0
1810,2016-10-08,39.0,10.0,13.0,18.0
1811,2016-10-09,27.0,13.0,9.0,22.0
1812,2016-10-10,29.0,16.0,6.0,22.0
1813,2016-10-11,42.0,18.0,6.0,19.0
1814,2016-10-12,44.0,20.0,5.0,19.0
1815,2016-10-13,53.0,26.0,4.0,20.0
1816,2016-10-14,65.0,22.0,14.0,22.0
1817,2016-10-15,61.0,14.0,16.0,20.0
1818,2016-10-16,34.0,15.0,15.0,22.0
1819,2016-10-17,32.0,12.0,12.0,23.0
1820,2016-10-18,26.0,12.0,11.0,26.0
1821,2016-10-19,32.0,16.0,8.0,24.0
1822,2016-10-20,39.0,16.0,8.0,23.0
1823,2016-10-21,45.0,17.0,7.0,21.0
1824,2016-10-22,47.0,19.0,11.0,18.0
1825,2016-10-23,59.0,26.0,6.0,22.0
1826,2016-10-24,68.0,37.0,1.0,27.0
1827,2016-10-25,86.0,22.0,11.0,23.0
1828,2016-10-26,64.0,20.0,11.0,20.0
1829,2016-10-27,55.0,17.0,16.0,23.0
1830,2016-10-28,47.0,28.0,6.0,26.0
1831,2016-10-29,75.0,49.0,19.0,26.0
1832,2016-10-30,128.0,55.0,19.0,30.0
1833,2016-10-31,129.0,42.0,5.0,32.0
1834,2016-11-01,97.0,18.0,5.0,28.0
1835,2016-11-02,47.0,27.0,6.0,27.0
1836,2016-11-03,70.0,15.0,7.0,25.0
1837,2016-11-04,46.0,21.0,7.0,23.0
1838,2016-11-05,57.0,19.0,10.0,17.0
1839,2016-11-06,55.0,14.0,13.0,20.0
1840,2016-11-07,36.0,21.0,4.0,28.0
1841,2016-11-08,60.0,12.0,5.0,29.0
1842,2016-11-09,39.0,13.0,5.0,29.0
1843,2016-11-10,38.0,24.0,6.0,26.0
1844,2016-11-11,64.0,19.0,7.0,26.0
1845,2016-11-12,56.0,16.0,6.0,26.0
1846,2016-11-13,48.0,21.0,4.0,30.0
1847,2016-11-14,57.0,15.0,8.0,22.0
1848,2016-11-15,45.0,12.0,12.0,21.0
1849,2016-11-16,30.0,17.0,17.0,21.0
1850,2016-11-17,34.0,11.0,19.0,24.0
1851,2016-11-18,28.0,12.0,11.0,24.0
1852,2016-11-19,34.0,11.0,15.0,23.0
1853,2016-11-20,37.0,20.0,14.0,26.0
1854,2016-11-21,47.0,14.0,19.0,19.0
1855,2016-11-22,32.0,24.0,4.0,27.0
1856,2016-11-23,55.0,20.0,16.0,21.0
1857,2016-11-24,36.0,19.0,14.0,24.0
1858,2016-11-25,37.0,21.0,3.0,25.0
1859,2016-11-26,54.0,18.0,11.0,23.0
1860,2016-11-27,48.0,20.0,11.0,28.0
1861,2016-11-28,40.0,30.0,1.0,37.0
1862,2016-11-29,63.0,51.0,1.0,54.0
1863,2016-11-30,125.0,40.0,19.0,44.0
1864,2016-12-01,97.0,34.0,19.0,33.0
1865,2016-12-02,87.0,17.0,12.0,27.0
1866,2016-12-03,37.0,21.0,6.0,29.0
1867,2016-12-04,48.0,51.0,19.0,35.0
1868,2016-12-05,118.0,51.0,2.0,33.0
1869,2016-12-06,129.0,31.0,4.0,24.0
1870,2016-12-07,81.0,25.0,8.0,24.0
1871,2016-12-08,68.0,25.0,6.0,20.0
1872,2016-12-09,72.0,21.0,10.0,19.0
1873,2016-12-10,55.0,16.0,9.0,26.0
1874,2016-12-11,40.0,18.0,6.0,30.0
1875,2016-12-12,49.0,21.0,9.0,33.0
1876,2016-12-13,56.0,28.0,7.0,43.0
1877,2016-12-14,68.0,34.0,1.0,37.0
1878,2016-12-15,84.0,45.0,1.0,41.0
1879,2016-12-16,100.0,34.0,19.0,45.0
1880,2016-12-17,89.0,28.0,19.0,41.0
1881,2016-12-18,78.0,41.0,1.0,46.0
1882,2016-12-19,93.0,32.0,3.0,32.0
1883,2016-12-20,84.0,24.0,14.0,28.0
1884,2016-12-21,46.0,20.0,8.0,40.0
1885,2016-12-22,49.0,14.0,17.0,25.0
1886,2016-12-23,35.0,20.0,18.0,19.0
1887,2016-12-24,39.0,11.0,24.0,8.0
1888,2016-12-25,20.0,13.0,21.0,27.0
1889,2016-12-26,28.0,33.0,3.0,63.0
1890,2016-12-27,78.0,48.0,19.0,91.0
1891,2016-12-28,116.0,35.0,19.0,48.0
1892,2016-12-29,87.0,33.0,1.0,28.0
1893,2016-12-30,87.0,23.0,6.0,22.0
1894,2016-12-31,66.0,17.0,15.0,18.0
1895,2017-01-01,47.0,16.0,14.0,23.0
1896,2016-07-01,24.0,12.0,17.0,11.0
1897,2016-07-02,24.0,12.0,21.0,9.0
1898,2016-07-03,32.0,11.0,18.0,12.0
1899,2016-07-04,34.0,15.0,15.0,18.0
1900,2016-07-05,29.0,16.0,22.0,20.0
1901,2016-07-06,31.0,14.0,24.0,15.0
1902,2016-07-07,43.0,15.0,16.0,13.0
1903,2016-07-08,41.0,15.0,12.0,10.0
1904,2016-07-09,39.0,12.0,18.0,7.0
1905,2016-07-10,31.0,13.0,16.0,9.0
1906,2016-07-11,30.0,12.0,13.0,17.0
1907,2016-07-12,31.0,13.0,9.0,20.0
1908,2016-07-13,37.0,12.0,11.0,21.0
1909,2016-07-14,34.0,13.0,14.0,18.0
1910,2016-07-15,38.0,8.0,11.0,9.0
1911,2016-07-16,21.0,10.0,14.0,10.0
1912,2016-07-17,26.0,15.0,29.0,22.0
1913,2016-07-18,42.0,22.0,26.0,30.0
1914,2016-07-19,52.0,29.0,33.0,23.0
1915,2016-07-20,69.0,14.0,14.0,21.0
1916,2016-07-21,36.0,24.0,11.0,27.0
1917,2016-07-22,67.0,20.0,30.0,21.0
1918,2016-07-23,55.0,12.0,19.0,10.0
1919,2016-07-24,35.0,12.0,16.0,13.0
1920,2016-07-25,31.0,12.0,17.0,15.0
1921,2016-07-26,30.0,12.0,14.0,14.0
1922,2016-07-27,36.0,12.0,16.0,18.0
1923,2016-07-28,34.0,15.0,12.0,13.0
1924,2016-07-29,35.0,15.0,14.0,19.0
1925,2016-07-30,39.0,11.0,15.0,19.0
1926,2016-07-31,32.0,13.0,14.0,16.0
1927,2016-08-01,35.0,13.0,12.0,11.0
1928,2016-08-02,35.0,13.0,16.0,9.0
1929,2016-08-03,31.0,12.0,15.0,12.0
1930,2016-08-04,31.0,14.0,22.0,17.0
1931,2016-08-05,35.0,12.0,22.0,13.0
1932,2016-08-06,36.0,13.0,21.0,8.0
1933,2016-08-07,34.0,14.0,19.0,16.0
1934,2016-08-08,32.0,15.0,13.0,18.0
1935,2016-08-11,42.0,19.0,21.0,14.0
1936,2016-08-12,42.0,12.0,18.0,11.0
1937,2016-08-13,28.0,14.0,17.0,17.0
1938,2016-08-14,35.0,16.0,20.0,15.0
1939,2016-08-15,37.0,22.0,25.0,16.0
1940,2016-08-16,46.0,26.0,27.0,18.0
1941,2016-08-17,59.0,29.0,28.0,22.0
1942,2016-08-18,60.0,27.0,22.0,17.0
1943,2016-08-19,67.0,22.0,21.0,9.0
1944,2016-08-20,39.0,11.0,20.0,7.0
1945,2016-08-21,28.0,20.0,19.0,10.0
1946,2016-08-22,40.0,19.0,27.0,23.0
1947,2016-08-23,46.0,31.0,33.0,35.0
1948,2016-08-24,69.0,33.0,25.0,31.0
1949,2016-08-25,75.0,20.0,19.0,24.0
1950,2016-08-26,50.0,27.0,27.0,20.0
1951,2016-08-27,63.0,17.0,22.0,9.0
1952,2016-08-28,44.0,14.0,20.0,24.0
1953,2016-08-29,37.0,19.0,33.0,21.0
1954,2016-08-30,50.0,19.0,21.0,18.0
1955,2016-08-31,44.0,19.0,14.0,16.0
1956,2016-09-01,44.0,20.0,12.0,12.0
1957,2016-09-02,46.0,18.0,16.0,12.0
1958,2016-09-03,41.0,17.0,16.0,10.0
1959,2016-09-04,33.0,22.0,6.0,15.0
1960,2016-09-05,38.0,16.0,3.0,15.0
1961,2016-09-06,34.0,19.0,26.0,19.0
1962,2016-09-07,50.0,24.0,16.0,22.0
1963,2016-09-08,50.0,17.0,15.0,12.0
1964,2016-09-09,35.0,15.0,11.0,14.0
1965,2016-09-10,36.0,16.0,19.0,15.0
1966,2016-09-11,39.0,16.0,13.0,18.0
1967,2016-09-12,37.0,32.0,28.0,31.0
1968,2016-09-13,65.0,30.0,26.0,26.0
1969,2016-09-14,66.0,34.0,27.0,29.0
1970,2016-09-15,73.0,14.0,17.0,19.0
1971,2016-09-16,41.0,14.0,6.0,16.0
1972,2016-09-17,38.0,14.0,12.0,22.0
1973,2016-09-18,44.0,22.0,8.0,23.0
1974,2016-09-19,59.0,17.0,5.0,20.0
1975,2016-09-20,47.0,21.0,21.0,23.0
1976,2016-09-21,59.0,16.0,15.0,19.0
1977,2016-09-22,46.0,14.0,20.0,21.0
1978,2016-09-23,34.0,16.0,26.0,19.0
1979,2016-09-24,39.0,17.0,22.0,11.0
1980,2016-09-25,31.0,25.0,14.0,19.0
1981,2016-09-26,35.0,14.0,11.0,18.0
1982,2016-09-27,35.0,22.0,12.0,13.0
1983,2016-09-28,45.0,13.0,13.0,15.0
1984,2016-09-29,28.0,18.0,14.0,15.0
1985,2016-09-30,34.0,11.0,13.0,19.0
1986,2016-04-01,60.0,22.0,27.0,19.0
1987,2016-04-02,63.0,25.0,21.0,20.0
1988,2016-04-03,72.0,16.0,23.0,18.0
1989,2016-04-04,45.0,14.0,24.0,25.0
1990,2016-04-05,34.0,15.0,24.0,18.0
1991,2016-04-06,26.0,10.0,18.0,22.0
1992,2016-04-07,23.0,14.0,19.0,25.0
1993,2016-04-08,37.0,9.0,25.0,14.0
1994,2016-04-09,21.0,13.0,23.0,21.0
1995,2016-04-10,28.0,33.0,12.0,24.0
1996,2016-04-11,80.0,11.0,23.0,17.0
1997,2016-04-12,28.0,13.0,22.0,25.0
1998,2016-04-13,33.0,15.0,25.0,20.0
1999,2016-04-14,42.0,10.0,23.0,23.0
2000,2016-04-15,29.0,8.0,13.0,26.0
2001,2016-04-16,28.0,7.0,18.0,22.0
2002,2016-04-17,21.0,14.0,19.0,24.0
2003,2016-04-18,41.0,15.0,19.0,23.0
2004,2016-04-19,36.0,23.0,18.0,23.0
2005,2016-04-20,44.0,27.0,18.0,24.0
2006,2016-04-21,58.0,21.0,20.0,23.0
2007,2016-04-22,45.0,13.0,15.0,23.0
2008,2016-04-23,34.0,11.0,18.0,22.0
2009,2016-04-24,29.0,12.0,14.0,26.0
2010,2016-04-25,35.0,9.0,15.0,26.0
2011,2016-04-26,28.0,14.0,19.0,27.0
2012,2016-04-27,41.0,15.0,24.0,20.0
2013,2016-04-28,44.0,9.0,21.0,16.0
2014,2016-04-29,21.0,11.0,20.0,23.0
2015,2016-04-30,23.0,14.0,30.0,15.0
2016,2016-05-01,34.0,17.0,23.0,9.0
2017,2016-05-02,34.0,14.0,22.0,22.0
2018,2016-05-03,29.0,19.0,32.0,20.0
2019,2016-05-04,45.0,25.0,34.0,26.0
2020,2016-05-05,59.0,36.0,29.0,31.0
2021,2016-05-06,83.0,39.0,37.0,24.0
2022,2016-05-07,100.0,23.0,43.0,23.0
2023,2016-05-08,63.0,30.0,32.0,28.0
2024,2016-05-09,71.0,29.0,14.0,24.0
2025,2016-05-10,78.0,32.0,12.0,21.0
2026,2016-05-11,87.0,35.0,32.0,22.0
2027,2016-05-12,86.0,30.0,26.0,18.0
2028,2016-05-13,63.0,18.0,23.0,19.0
2029,2016-05-14,35.0,18.0,27.0,21.0
2030,2016-05-15,47.0,24.0,25.0,22.0
2031,2016-05-16,53.0,20.0,30.0,17.0
2032,2016-05-17,52.0,13.0,31.0,6.0
2033,2016-05-18,36.0,16.0,21.0,4.0
2034,2016-05-19,47.0,15.0,23.0,7.0
2035,2016-05-20,35.0,15.0,21.0,8.0
2036,2016-05-21,41.0,11.0,23.0,14.0
2037,2016-05-22,25.0,12.0,14.0,17.0
2038,2016-05-23,33.0,14.0,17.0,16.0
2039,2016-05-24,35.0,15.0,21.0,19.0
2040,2016-05-25,35.0,20.0,21.0,19.0
2041,2016-05-26,53.0,25.0,26.0,17.0
2042,2016-05-27,64.0,28.0,27.0,13.0
2043,2016-05-28,72.0,20.0,19.0,17.0
2044,2016-05-29,58.0,14.0,20.0,14.0
2045,2016-05-30,40.0,11.0,18.0,17.0
2046,2016-05-31,31.0,11.0,17.0,15.0
2047,2016-06-01,31.0,13.0,24.0,14.0
2048,2016-06-02,31.0,14.0,21.0,18.0
2049,2016-06-03,36.0,21.0,13.0,22.0
2050,2016-06-04,63.0,26.0,23.0,16.0
2051,2016-06-05,64.0,25.0,17.0,19.0
2052,2016-06-06,52.0,38.0,16.0,32.0
2053,2016-06-07,68.0,24.0,22.0,34.0
2054,2016-06-08,63.0,26.0,13.0,19.0
2055,2016-06-09,59.0,26.0,32.0,19.0
2056,2016-06-10,49.0,23.0,25.0,22.0
2057,2016-06-11,62.0,17.0,23.0,8.0
2058,2016-06-12,39.0,13.0,11.0,16.0
2059,2016-06-13,34.0,11.0,12.0,8.0
2060,2016-06-14,27.0,12.0,17.0,6.0
2061,2016-06-15,28.0,12.0,21.0,12.0
2062,2016-06-16,32.0,18.0,14.0,19.0
2063,2016-06-17,50.0,13.0,10.0,17.0
2064,2016-06-18,40.0,15.0,25.0,7.0
2065,2016-06-19,41.0,8.0,12.0,8.0
2066,2016-06-20,20.0,13.0,16.0,11.0
2067,2016-06-21,29.0,12.0,14.0,13.0
2068,2016-06-22,38.0,15.0,9.0,21.0
2069,2016-06-23,41.0,14.0,19.0,13.0
2070,2016-06-24,38.0,12.0,15.0,16.0
2071,2016-06-25,27.0,11.0,19.0,14.0
2072,2016-06-26,32.0,12.0,14.0,17.0
2073,2016-06-27,31.0,14.0,19.0,17.0
2074,2016-06-28,36.0,12.0,15.0,12.0
2075,2016-06-29,29.0,11.0,19.0,11.0
2076,2016-06-30,31.0,10.0,18.0,12.0
2077,2016-01-04,20.0,14.0,16.0,28.0
2078,2016-01-05,25.0,27.0,1.0,35.0
2079,2016-01-06,64.0,10.0,18.0,27.0
2080,2016-01-07,18.0,16.0,11.0,31.0
2081,2016-01-08,31.0,11.0,18.0,22.0
2082,2016-01-09,25.0,11.0,20.0,21.0
2083,2016-01-10,18.0,10.0,15.0,33.0
2084,2016-01-11,25.0,10.0,10.0,28.0
2085,2016-01-12,21.0,13.0,13.0,31.0
2086,2016-01-13,25.0,8.0,17.0,31.0
2087,2016-01-14,15.0,11.0,12.0,38.0
2088,2016-01-15,24.0,20.0,7.0,37.0
2089,2016-01-16,46.0,14.0,10.0,32.0
2090,2016-01-17,34.0,21.0,11.0,30.0
2091,2016-01-18,45.0,41.0,1.0,51.0
2092,2016-01-19,85.0,52.0,1.0,60.0
2093,2016-01-20,119.0,34.0,6.0,39.0
2094,2016-01-21,87.0,21.0,9.0,30.0
2095,2016-01-22,53.0,24.0,12.0,26.0
2096,2016-01-23,50.0,12.0,10.0,19.0
2097,2016-01-24,33.0,15.0,17.0,21.0
2098,2016-01-25,32.0,15.0,18.0,19.0
2099,2016-01-26,24.0,7.0,23.0,22.0
2100,2016-01-27,14.0,13.0,17.0,25.0
2101,2016-01-28,25.0,9.0,24.0,16.0
2102,2016-01-29,17.0,11.0,24.0,23.0
2103,2016-01-30,23.0,10.0,18.0,20.0
2104,2016-01-31,23.0,15.0,24.0,15.0
2105,2016-02-01,36.0,17.0,23.0,22.0
2106,2016-02-02,28.0,13.0,14.0,33.0
2107,2016-02-03,23.0,13.0,14.0,32.0
2108,2016-02-04,31.0,12.0,20.0,22.0
2109,2016-02-05,26.0,16.0,23.0,15.0
2110,2016-02-06,32.0,10.0,23.0,15.0
2111,2016-02-07,17.0,14.0,28.0,15.0
2112,2016-02-08,24.0,15.0,22.0,25.0
2113,2016-02-12,59.0,25.0,8.0,28.0
2114,2016-02-13,70.0,21.0,13.0,24.0
2115,2016-02-14,47.0,14.0,11.0,29.0
2116,2016-02-15,32.0,22.0,14.0,29.0
2117,2016-02-16,53.0,19.0,14.0,27.0
2118,2016-02-17,47.0,16.0,10.0,32.0
2119,2016-02-18,43.0,16.0,18.0,23.0
2120,2016-02-19,41.0,8.0,20.0,14.0
2121,2016-02-20,15.0,7.0,22.0,7.0
2122,2016-02-21,18.0,9.0,19.0,26.0
2123,2016-02-22,18.0,15.0,10.0,28.0
2124,2016-02-23,35.0,32.0,7.0,39.0
2125,2016-02-24,72.0,25.0,8.0,35.0
2126,2016-02-25,67.0,27.0,10.0,31.0
2127,2016-02-26,71.0,29.0,15.0,21.0
2128,2016-02-27,75.0,13.0,20.0,17.0
2129,2016-02-28,31.0,16.0,17.0,26.0
2130,2016-02-29,37.0,11.0,22.0,13.0
2131,2016-03-01,26.0,11.0,23.0,18.0
2132,2016-03-02,20.0,11.0,16.0,21.0
2133,2016-03-03,26.0,10.0,21.0,18.0
2134,2016-03-04,21.0,16.0,10.0,29.0
2135,2016-03-05,44.0,13.0,14.0,24.0
2136,2016-03-06,38.0,15.0,9.0,29.0
2137,2016-03-07,40.0,18.0,16.0,25.0
2138,2016-03-08,43.0,13.0,17.0,22.0
2139,2016-03-09,32.0,33.0,5.0,29.0
2140,2016-03-10,87.0,55.0,7.0,33.0
2141,2016-03-11,146.0,63.0,10.0,29.0
2142,2016-03-12,159.0,40.0,16.0,21.0
2143,2016-03-13,106.0,27.0,18.0,19.0
2144,2016-03-14,72.0,25.0,14.0,24.0
2145,2016-03-15,67.0,22.0,10.0,18.0
2146,2016-03-16,60.0,33.0,14.0,35.0
2147,2016-03-17,85.0,19.0,14.0,28.0
2148,2016-03-18,54.0,12.0,20.0,21.0
2149,2016-03-19,29.0,14.0,20.0,23.0
2150,2016-03-20,36.0,23.0,13.0,30.0
2151,2016-03-21,62.0,27.0,14.0,32.0
2152,2016-03-22,72.0,33.0,8.0,30.0
2153,2016-03-23,87.0,24.0,16.0,22.0
2154,2016-03-24,67.0,13.0,24.0,19.0
2155,2016-03-25,36.0,14.0,27.0,11.0
2156,2016-03-26,32.0,12.0,27.0,9.0
2157,2016-03-27,22.0,8.0,27.0,8.0
2158,2016-03-28,16.0,10.0,24.0,13.0
2159,2016-03-29,16.0,11.0,20.0,18.0
2160,2016-03-30,23.0,15.0,13.0,29.0
2161,2016-03-31,41.0,21.0,24.0,26.0
2162,2015-10-01,42.0,26.0,11.0,27.0
2163,2015-10-02,61.0,15.0,9.0,32.0
2164,2015-10-03,104.0,15.0,26.0,27.0
2165,2015-10-04,86.0,15.0,13.0,24.0
2166,2015-10-05,44.0,14.0,14.0,23.0
2167,2015-10-06,27.0,13.0,7.0,23.0
2168,2015-10-07,28.0,17.0,9.0,29.0
2169,2015-10-08,30.0,32.0,6.0,35.0
2170,2015-10-09,71.0,19.0,9.0,26.0
2171,2015-10-10,40.0,33.0,13.0,21.0
2172,2015-10-11,73.0,30.0,9.0,27.0
2173,2015-10-12,63.0,22.0,8.0,27.0
2174,2015-10-13,44.0,15.0,7.0,28.0
2175,2015-10-14,28.0,18.0,6.0,25.0
2176,2015-10-15,41.0,32.0,10.0,27.0
2177,2015-10-16,68.0,25.0,9.0,23.0
2178,2015-10-17,48.0,21.0,2.0,22.0
2179,2015-10-18,50.0,18.0,4.0,29.0
2180,2015-10-19,34.0,23.0,4.0,32.0
2181,2015-10-20,45.0,18.0,7.0,24.0
