date, pm25, pm10, o3, no2, so2, co
2017/1/9, 46, 19, 8, 27, 4, 
2017/1/10, 46, 20, 15, 23, 4, 
2017/1/11, 48, 15, 17, 19, 4, 
2017/1/12, 40, 12, 14, 22, 3, 
2017/1/13, 30, 14, 12, 24, 2, 
2017/1/14, 40, 13, 7, 25, 2, 
2017/1/15, 50, 17, 7, 23, 2, 
2017/1/16, 61, 29, 7, 26, 1, 
2017/1/17, 81, 41, 3, 41, 3, 
2017/1/18, 96, 45, 1, 35, 3, 
2017/1/19, 109, 34, 2, 33, 3, 
2017/1/20, 82, 36, 3, 32, 3, 
2017/1/21, 93, 63, 2, 37, 4, 
2017/1/22, 157, 72, , 43, 6, 
2017/1/23, 168, 44, 2, 40, 4, 
2017/1/24, 122, 30, 3, 33, 3, 
2017/1/25, 91, 48, 7, 23, 3, 
2017/1/26, 132, 48, 3, 30, 5, 
2017/1/27, 125, 18, 18, 22, 4, 
2017/1/28, 53, 10, 17, 20, 4, 
2017/1/29, 35, 20, 10, 25, 4, 
2017/1/30, 53, 22, 5, 25, 5, 
2017/1/31, 66, 15, 10, 20, 4, 
2017/2/1, 52, 17, 19, 15, 5, 
2017/2/2, 51, 19, 24, 17, 5, 
2017/2/3, 37, 16, 14, 30, 5, 
2017/2/4, 43, 20, 7, 26, 4, 
2017/2/5, 61, 35, 9, 25, 3, 
2017/2/6, 95, , 14, 30, 4, 
2017/2/8, 86, 36, 11, 21, 2, 
2017/2/9, 94, 47, 5, 23, 3, 
2017/2/10, 126, 41, 8, 22, 3, 
2017/2/11, 120, 45, 5, 19, 3, 
2017/2/12, 131, 53, 5, 24, 3, 
2017/2/13, 138, 39, 4, 29, 4, 
2017/2/14, 100, 23, 13, 23, 2, 
2017/2/15, 71, 17, 16, 22, 2, 
2017/2/16, 46, 19, 15, 24, 2, 
2017/2/17, 59, 24, 20, 17, 2, 
2017/2/18, 77, 19, 15, 20, 3, 
2017/2/19, 64, 13, 13, 16, 3, 
2017/2/20, 50, 10, 15, 19, , 
2017/2/21, 34, 8, 23, 15, , 
2017/2/22, 24, 11, 23, 15, 1, 
2017/2/23, 27, 16, 17, 30, , 
2017/2/24, 41, 17, 24, 15, , 
2017/2/25, 47, 10, 27, 11, , 
2017/2/26, 34, 8, 27, 17, 2, 
2017/2/27, 28, 10, 23, 18, 3, 
2017/2/28, 35, 14, 20, 18, 1, 
2017/3/1, 41, 19, 28, 15, , 
2017/3/2, 46, 22, 14, 21, 1, 
2017/3/3, 55, 14, 27, 12, 3, 
2017/3/4, 39, 11, 26, 10, 2, 
2017/3/5, 29, 14, 16, 24, 1, 
2017/3/6, 40, 13, 19, 21, , 
2017/3/7, 46, 11, 18, 20, , 
2017/3/8, 38, 14, 17, 24, , 
2017/3/9, 44, 17, 12, 18, , 
2017/3/10, 55, 26, 16, 15, , 
2017/3/11, 77, 27, 10, 25, 1, 
2017/3/12, 80, 18, 18, 22, , 
2017/3/13, 48, 16, 16, 21, , 
2017/3/14, 56, 22, 14, 23, , 
2017/3/15, 64, 25, 15, 19, 1, 
2017/3/16, 75, 14, 22, 16, 2, 
2017/3/17, 35, 10, 21, 11, 2, 
2017/3/18, 34, 10, 24, 6, 3, 
2017/3/19, 30, 10, 24, 12, 3, 
2017/3/20, 33, 13, 24, 13, 3, 
2017/3/21, 30, 14, 22, 17, 3, 
2017/3/22, 39, 30, 17, 18, 2, 
2017/3/23, 73, 37, 15, 17, 1, 
2017/3/24, 88, 19, 23, 16, 1, 
2017/3/25, 48, 15, 21, 15, 1, 
2017/3/26, 41, 43, 16, 18, 2, 
2017/3/27, 105, 41, 26, 18, 2, 
2017/3/28, 109, 16, 27, 12, 2, 
2017/3/29, 45, 17, 28, 17, 2, 
2017/3/30, 47, 16, 29, 14, 3, 
2017/3/31, 48, 13, 30, 11, 3, 
2016/10/1, 29, 13, 12, 18, 2, 
2016/10/2, 35, 19, 12, 25, 4, 
2016/10/3, 46, 22, 13, 18, 9, 
2016/10/4, 53, 17, 15, 18, 7, 
2016/10/5, 33, 15, 14, 20, 3, 
2016/10/6, 30, 18, 9, 22, 4, 
2016/10/7, 43, 15, 10, 20, 4, 
2016/10/8, 39, 10, 13, 18, 4, 
2016/10/9, 27, 13, 9, 22, 5, 
2016/10/10, 29, 16, 6, 22, 6, 
2016/10/11, 42, 18, 6, 19, 7, 
2016/10/12, 44, 20, 5, 19, 9, 
2016/10/13, 53, 26, 4, 20, 11, 
2016/10/14, 65, 22, 14, 22, 12, 
2016/10/15, 61, 14, 16, 20, 7, 
2016/10/16, 34, 15, 15, 22, 10, 
2016/10/17, 32, 12, 12, 23, 8, 
2016/10/18, 26, 12, 11, 26, 6, 
2016/10/19, 32, 16, 8, 24, 7, 
2016/10/20, 39, 16, 8, 23, 7, 
2016/10/21, 45, 17, 7, 21, 8, 
2016/10/22, 47, 19, 11, 18, 10, 
2016/10/23, 59, 26, 6, 22, 10, 
2016/10/24, 68, 37, 1, 27, 10, 
2016/10/25, 86, 22, 11, 23, 8, 
2016/10/26, 64, 20, 11, 20, 7, 
2016/10/27, 55, 17, 16, 23, 8, 
2016/10/28, 47, 28, 6, 26, 10, 
2016/10/29, 75, 49, , 26, 16, 
2016/10/30, 128, 55, , 30, 13, 
2016/10/31, 129, 42, 5, 32, 6, 
2016/11/1, 97, 18, 5, 28, 1, 
2016/11/2, 47, 27, 6, 27, 4, 
2016/11/3, 70, 15, 7, 25, 5, 
2016/11/4, 46, 21, 7, 23, 5, 
2016/11/5, 57, 19, 10, 17, 6, 
2016/11/6, 55, 14, 13, 20, 5, 
2016/11/7, 36, 21, 4, 28, 6, 
2016/11/8, 60, 12, 5, 29, 5, 
2016/11/9, 39, 13, 5, 29, 2, 
2016/11/10, 38, 24, 6, 26, 1, 
2016/11/11, 64, 19, 7, 26, 1, 
2016/11/12, 56, 16, 6, 26, , 
2016/11/13, 48, 21, 4, 30, 2, 
2016/11/14, 57, 15, 8, 22, 3, 
2016/11/15, 45, 12, 12, 21, 5, 
2016/11/16, 30, 17, 17, 21, 5, 
2016/11/17, 34, 11, 19, 24, 6, 
2016/11/18, 28, 12, 11, 24, 5, 
2016/11/19, 34, 11, 15, 23, 7, 
2016/11/20, 37, 20, 14, 26, 8, 
2016/11/21, 47, 14, 19, 19, 7, 
2016/11/22, 32, 24, 4, 27, 7, 
2016/11/23, 55, 20, 16, 21, 5, 
2016/11/24, 36, 19, 14, 24, 4, 
2016/11/25, 37, 21, 3, 25, 6, 
2016/11/26, 54, 18, 11, 23, 5, 
2016/11/27, 48, 20, 11, 28, 4, 
2016/11/28, 40, 30, 1, 37, 6, 
2016/11/29, 63, 51, 1, 54, 12, 
2016/11/30, 125, 40, , 44, 11, 
2016/12/1, 97, 34, , 33, 12, 
2016/12/2, 87, 17, 12, 27, 10, 
2016/12/3, 37, 21, 6, 29, 11, 
2016/12/4, 48, 51, , 35, 15, 
2016/12/5, 118, 51, 2, 33, 20, 
2016/12/6, 129, 31, 4, 24, 15, 
2016/12/7, 81, 25, 8, 24, 7, 
2016/12/8, 68, 25, 6, 20, 2, 
2016/12/9, 72, 21, 10, 19, 1, 
2016/12/10, 55, 16, 9, 26, 1, 
2016/12/11, 40, 18, 6, 30, 2, 
2016/12/12, 49, 21, 9, 33, 3, 
2016/12/13, 56, 28, 7, 43, 3, 
2016/12/14, 68, 34, 1, 37, 3, 
2016/12/15, 84, 45, 1, 41, 3, 
2016/12/16, 100, 34, , 45, 2, 
2016/12/17, 89, 28, , 41, 2, 
2016/12/18, 78, 41, 1, 46, 3, 
2016/12/19, 93, 32, 3, 32, 3, 
2016/12/20, 84, 24, 14, 28, 3, 
2016/12/21, 46, 20, 8, 40, 3, 
2016/12/22, 49, 14, 17, 25, 2, 
2016/12/23, 35, 20, 18, 19, 2, 
2016/12/24, 39, 11, 24, 8, 3, 
2016/12/25, 20, 13, 21, 27, 2, 
2016/12/26, 28, 33, 3, 63, 3, 
2016/12/27, 78, 48, , 91, 5, 
2016/12/28, 116, 35, , 48, 3, 
2016/12/29, 87, 33, 1, 28, 2, 
2016/12/30, 87, 23, 6, 22, 2, 
2016/12/31, 66, 17, 15, 18, 3, 
2017/1/1, 47, 16, 14, 23, 2, 
2016/7/1, 24, 12, 17, 11, 3, 
2016/7/2, 24, 12, 21, 9, 3, 
2016/7/3, 32, 11, 18, 12, 3, 
2016/7/4, 34, 15, 15, 18, 3, 
2016/7/5, 29, 16, 22, 20, 3, 
2016/7/6, 31, 14, 24, 15, 5, 
2016/7/7, 43, 15, 16, 13, 4, 
2016/7/8, 41, 15, 12, 10, 4, 
2016/7/9, 39, 12, 18, 7, 6, 
2016/7/10, 31, 13, 16, 9, 6, 
2016/7/11, 30, 12, 13, 17, 6, 
2016/7/12, 31, 13, 9, 20, 6, 
2016/7/13, 37, 12, 11, 21, 5, 
2016/7/14, 34, 13, 14, 18, 4, 
2016/7/15, 38, 8, 11, 9, 4, 
2016/7/16, 21, 10, 14, 10, 5, 
2016/7/17, 26, 15, 29, 22, 5, 
2016/7/18, 42, 22, 26, 30, 7, 
2016/7/19, 52, 29, 33, 23, 8, 
2016/7/20, 69, 14, 14, 21, 6, 
2016/7/21, 36, 24, 11, 27, 1, 
2016/7/22, 67, 20, 30, 21, 1, 
2016/7/23, 55, 12, 19, 10, 1, 
2016/7/24, 35, 12, 16, 13, 1, 
2016/7/25, 31, 12, 17, 15, 1, 
2016/7/26, 30, 12, 14, 14, 2, 
2016/7/27, 36, 12, 16, 18, 1, 
2016/7/28, 34, 15, 12, 13, , 
2016/7/29, 35, 15, 14, 19, , 
2016/7/30, 39, 11, 15, 19, 1, 
2016/7/31, 32, 13, 14, 16, , 
2016/8/1, 35, 13, 12, 11, 1, 
2016/8/2, 35, 13, 16, 9, 2, 
2016/8/3, 31, 12, 15, 12, 1, 
2016/8/4, 31, 14, 22, 17, , 
2016/8/5, 35, 12, 22, 13, , 
2016/8/6, 36, 13, 21, 8, 1, 
2016/8/7, 34, 14, 19, 16, 1, 
2016/8/8, 32, , 13, 18, 1, 
2016/8/11, 42, 19, 21, 14, 1, 
2016/8/12, 42, 12, 18, 11, 2, 
2016/8/13, 28, 14, 17, 17, 2, 
2016/8/14, 35, 16, 20, 15, 2, 
2016/8/15, 37, 22, 25, 16, 3, 
2016/8/16, 46, 26, 27, 18, 3, 
2016/8/17, 59, 29, 28, 22, 4, 
2016/8/18, 60, 27, 22, 17, 4, 
2016/8/19, 67, 22, 21, 9, 4, 
2016/8/20, 39, 11, 20, 7, 2, 
2016/8/21, 28, 20, 19, 10, 1, 
2016/8/22, 40, 19, 27, 23, 2, 
2016/8/23, 46, 31, 33, 35, 3, 
2016/8/24, 69, 33, 25, 31, 3, 
2016/8/25, 75, 20, 19, 24, 3, 
2016/8/26, 50, 27, 27, 20, 3, 
2016/8/27, 63, 17, 22, 9, 4, 
2016/8/28, 44, 14, 20, 24, 3, 
2016/8/29, 37, 19, 33, 21, 3, 
2016/8/30, 50, 19, 21, 18, 3, 
2016/8/31, 44, 19, 14, 16, 4, 
2016/9/1, 44, 20, 12, 12, 4, 
2016/9/2, 46, 18, 16, 12, 5, 
2016/9/3, 41, 17, 16, 10, 6, 
2016/9/4, 33, 22, 6, 15, 5, 
2016/9/5, 38, 16, 3, 15, , 
2016/9/6, 34, 19, 26, 19, 1, 
2016/9/7, 50, 24, 16, 22, 2, 
2016/9/8, 50, 17, 15, 12, 2, 
2016/9/9, 35, 15, 11, 14, 2, 
2016/9/10, 36, 16, 19, 15, 2, 
2016/9/11, 39, 16, 13, 18, 2, 
2016/9/12, 37, 32, 28, 31, 4, 
2016/9/13, 65, 30, 26, 26, 2, 
2016/9/14, 66, 34, 27, 29, 1, 
2016/9/15, 73, 14, 17, 19, 1, 
2016/9/16, 41, 14, 6, 16, 2, 
2016/9/17, 38, 14, 12, 22, 3, 
2016/9/18, 44, 22, 8, 23, 3, 
2016/9/19, 59, 17, 5, 20, 3, 
2016/9/20, 47, 21, 21, 23, 4, 
2016/9/21, 59, 16, 15, 19, 4, 
2016/9/22, 46, 14, 20, 21, 4, 
2016/9/23, 34, 16, 26, 19, 7, 
2016/9/24, 39, 17, 22, 11, 7, 
2016/9/25, 31, 25, 14, 19, 7, 
2016/9/26, 35, 14, 11, 18, 7, 
2016/9/27, 35, 22, 12, 13, 8, 
2016/9/28, 45, 13, 13, 15, 10, 
2016/9/29, 28, 18, 14, 15, 11, 
2016/9/30, 34, 11, 13, 19, 5, 
2016/4/1, 60, 22, 27, 19, 2, 
2016/4/2, 63, 25, 21, 20, 3, 
2016/4/3, 72, 16, 23, 18, 4, 
2016/4/4, 45, 14, 24, 25, 3, 
2016/4/5, 34, 15, 24, 18, 3, 
2016/4/6, 26, 10, 18, 22, 3, 
2016/4/7, 23, 14, 19, 25, 3, 
2016/4/8, 37, 9, 25, 14, 4, 
2016/4/9, 21, 13, 23, 21, 4, 
2016/4/10, 28, 33, 12, 24, 5, 
2016/4/11, 80, 11, 23, 17, 4, 
2016/4/12, 28, 13, 22, 25, 5, 
2016/4/13, 33, 15, 25, 20, 4, 
2016/4/14, 42, 10, 23, 23, 6, 
2016/4/15, 29, 8, 13, 26, 6, 
2016/4/16, 28, 7, 18, 22, 4, 
2016/4/17, 21, 14, 19, 24, 3, 
2016/4/18, 41, 15, 19, 23, 2, 
2016/4/19, 36, 23, 18, 23, 2, 
2016/4/20, 44, 27, 18, 24, 4, 
2016/4/21, 58, 21, 20, 23, 4, 
2016/4/22, 45, 13, 15, 23, 4, 
2016/4/23, 34, 11, 18, 22, 4, 
2016/4/24, 29, 12, 14, 26, 6, 
2016/4/25, 35, 9, 15, 26, 6, 
2016/4/26, 28, 14, 19, 27, 5, 
2016/4/27, 41, 15, 24, 20, 3, 
2016/4/28, 44, 9, 21, 16, 3, 
2016/4/29, 21, 11, 20, 23, 2, 
2016/4/30, 23, 14, 30, 15, 1, 
2016/5/1, 34, 17, 23, 9, 2, 
2016/5/2, 34, 14, 22, 22, 2, 
2016/5/3, 29, 19, 32, 20, 2, 
2016/5/4, 45, 25, 34, 26, 3, 
2016/5/5, 59, 36, 29, 31, 5, 
2016/5/6, 83, 39, 37, 24, 6, 
2016/5/7, 100, 23, 43, 23, 7, 
2016/5/8, 63, 30, 32, 28, 7, 
2016/5/9, 71, 29, 14, 24, 7, 
2016/5/10, 78, 32, 12, 21, 8, 
2016/5/11, 87, 35, 32, 22, 8, 
2016/5/12, 86, 30, 26, 18, 7, 
2016/5/13, 63, 18, 23, 19, 6, 
2016/5/14, 35, 18, 27, 21, 5, 
2016/5/15, 47, 24, 25, 22, 6, 
2016/5/16, 53, 20, 30, 17, 6, 
2016/5/17, 52, 13, 31, 6, 8, 
2016/5/18, 36, 16, 21, 4, 8, 
2016/5/19, 47, 15, 23, 7, 7, 
2016/5/20, 35, 15, 21, 8, 8, 
2016/5/21, 41, 11, 23, 14, 9, 
2016/5/22, 25, 12, 14, 17, 6, 
2016/5/23, 33, 14, 17, 16, 3, 
2016/5/24, 35, 15, 21, 19, 4, 
2016/5/25, 35, 20, 21, 19, 3, 
2016/5/26, 53, 25, 26, 17, 4, 
2016/5/27, 64, 28, 27, 13, 4, 
2016/5/28, 72, 20, 19, 17, 4, 
2016/5/29, 58, 14, 20, 14, 4, 
2016/5/30, 40, 11, 18, 17, 5, 
2016/5/31, 31, 11, 17, 15, 4, 
2016/6/1, 31, 13, 24, 14, 4, 
2016/6/2, 31, 14, 21, 18, 5, 
2016/6/3, 36, 21, 13, 22, 5, 
2016/6/4, 63, 26, 23, 16, 5, 
2016/6/5, 64, 25, 17, 19, 5, 
2016/6/6, 52, 38, 16, 32, 5, 
2016/6/7, 68, 24, 22, 34, 5, 
2016/6/8, 63, 26, 13, 19, 5, 
2016/6/9, 59, 26, 32, 19, 7, 
2016/6/10, 49, 23, 25, 22, 7, 
2016/6/11, 62, 17, 23, 8, 8, 
2016/6/12, 39, 13, 11, 16, 9, 
2016/6/13, 34, 11, 12, 8, 10, 
2016/6/14, 27, 12, 17, 6, 10, 
2016/6/15, 28, 12, 21, 12, 10, 
2016/6/16, 32, 18, 14, 19, 9, 
2016/6/17, 50, 13, 10, 17, 7, 
2016/6/18, 40, 15, 25, 7, 7, 
2016/6/19, 41, 8, 12, 8, 8, 
2016/6/20, 20, 13, 16, 11, 5, 
2016/6/21, 29, 12, 14, 13, 1, 
2016/6/22, 38, 15, 9, 21, 2, 
2016/6/23, 41, 14, 19, 13, 1, 
2016/6/24, 38, 12, 15, 16, 2, 
2016/6/25, 27, 11, 19, 14, 2, 
2016/6/26, 32, 12, 14, 17, 2, 
2016/6/27, 31, 14, 19, 17, 2, 
2016/6/28, 36, 12, 15, 12, 3, 
2016/6/29, 29, 11, 19, 11, 4, 
2016/6/30, 31, 10, 18, 12, 4, 
2016/1/4, 20, 14, 16, 28, 12, 
2016/1/5, 25, 27, 1, 35, 12, 
2016/1/6, 64, 10, 18, 27, 11, 
2016/1/7, 18, 16, 11, 31, 7, 
2016/1/8, 31, 11, 18, 22, 3, 
2016/1/9, 25, 11, 20, 21, 4, 
2016/1/10, 18, 10, 15, 33, 5, 
2016/1/11, 25, 10, 10, 28, 2, 
2016/1/12, 21, 13, 13, 31, , 
2016/1/13, 25, 8, 17, 31, 2, 
2016/1/14, 15, 11, 12, 38, 1, 
2016/1/15, 24, 20, 7, 37, 1, 
2016/1/16, 46, 14, 10, 32, 2, 
2016/1/17, 34, 21, 11, 30, 3, 
2016/1/18, 45, 41, 1, 51, 6, 
2016/1/19, 85, 52, 1, 60, 8, 
2016/1/20, 119, 34, 6, 39, 4, 
2016/1/21, 87, 21, 9, 30, 3, 
2016/1/22, 53, 24, 12, 26, 2, 
2016/1/23, 50, 12, 10, 19, 2, 
2016/1/24, 33, 15, 17, 21, 3, 
2016/1/25, 32, 15, 18, 19, 3, 
2016/1/26, 24, 7, 23, 22, 5, 
2016/1/27, 14, 13, 17, 25, 3, 
2016/1/28, 25, 9, 24, 16, 4, 
2016/1/29, 17, 11, 24, 23, 5, 
2016/1/30, 23, 10, 18, 20, 5, 
2016/1/31, 23, 15, 24, 15, 4, 
2016/2/1, 36, 17, 23, 22, 4, 
2016/2/2, 28, 13, 14, 33, 3, 
2016/2/3, 23, 13, 14, 32, 2, 
2016/2/4, 31, 12, 20, 22, 3, 
2016/2/5, 26, 16, 23, 15, 6, 
2016/2/6, 32, 10, 23, 15, 7, 
2016/2/7, 17, 14, 28, 15, 8, 
2016/2/8, 24, , 22, 25, 8, 
2016/2/12, 59, 25, 8, 28, 9, 
2016/2/13, 70, 21, 13, 24, 8, 
2016/2/14, 47, 14, 11, 29, 4, 
2016/2/15, 32, 22, 14, 29, 3, 
2016/2/16, 53, 19, 14, 27, 4, 
2016/2/17, 47, 16, 10, 32, 6, 
2016/2/18, 43, 16, 18, 23, 5, 
2016/2/19, 41, 8, 20, 14, 6, 
2016/2/20, 15, 7, 22, 7, 6, 
2016/2/21, 18, 9, 19, 26, 7, 
2016/2/22, 18, 15, 10, 28, 6, 
2016/2/23, 35, 32, 7, 39, 8, 
2016/2/24, 72, 25, 8, 35, 7, 
2016/2/25, 67, 27, 10, 31, 7, 
2016/2/26, 71, 29, 15, 21, 7, 
2016/2/27, 75, 13, 20, 17, 5, 
2016/2/28, 31, 16, 17, 26, 5, 
2016/2/29, 37, 11, 22, 13, 6, 
2016/3/1, 26, 11, 23, 18, 8, 
2016/3/2, 20, 11, 16, 21, 8, 
2016/3/3, 26, 10, 21, 18, 6, 
2016/3/4, 21, 16, 10, 29, 3, 
2016/3/5, 44, 13, 14, 24, 1, 
2016/3/6, 38, 15, 9, 29, 2, 
2016/3/7, 40, 18, 16, 25, 1, 
2016/3/8, 43, 13, 17, 22, 3, 
2016/3/9, 32, 33, 5, 29, 1, 
2016/3/10, 87, 55, 7, 33, 2, 
2016/3/11, 146, 63, 10, 29, 2, 
2016/3/12, 159, 40, 16, 21, 1, 
2016/3/13, 106, 27, 18, 19, 1, 
2016/3/14, 72, 25, 14, 24, 2, 
2016/3/15, 67, 22, 10, 18, 2, 
2016/3/16, 60, 33, 14, 35, 3, 
2016/3/17, 85, 19, 14, 28, 3, 
2016/3/18, 54, 12, 20, 21, 3, 
2016/3/19, 29, 14, 20, 23, 3, 
2016/3/20, 36, 23, 13, 30, 4, 
2016/3/21, 62, 27, 14, 32, 5, 
2016/3/22, 72, 33, 8, 30, 5, 
2016/3/23, 87, 24, 16, 22, 5, 
2016/3/24, 67, 13, 24, 19, 6, 
2016/3/25, 36, 14, 27, 11, 7, 
2016/3/26, 32, 12, 27, 9, 7, 
2016/3/27, 22, 8, 27, 8, 10, 
2016/3/28, 16, 10, 24, 13, 7, 
2016/3/29, 16, 11, 20, 18, 7, 
2016/3/30, 23, 15, 13, 29, 5, 
2016/3/31, 41, 21, 24, 26, 1, 
2015/10/1, 42, 26, 11, 27, 2, 
2015/10/2, 61, , 9, 32, 3, 
2015/10/3, 104, , 26, 27, 3, 
2015/10/4, 86, , 13, 24, 4, 
2015/10/5, 44, 14, 14, 23, 5, 
2015/10/6, 27, 13, 7, 23, 3, 
2015/10/7, 28, 17, 9, 29, 2, 
2015/10/8, 30, 32, 6, 35, 4, 
2015/10/9, 71, 19, 9, 26, 2, 
2015/10/10, 40, 33, 13, 21, 3, 
2015/10/11, 73, 30, 9, 27, 3, 
2015/10/12, 63, 22, 8, 27, 3, 
2015/10/13, 44, 15, 7, 28, 3, 
2015/10/14, 28, 18, 6, 25, 3, 
2015/10/15, 41, 32, 10, 27, 3, 
2015/10/16, 68, 25, 9, 23, 3, 
2015/10/17, 48, 21, 2, 22, 3, 
2015/10/18, 50, 18, 4, 29, 3, 
2015/10/19, 34, 23, 4, 32, 3, 
2015/10/20, 45, 18, 7, 24, 4, 
2015/10/21, 42, 17, 16, 29, 4, 
2015/10/22, 33, 21, 13, 25, 4, 
2015/10/23, 39, 15, 15, 23, 4, 
2015/10/24, 27, 16, 10, 24, 3, 
2015/10/25, 28, 26, 6, 23, 5, 
2015/10/26, 59, 33, 4, 23, 6, 
2015/10/27, 70, 18, 10, 26, 6, 
2015/10/28, 39, 16, 8, 24, 5, 
2015/10/29, 28, 19, 10, 22, 5, 
2015/10/30, 32, 36, 4, 20, 5, 
2015/10/31, 84, 52, , 28, 7, 
2015/11/1, 129, 39, 1, 27, 6, 
2015/11/2, 90, 33, 7, 22, 6, 
2015/11/3, 75, 25, 6, 26, 7, 
2015/11/4, 60, 17, 11, 21, 6, 
2015/11/5, 31, 12, 14, 18, 6, 
2015/11/6, 21, 16, 13, 16, 5, 
2015/11/7, 26, 19, 13, 17, 5, 
2015/11/8, 33, 18, 20, 14, 5, 
2015/11/9, 26, 18, 19, 15, 5, 
2015/11/10, 24, 17, 19, 17, 5, 
2015/11/11, 18, 15, 14, 19, 5, 
2015/11/12, 25, 16, 20, 19, 4, 
2015/11/13, 21, 12, 16, 17, 2, 
2015/11/14, 14, 14, 18, 10, 3, 
2015/11/15, 20, 15, 21, 17, 4, 
2015/11/16, 21, 10, 19, 15, 5, 
2015/11/17, 19, 17, 21, 15, 4, 
2015/11/18, 26, 15, 20, 22, 4, 
2015/11/19, 23, 12, 9, 27, 5, 
2015/11/20, 17, 9, 14, 25, 6, 
2015/11/21, 16, 14, 5, 28, 5, 
2015/11/22, 39, 23, 6, 28, 4, 
2015/11/23, 50, 14, 15, 26, 5, 
2015/11/24, 27, 14, 7, 33, 6, 
2015/11/25, 31, 21, 4, 30, 5, 
2015/11/26, 49, 11, 11, 22, 5, 
2015/11/27, 27, 12, 18, 18, 5, 
2015/11/28, 18, 14, 22, 12, 5, 
2015/11/29, 24, 10, 17, 17, 4, 
2015/11/30, 17, 12, 17, 21, 4, 
2015/12/1, 22, 17, 24, 19, 4, 
2015/12/2, 35, 23, 18, 20, 4, 
2015/12/3, 47, 13, 18, 24, 3, 
2015/12/4, 29, 17, 24, 15, 4, 
2015/12/5, 23, 13, 24, 17, 4, 
2015/12/6, 25, 21, 15, 23, 4, 
2015/12/7, 44, 16, 14, 23, 4, 
2015/12/8, 33, 16, 13, 25, 3, 
2015/12/9, 23, 14, 21, 23, 4, 
2015/12/10, 21, 12, 13, 29, 4, 
2015/12/11, 22, 15, 18, 24, 5, 
2015/12/12, 26, 16, 11, 28, 6, 
2015/12/13, 34, 20, 10, 26, 5, 
2015/12/14, 53, 25, 2, 24, 5, 
2015/12/15, 60, 19, 17, 23, 4, 
2015/12/16, 37, 35, 9, 23, 5, 
2015/12/17, 64, 21, 14, 24, 4, 
2015/12/18, 41, 21, 12, 18, 5, 
2015/12/19, 44, 18, 20, 18, 6, 
2015/12/20, 30, 12, 20, 23, 5, 
2015/12/21, 19, 9, 20, 16, 6, 
2015/12/22, 14, 18, 22, 19, 5, 
2015/12/23, 23, 12, 21, 16, 6, 
2015/12/24, 14, 13, 21, 13, 5, 
2015/12/25, 15, 17, 22, 10, 5, 
2015/12/26, 34, 51, 22, 15, 5, 
2015/12/27, 83, 32, 10, 21, 6, 
2015/12/28, 59, 15, 20, 19, 6, 
2015/12/29, 20, 15, 20, 15, 7, 
2015/12/30, 25, , , , , 
2016/1/1, 29, 9, 13, 18, 9, 
2016/1/2, 12, 10, 19, 21, 10, 
2016/1/3, 21, 15, 14, 27, 12, 
2015/7/1, 80, , 31, 11, 4, 
2015/7/2, 59, , 22, 16, 4, 
2015/7/3, 47, , 26, 8, 4, 
2015/7/4, 62, , 23, 10, 5, 
2015/7/5, 55, , 21, 7, 5, 
2015/7/6, 46, , 20, 13, 5, 
2015/7/7, 45, , 15, 21, 6, 
2015/7/8, 44, , 21, 20, 5, 
2015/7/9, 47, , 29, 15, 6, 
2015/7/10, 53, , 24, 20, 7, 
2015/7/11, 58, , 16, 4, 6, 
2015/7/12, 44, , 14, 9, 4, 
2015/7/13, 45, , 11, 13, 2, 
2015/7/14, 47, , 8, 15, 3, 
2015/7/15, 49, , 22, 22, 3, 
2015/7/16, 69, , 23, 15, 3, 
2015/7/17, 51, , 30, 8, 3, 
2015/7/18, 43, , 26, 12, 4, 
2015/7/19, 39, , 12, 13, 4, 
2015/7/20, 46, , 22, 7, 4, 
2015/7/21, 48, , 19, 12, 4, 
2015/7/22, 45, , 21, 16, 4, 
2015/7/23, 46, , 14, 24, 4, 
2015/7/24, 53, , 18, 15, 4, 
2015/7/25, 40, , 15, 14, 5, 
2015/7/26, 45, , 18, 7, 6, 
2015/7/27, 30, , 20, 10, 5, 
2015/7/30, 52, , 26, 18, 4, 
2015/7/31, 59, , 24, 15, 4, 
2015/8/1, 50, , 35, 12, 4, 
2015/8/2, 53, , 22, 13, 5, 
2015/8/3, 58, , 17, 6, 5, 
2015/8/4, 49, , , , , 
2015/8/6, 23, 20, 16, 28, 5, 
2015/8/7, 37, 22, 29, 20, 4, 
2015/8/8, 42, 16, 32, 13, 5, 
2015/8/9, 33, 11, 15, 10, 5, 
2015/8/10, 23, 17, 12, 23, 5, 
2015/8/11, 29, 17, 16, 19, 5, 
2015/8/12, 27, 29, 13, 21, 6, 
2015/8/13, 56, 25, 18, 18, 7, 
2015/8/14, 52, 19, 18, 18, 6, 
2015/8/15, 40, 17, 17, 19, 6, 
2015/8/16, 34, 22, 16, 25, 6, 
2015/8/17, 45, 21, 15, 22, 7, 
2015/8/18, 43, 17, 19, 15, 6, 
2015/8/19, 30, 11, 14, 12, 6, 
2015/8/20, 16, 12, 16, 12, 6, 
2015/8/21, 21, 17, 28, 22, 7, 
2015/8/22, 36, 19, 28, 19, 8, 
2015/8/23, 40, 14, 11, 24, 9, 
2015/8/24, 29, 13, 12, 14, 8, 
2015/8/25, 19, 14, 17, 14, 6, 
2015/8/26, 23, 14, 16, 18, 3, 
2015/8/27, 19, 13, 19, 17, 2, 
