date, pm25, pm10, o3, no2, so2, co
2017/11/16, , , , 22, , 
2017/11/17, , , , 32, , 
2017/11/18, , , , 23, , 
2017/11/19, , , , 22, , 
2017/11/20, , , , 17, , 
2017/11/21, , , , 11, , 
2017/11/23, , , , 10, , 
2017/11/24, , , , 28, , 
2017/11/25, , , , 24, , 
2017/11/26, , , , 17, , 
2017/11/27, , , , 18, , 
2017/11/28, , , , 24, , 
2017/11/29, , , , 22, , 
2017/11/30, , , , 22, , 
2017/12/1, , , , 18, , 
2017/12/2, , , , 25, , 
2017/12/3, , , , 22, , 
2017/12/4, , , , 29, , 
2017/12/5, , , , 23, , 
2017/12/6, , , , 14, , 
2017/12/7, , , , 16, , 
2017/12/8, , , , 22, , 
2017/12/9, , , , 24, , 
2017/12/10, , , , 23, , 
2017/12/11, , , , 23, , 
2017/12/12, , , , 28, , 
2017/12/13, , , , 21, , 
2017/12/14, , , , 17, , 
2017/12/15, , , , 24, , 
2017/12/16, , , , 24, , 
2017/12/17, , , , 19, , 
2017/12/18, , , , 29, , 
2017/12/19, , , , 28, , 
2017/12/20, , , , 22, , 
2017/12/21, , , , 21, , 
2017/12/22, , , , 21, , 
2017/12/23, , , , 10, , 
2017/12/24, , , , 4, , 
2017/12/25, , , , 3, , 
2017/12/26, , , , 7, , 
2017/12/27, , , , 12, , 
2017/12/28, , , , 24, , 
2017/12/29, , , , 15, , 
2017/12/30, , , , 9, , 
2017/12/31, , , , 6, , 
2017/7/1, , , , 15, , 
2017/7/2, , , , 11, , 
2017/7/3, , , , 13, , 
2017/7/4, , , , 13, , 
2017/7/5, , , , 18, , 
2017/7/6, , , , 22, , 
2017/7/7, , , , 16, , 
2017/7/8, , , , 13, , 
2017/7/9, , , , 12, , 
2017/7/10, , , , 15, , 
2017/7/11, , , , 12, , 
2017/7/12, , , , 15, , 
2017/7/13, , , , 13, , 
2017/7/14, , , , 15, , 
2017/7/15, , , , 11, , 
2017/7/16, , , , 9, , 
2017/7/17, , , , 15, , 
2017/7/18, , , , 16, , 
2017/7/19, , , , 13, , 
2017/7/20, , , , 12, , 
2017/7/21, , , , 9, , 
2017/7/22, , , , 11, , 
2017/7/23, , , , 11, , 
2017/7/24, , , , 15, , 
2017/7/25, , , , 16, , 
2017/7/26, , , , 13, , 
2017/7/27, , , , 9, , 
2017/7/28, , , , 7, , 
2017/7/29, , , , 8, , 
2017/7/30, , , , 6, , 
2017/7/31, , , , 7, , 
2017/8/1, , , , 10, , 
2017/8/2, , , , 9, , 
2017/8/3, , , , 6, , 
2017/8/4, , , , 5, , 
2017/8/7, , , , 11, , 
2017/8/8, , , , 15, , 
2017/8/9, , , , 16, , 
2017/8/10, , , , 15, , 
2017/8/11, , , , 14, , 
2017/8/12, , , , 9, , 
2017/8/13, , , , 8, , 
2017/8/14, , , , 13, , 
2017/8/15, , , , 17, , 
2017/8/16, , , , 12, , 
2017/8/17, , , , 9, , 
2017/8/18, , , , 9, , 
2017/8/19, , , , 8, , 
2017/8/20, , , , 6, , 
2017/8/21, , , , 14, , 
2017/8/22, , , , 16, , 
2017/8/23, , , , 16, , 
2017/8/24, , , , 8, , 
2017/8/25, , , , 7, , 
2017/8/26, , , , 18, , 
2017/8/27, , , , 12, , 
2017/8/28, , , , 10, , 
2017/8/29, , , , 10, , 
2017/8/30, , , , 8, , 
2017/8/31, , , , 7, , 
2017/9/4, , , , 6, , 
2017/9/5, , , , 6, , 
2017/9/11, , , , 10, , 
2017/9/12, , , , 9, , 
2017/9/13, , , , 10, , 
2017/9/14, , , , 15, , 
2017/9/15, , , , 16, , 
2017/9/16, , , , 15, , 
2017/9/17, , , , 13, , 
2017/9/18, , , , 18, , 
2017/9/19, , , , 20, , 
2017/9/20, , , , 17, , 
2017/9/21, , , , 14, , 
2017/9/22, , , , 16, , 
2017/9/23, , , , 11, , 
2017/9/24, , , , 13, , 
2017/9/25, , , , 25, , 
2017/9/26, , , , 21, , 
2017/9/27, , , , 17, , 
2017/9/28, , , , 13, , 
2017/9/29, , , , 15, , 
2017/9/30, , , , 12, , 
2017/4/1, , , , 14, , 
2017/4/2, , , , 21, , 
2017/4/3, , , , 27, , 
2017/4/4, , , , 24, , 
2017/4/5, , , , 24, , 
2017/4/6, , , , 30, , 
2017/4/11, , , , 24, , 
2017/4/12, , , , 23, , 
2017/4/13, , , , 27, , 
2017/4/14, , , , 19, , 
2017/4/15, , , , 18, , 
2017/4/16, , , , 17, , 
2017/4/17, , , , 17, , 
2017/4/18, , , , 21, , 
2017/4/19, , , , 25, , 
2017/4/20, , , , 23, , 
2017/4/21, , , , 27, , 
2017/4/22, , , , 14, , 
2017/4/23, , , , 8, , 
2017/4/24, , , , 17, , 
2017/4/25, , , , 14, , 
2017/4/26, , , , 15, , 
2017/4/27, , , , 22, , 
2017/4/28, , , , 34, , 
2017/4/29, , , , 27, , 
2017/4/30, , , , 34, , 
2017/5/1, , , , 23, , 
2017/5/2, , , , 29, , 
2017/5/3, , , , 29, , 
2017/5/4, , , , 29, , 
2017/5/5, , , , 24, , 
2017/5/6, , , , 22, , 
2017/5/7, , , , 17, , 
2017/5/8, , , , 28, , 
2017/5/9, , , , 20, , 
2017/5/10, , , , 16, , 
2017/5/11, , , , 29, , 
2017/5/12, , , , 17, , 
2017/5/13, , , , 8, , 
2017/5/14, , , , 7, , 
2017/5/15, , , , 11, , 
2017/5/16, , , , 8, , 
2017/5/17, , , , 19, , 
2017/5/18, , , , 20, , 
2017/5/19, , , , 16, , 
2017/5/20, , , , 8, , 
2017/5/21, , , , 5, , 
2017/5/22, , , , 8, , 
2017/5/23, , , , 14, , 
2017/5/24, , , , 17, , 
2017/5/25, , , , 21, , 
2017/5/26, , , , 20, , 
2017/5/27, , , , 14, , 
2017/5/28, , , , 13, , 
2017/5/29, , , , 10, , 
2017/5/30, , , , 8, , 
2017/5/31, , , , 12, , 
2017/6/1, , , , 9, , 
2017/6/2, , , , 22, , 
2017/6/3, , , , 12, , 
2017/6/4, , , , 4, , 
2017/6/5, , , , 4, , 
2017/6/6, , , , 6, , 
2017/6/7, , , , 5, , 
2017/6/8, , , , 5, , 
2017/6/9, , , , 6, , 
2017/6/10, , , , 3, , 
2017/6/11, , , , 3, , 
2017/6/12, , , , 6, , 
2017/6/13, , , , 13, , 
2017/6/14, , , , 15, , 
2017/6/15, , , , 17, , 
2017/6/16, , , , 12, , 
2017/6/17, , , , 14, , 
2017/6/18, , , , 12, , 
2017/6/19, , , , 22, , 
2017/6/20, , , , 26, , 
2017/6/21, , , , 25, , 
2017/6/22, , , , 15, , 
2017/6/23, , , , 10, , 
2017/6/24, , , , 8, , 
2017/6/25, , , , 8, , 
2017/6/26, , , , 15, , 
2017/6/27, , , , 25, , 
2017/6/28, , , , 18, , 
2017/6/29, , , , 14, , 
2017/6/30, , , , 18, , 
2017/1/2, , , , 25, , 
2017/1/3, , , , 26, , 
2017/1/4, , , , 29, , 
2017/1/5, , , , 33, , 
2017/1/6, , , , 30, , 
2017/1/7, , , , 22, , 
2017/1/8, , , , 22, , 
2017/1/9, , , , 27, , 
2017/1/10, , , , 26, , 
2017/1/11, , , , 30, , 
2017/1/12, , , , 32, , 
2017/1/13, , , , 34, , 
2017/1/14, , , , 32, , 
2017/1/15, , , , 27, , 
2017/1/16, , , , 28, , 
2017/1/17, , , , 30, , 
2017/1/18, , , , 36, , 
2017/1/19, , , , 32, , 
2017/1/20, , , , 34, , 
2017/1/21, , , , 35, , 
2017/1/22, , , , 29, , 
2017/1/23, , , , 33, , 
2017/1/24, , , , 34, , 
2017/1/25, , , , 31, , 
2017/1/26, , , , 25, , 
2017/1/27, , , , 29, , 
2017/1/28, , , , 33, , 
2017/1/29, , , , 31, , 
2017/1/30, , , , 29, , 
2017/1/31, , , , 24, , 
2017/2/1, , , , 18, , 
2017/2/2, , , , 13, , 
2017/2/3, , , , 13, , 
2017/2/4, , , , 31, , 
2017/2/5, , , , 23, , 
2017/2/6, , , , 25, , 
2017/2/7, , , , 31, , 
2017/2/8, , , , 22, , 
2017/2/9, , , , 22, , 
2017/2/10, , , , 23, , 
2017/2/11, , , , 21, , 
2017/2/12, , , , 19, , 
2017/2/13, , , , 25, , 
2017/2/14, , , , 39, , 
2017/2/21, , , , 22, , 
2017/2/22, , , , 14, , 
2017/2/23, , , , 12, , 
2017/2/24, , , , 19, , 
2017/2/27, , , , 18, , 
2017/2/28, , , , 17, , 
2017/3/1, , , , 18, , 
2017/3/2, , , , 16, , 
2017/3/3, , , , 21, , 
2017/3/4, , , , 15, , 
2017/3/5, , , , 9, , 
2017/3/6, , , , 21, , 
2017/3/7, , , , 22, , 
2017/3/8, , , , 23, , 
2017/3/9, , , , 23, , 
2017/3/10, , , , 21, , 
2017/3/11, , , , 19, , 
2017/3/12, , , , 31, , 
2017/3/13, , , , 26, , 
2017/3/14, , , , 24, , 
2017/3/15, , , , 29, , 
2017/3/16, , , , 27, , 
2017/3/17, , , , 17, , 
2017/3/18, , , , 14, , 
2017/3/19, , , , 7, , 
2017/3/20, , , , 13, , 
2017/3/21, , , , 13, , 
2017/3/22, , , , 18, , 
2017/3/23, , , , 29, , 
2017/3/24, , , , 30, , 
2017/3/25, , , , 25, , 
2017/3/26, , , , 21, , 
2017/3/27, , , , 43, , 
2017/3/28, , , , 34, , 
2017/3/29, , , , 16, , 
2017/3/30, , , , 22, , 
2017/3/31, , , , 20, , 
2016/10/1, , , , 12, , 
2016/10/2, , , , 12, , 
2016/10/3, , , , 20, , 
2016/10/4, , , , 18, , 
2016/10/5, , , , 15, , 
2016/10/6, , , , 16, , 
2016/10/7, , , , 19, , 
2016/10/8, , , , 13, , 
2016/10/9, , , , 12, , 
2016/10/10, , , , 13, , 
2016/10/11, , , , 21, , 
2016/10/12, , , , 20, , 
2016/10/13, , , , 18, , 
2016/10/14, , , , 18, , 
2016/10/15, , , , 14, , 
2016/10/16, , , , 13, , 
2016/10/17, , , , 16, , 
2016/10/18, , , , 18, , 
2016/10/19, , , , 21, , 
2016/10/20, , , , 17, , 
2016/10/21, , , , 15, , 
2016/10/22, , , , 14, , 
2016/10/23, , , , 12, , 
2016/10/24, , , , 17, , 
2016/10/25, , , , 22, , 
2016/10/26, , , , 14, , 
2016/10/27, , , , 10, , 
2016/10/28, , , , 16, , 
2016/10/29, , , , 16, , 
2016/10/30, , , , 16, , 
2016/10/31, , , , 18, , 
2016/11/1, , , , 14, , 
2016/11/2, , , , 16, , 
2016/11/3, , , , 15, , 
2016/11/4, , , , 15, , 
2016/11/5, , , , 12, , 
2016/11/6, , , , 8, , 
2016/11/7, , , , 12, , 
2016/11/8, , , , 13, , 
2016/11/9, , , , 12, , 
2016/11/10, , , , 14, , 
2016/11/11, , , , 12, , 
2016/11/12, , , , 5, , 
2016/11/13, , , , 6, , 
2016/11/14, , , , 6, , 
2016/11/15, , , , 25, , 
2016/11/17, , , , 23, , 
2016/11/18, , , , 26, , 
2016/11/19, , , , 24, , 
2016/11/20, , , , 23, , 
2016/11/21, , , , 20, , 
2016/11/22, , , , 15, , 
2016/11/23, , , , 20, , 
2016/11/24, , , , 19, , 
2016/11/25, , , , 22, , 
2016/11/26, , , , 16, , 
2016/11/27, , , , 20, , 
2016/11/28, , , , 23, , 
2016/11/29, , , , 29, , 
2016/11/30, , , , 42, , 
2016/12/1, , , , 33, , 
2016/12/2, , , , 27, , 
2016/12/3, , , , 29, , 
2016/12/4, , , , 26, , 
2016/12/5, , , , 21, , 
2016/12/6, , , , 21, , 
2016/12/7, , , , 20, , 
2016/12/8, , , , 21, , 
2016/12/9, , , , 17, , 
2016/12/12, , , , 21, , 
2016/12/13, , , , 21, , 
2016/12/16, , , , 18, , 
2016/12/17, , , , 17, , 
2016/12/18, , , , 18, , 
2016/12/19, , , , 18, , 
2016/12/20, , , , 17, , 
2016/12/21, , , , 26, , 
2016/12/22, , , , 26, , 
2016/12/23, , , , 26, , 
2016/12/24, , , , 27, , 
2016/12/25, , , , 24, , 
2016/12/26, , , , 29, , 
2016/12/27, , , , 25, , 
2016/12/28, , , , 25, , 
2016/12/29, , , , 24, , 
2016/12/30, , , , 21, , 
2016/12/31, , , , 21, , 
2016/7/1, , , , 1, , 
2016/7/4, , , , 1, , 
2016/7/5, , , , 1, , 
2016/7/6, , , , 3, , 
2016/7/7, , , , 9, , 
2016/7/8, , , , 9, , 
2016/7/9, , , , 7, , 
2016/7/10, , , , 4, , 
2016/7/11, , , , 7, , 
2016/7/12, , , , 10, , 
2016/7/13, , , , 11, , 
2016/7/14, , , , 14, , 
2016/7/15, , , , 8, , 
2016/7/16, , , , 4, , 
2016/7/17, , , , 3, , 
2016/7/18, , , , 9, , 
2016/7/19, , , , 15, , 
2016/7/20, , , , 8, , 
2016/7/21, , , , 8, , 
2016/7/22, , , , 8, , 
2016/7/23, , , , 7, , 
2016/7/24, , , , 3, , 
2016/7/25, , , , 4, , 
2016/7/26, , , , 5, , 
2016/7/27, , , , 3, , 
2016/7/28, , , , 7, , 
2016/7/29, , , , 7, , 
2016/7/30, , , , 10, , 
2016/7/31, , , , 7, , 
2016/8/1, , , , 9, , 
2016/8/2, , , , 5, , 
2016/8/3, , , , 3, , 
2016/8/4, , , , 26, , 
2016/8/5, , , , 7, , 
2016/8/6, , , , 5, , 
2016/8/7, , , , 4, , 
2016/8/8, , , , 9, , 
2016/8/9, , , , 11, , 
2016/8/10, , , , 10, , 
2016/8/11, , , , 9, , 
2016/8/12, , , , 8, , 
2016/8/13, , , , 6, , 
2016/8/14, , , , 7, , 
2016/8/15, , , , 11, , 
2016/8/16, , , , 12, , 
2016/8/17, , , , 15, , 
2016/8/18, , , , 16, , 
2016/8/19, , , , 9, , 
2016/8/20, , , , 3, , 
2016/8/21, , , , 3, , 
2016/8/22, , , , 3, , 
2016/8/23, , , , 13, , 
2016/8/24, , , , 23, , 
2016/8/25, , , , 17, , 
2016/8/26, , , , 9, , 
2016/8/27, , , , 7, , 
2016/8/28, , , , 1, , 
2016/8/29, , , , 7, , 
2016/8/30, , , , 9, , 
2016/8/31, , , , 8, , 
2016/9/1, , , , 6, , 
2016/9/2, , , , 6, , 
2016/9/3, , , , 3, , 
2016/9/4, , , , 5, , 
2016/9/5, , , , 6, , 
2016/9/6, , , , 5, , 
2016/9/7, , , , 10, , 
2016/9/8, , , , 11, , 
2016/9/9, , , , 7, , 
2016/9/10, , , , 6, , 
2016/9/11, , , , 8, , 
2016/9/12, , , , 11, , 
2016/9/13, , , , 22, , 
2016/9/14, , , , 15, , 
2016/9/15, , , , 17, , 
2016/9/16, , , , 14, , 
2016/9/17, , , , 8, , 
2016/9/18, , , , 10, , 
2016/9/19, , , , 12, , 
2016/9/20, , , , 12, , 
2016/9/21, , , , 15, , 
2016/9/22, , , , 9, , 
2016/9/23, , , , 11, , 
2016/9/24, , , , 5, , 
2016/9/25, , , , 3, , 
2016/9/26, , , , 7, , 
2016/9/27, , , , 9, , 
2016/9/28, , , , 7, , 
2016/9/29, , , , 8, , 
2016/9/30, , , , 10, , 
2016/4/1, , , , 18, , 
2016/4/2, , , , 11, , 
2016/4/3, , , , 12, , 
2016/4/4, , , , 11, , 
2016/4/5, , , , 18, , 
2016/4/6, , , , 11, , 
2016/4/7, , , , 12, , 
2016/4/19, , , , 14, , 
2016/4/20, , , , 13, , 
2016/4/21, , , , 14, , 
2016/4/22, , , , 14, , 
2016/4/23, , , , 11, , 
2016/4/24, , , , 10, , 
2016/4/25, , , , 12, , 
2016/4/26, , , , 11, , 
2016/4/27, , , , 11, , 
2016/4/28, , , , 8, , 
2016/4/29, , , , 8, , 
2016/4/30, , , , 9, , 
2016/5/1, , , , 6, , 
2016/5/2, , , , 5, , 
2016/5/3, , , , 11, , 
2016/5/4, , , , 11, , 
2016/5/5, , , , 17, , 
2016/5/6, , , , 22, , 
2016/5/7, , , , 14, , 
2016/5/8, , , , 12, , 
2016/5/9, , , , 20, , 
2016/5/10, , , , 16, , 
2016/5/11, , , , 14, , 
2016/5/12, , , , 16, , 
2016/5/13, , , , 10, , 
2016/5/14, , , , 8, , 
2016/5/15, , , , 9, , 
2016/5/16, , , , 13, , 
2016/5/17, , , , 10, , 
2016/5/18, , , , 10, , 
2016/5/19, , , , 7, , 
2016/5/20, , , , 5, , 
2016/5/21, , , , 4, , 
2016/5/22, , , , 6, , 
2016/5/23, , , , 9, , 
2016/5/24, , , , 9, , 
2016/5/25, , , , 10, , 
2016/5/26, , , , 12, , 
2016/5/27, , , , 11, , 
2016/5/28, , , , 9, , 
2016/5/29, , , , 5, , 
2016/5/30, , , , 4, , 
2016/5/31, , , , 7, , 
2016/6/1, , , , 7, , 
2016/6/2, , , , 7, , 
2016/6/3, , , , 8, , 
2016/6/4, , , , 7, , 
2016/6/5, , , , 5, , 
2016/6/6, , , , 8, , 
2016/6/7, , , , 15, , 
2016/6/8, , , , 13, , 
2016/6/9, , , , 7, , 
2016/6/10, , , , 7, , 
2016/6/11, , , , 7, , 
2016/6/12, , , , 2, , 
2016/6/13, , , , 5, , 
2016/6/14, , , , 2, , 
2016/6/15, , , , 4, , 
2016/6/16, , , , 8, , 
2016/6/17, , , , 9, , 
2016/6/18, , , , 8, , 
2016/6/19, , , , 4, , 
2016/6/20, , , , 5, , 
2016/6/21, , , , 4, , 
2016/6/22, , , , 4, , 
2016/6/29, , , , 9, , 
2016/6/30, , , , 5, , 
2016/1/4, , , , 18, , 
2016/1/5, , , , 24, , 
2016/1/6, , , , 33, , 
2016/1/7, , , , 20, , 
2016/1/8, , , , 22, , 
2016/1/9, , , , 10, , 
2016/1/10, , , , 12, , 
2016/1/11, , , , 30, , 
2016/1/12, , , , 23, , 
2016/1/13, , , , 24, , 
2016/1/14, , , , 21, , 
2016/1/15, , , , 29, , 
2016/1/16, , , , 31, , 
2016/1/17, , , , 22, , 
2016/1/18, , , , 22, , 
2016/1/19, , , , 51, , 
2016/1/20, , , , 61, , 
2016/1/21, , , , 33, , 
2016/1/22, , , , 25, , 
2016/1/23, , , , 20, , 
2016/1/24, , , , 13, , 
2016/1/25, , , , 16, , 
2016/1/26, , , , 12, , 
2016/1/27, , , , 13, , 
2016/1/28, , , , 15, , 
2016/1/29, , , , 9, , 
2016/1/30, , , , 15, , 
2016/1/31, , , , 10, , 
2016/2/1, , , , 8, , 
2016/2/2, , , , 16, , 
2016/2/3, , , , 25, , 
2016/2/4, , , , 27, , 
2016/2/5, , , , 13, , 
2016/2/6, , , , 6, , 
2016/2/7, , , , 5, , 
2016/2/8, , , , 8, , 
2016/2/9, , , , 21, , 
2016/2/10, , , , 27, , 
2016/2/11, , , , 33, , 
2016/2/12, , , , 26, , 
2016/2/13, , , , 25, , 
2016/2/14, , , , 16, , 
2016/2/15, , , , 21, , 
2016/2/16, , , , 27, , 
2016/2/17, , , , 23, , 
2016/2/18, , , , 28, , 
2016/2/19, , , , 20, , 
2016/2/20, , , , 10, , 
2016/2/21, , , , 4, , 
2016/2/22, , , , 23, , 
2016/2/23, , , , 24, , 
2016/2/24, , , , 36, , 
2016/2/25, , , , 33, , 
2016/2/26, , , , 31, , 
2016/2/27, , , , 21, , 
2016/2/28, , , , 15, , 
2016/2/29, , , , 28, , 
2016/3/1, , , , 15, , 
2016/3/2, , , , 19, , 
2016/3/3, , , , 20, , 
2016/3/4, , , , 19, , 
2016/3/5, , , , 22, , 
2016/3/6, , , , 20, , 
2016/3/7, , , , 23, , 
2016/3/8, , , , 25, , 
2016/3/9, , , , 21, , 
2016/3/10, , , , 26, , 
2016/3/11, , , , 32, , 
2016/3/12, , , , 27, , 
2016/3/13, , , , 19, , 
2016/3/14, , , , 20, , 
2016/3/15, , , , 24, , 
2016/3/16, , , , 19, , 
2016/3/17, , , , 25, , 
2016/3/18, , , , 22, , 
2016/3/19, , , , 16, , 
2016/3/20, , , , 15, , 
2016/3/21, , , , 24, , 
2016/3/22, , , , 30, , 
2016/3/23, , , , 28, , 
2016/3/24, , , , 18, , 
2016/3/25, , , , 13, , 
2016/3/26, , , , 8, , 
2016/3/27, , , , 5, , 
2016/3/28, , , , 8, , 
2016/3/29, , , , 11, , 
2016/3/30, , , , 17, , 
2016/3/31, , , , 21, , 
2015/10/1, , , , 15, , 
2015/10/2, , , , 19, , 
2015/10/3, , , , 21, , 
2015/10/4, , , , 11, , 
2015/10/5, , , , 13, , 
2015/10/6, , , , 12, , 
2015/10/7, , , , 10, , 
2015/10/8, , , , 24, , 
2015/10/9, , , , 23, , 
2015/10/10, , , , 13, , 
2015/10/11, , , , 9, , 
2015/10/12, , , , 17, , 
2015/10/13, , , , 17, , 
2015/10/14, , , , 15, , 
2015/10/15, , , , 14, , 
2015/10/16, , , , 19, , 
2015/10/19, , , , 22, , 
2015/10/20, , , , 25, , 
2015/10/23, , , , 18, , 
2015/10/24, , , , 16, , 
2015/10/25, , , , 15, , 
2015/10/26, , , , 15, , 
2015/10/27, , , , 16, , 
2015/10/28, , , , 20, , 
2015/10/29, , , , 16, , 
2015/10/30, , , , 16, , 
2015/10/31, , , , 13, , 
2015/11/1, , , , 24, , 
2015/11/2, , , , 21, , 
2015/11/3, , , , 18, , 
2015/11/4, , , , 21, , 
2015/11/5, , , , 12, , 
2015/11/6, , , , 9, , 
2015/11/7, , , , 5, , 
2015/11/8, , , , 6, , 
2015/11/9, , , , 8, , 
2015/11/10, , , , 12, , 
2015/11/11, , , , 12, , 
2015/11/12, , , , 16, , 
2015/11/13, , , , 12, , 
2015/11/14, , , , 10, , 
2015/11/15, , , , 3, , 
2015/11/16, , , , 13, , 
2015/11/17, , , , 10, , 
2015/11/18, , , , 10, , 
2015/11/19, , , , 19, , 
2015/11/20, , , , 23, , 
2015/11/21, , , , 16, , 
2015/11/22, , , , 23, , 
2015/11/23, , , , 27, , 
2015/11/24, , , , 24, , 
2015/11/25, , , , 29, , 
2015/11/26, , , , 28, , 
2015/11/27, , , , 16, , 
2015/11/28, , , , 11, , 
2015/11/29, , , , 5, , 
2015/11/30, , , , 11, , 
2015/12/1, , , , 14, , 
2015/12/2, , , , 13, , 
2015/12/3, , , , 12, , 
2015/12/4, , , , 13, , 
2015/12/5, , , , 5, , 
2015/12/6, , , , 6, , 
2015/12/7, , , , 16, , 
2015/12/8, , , , 13, , 
2015/12/9, , , , 16, , 
2015/12/10, , , , 13, , 
2015/12/11, , , , 20, , 
2015/12/12, , , , 12, , 
2015/12/13, , , , 19, , 
2015/12/14, , , , 18, , 
2015/12/15, , , , 17, , 
2015/12/16, , , , 13, , 
2015/12/17, , , , 15, , 
2015/12/18, , , , 13, , 
2015/12/19, , , , 7, , 
2015/12/20, , , , 6, , 
2015/12/21, , , , 11, , 
2015/12/22, , , , 7, , 
2015/12/23, , , , 10, , 
2015/12/24, , , , 7, , 
2015/12/25, , , , 4, , 
2015/12/26, , , , 2, , 
2015/12/27, , , , 5, , 
2015/12/28, , , , 10, , 
2015/12/29, , , , 9, , 
2015/12/30, , , , 7, , 
2015/7/1, , , , 22, , 
2015/7/2, , , , 12, , 
2015/7/3, , , , 15, , 
2015/7/4, , , , 7, , 
2015/7/5, , , , 8, , 
2015/7/6, , , , 6, , 
2015/7/7, , , , 10, , 
2015/7/8, , , , 15, , 
2015/7/9, , , , 13, , 
2015/7/10, , , , 11, , 
2015/7/11, , , , 14, , 
2015/7/12, , , , 4, , 
2015/7/13, , , , 7, , 
2015/7/14, , , , 11, , 
2015/7/15, , , , 12, , 
2015/7/16, , , , 17, , 
2015/7/17, , , , 8, , 
2015/7/18, , , , 6, , 
2015/7/19, , , , 7, , 
2015/7/20, , , , 8, , 
2015/7/21, , , , 5, , 
2015/7/22, , , , 8, , 
2015/7/23, , , , 12, , 
2015/7/24, , , , 20, , 
2015/7/25, , , , 9, , 
2015/7/26, , , , 6, , 
2015/7/27, , , , 7, , 
2015/7/28, , , , 10, , 
2015/7/29, , , , 11, , 
2015/7/30, , , , 22, , 
2015/7/31, , , , 19, , 
2015/8/1, , , , 8, , 
2015/8/2, , , , 8, , 
2015/8/3, , , , 9, , 
2015/8/4, , , , 7, , 
2015/8/5, , , , 15, , 
2015/8/6, , , , 11, , 
2015/8/7, , , , 23, , 
2015/8/8, , , , 13, , 
2015/8/9, , , , 7, , 
2015/8/10, , , , 6, , 
2015/8/11, , , , 19, , 
2015/8/12, , , , 15, , 
2015/8/13, , , , 17, , 
2015/8/14, , , , 15, , 
2015/8/15, , , , 18, , 
2015/8/16, , , , 25, , 
2015/8/17, , , , 20, , 
2015/8/18, , , , 18, , 
2015/8/19, , , , 11, , 
2015/8/20, , , , 8, , 
2015/8/21, , , , 7, , 
2015/8/22, , , , 15, , 
2015/8/23, , , , 10, , 
2015/8/24, , , , 19, , 
2015/8/25, , , , 8, , 
2015/8/26, , , , 7, , 
2015/8/27, , , , 10, , 
2015/8/28, , , , 9, , 
2015/8/29, , , , 14, , 
2015/8/30, , , , 13, , 
2015/8/31, , , , 12, , 
2015/9/1, , , , 18, , 
2015/9/2, , , , 19, , 
2015/9/3, , , , 17, , 
2015/9/4, , , , 18, , 
2015/9/5, , , , 15, , 
2015/9/6, , , , 14, , 
2015/9/7, , , , 15, , 
2015/9/8, , , , 15, , 
2015/9/9, , , , 17, , 
2015/9/10, , , , 15, , 
2015/9/11, , , , 15, , 
2015/9/12, , , , 13, , 
2015/9/13, , , , 12, , 
2015/9/14, , , , 11, , 
2015/9/15, , , , 12, , 
2015/9/16, , , , 24, , 
2015/9/17, , , , 13, , 
2015/9/18, , , , 16, , 
2015/9/19, , , , 12, , 
2015/9/20, , , , 8, , 
2015/9/21, , , , 13, , 
2015/9/22, , , , 18, , 
2015/9/23, , , , 12, , 
2015/9/24, , , , 10, , 
2015/9/25, , , , 16, , 
2015/9/26, , , , 17, , 
2015/9/27, , , , 10, , 
2015/9/28, , , , 16, , 
2015/9/29, , , , 15, , 
2015/9/30, , , , 15, , 
2015/4/1, , , , 14, , 
2015/4/2, , , , 20, , 
2015/4/3, , , , 16, , 
2015/4/4, , , , 16, , 
2015/4/5, , , , 13, , 
2015/4/6, , , , 17, , 
2015/4/7, , , , 20, , 
2015/5/14, , , , 25, , 
2015/5/15, , , , 14, , 
2015/5/16, , , , 11, , 
2015/5/17, , , , 8, , 
2015/5/18, , , , 10, , 
2015/5/19, , , , 13, , 
2015/5/20, , , , 19, , 
2015/5/21, , , , 20, , 
2015/5/22, , , , 15, , 
2015/5/23, , , , 13, , 
2015/5/24, , , , 8, , 
2015/5/25, , , , 10, , 
2015/5/26, , , , 14, , 
2015/5/27, , , , 14, , 
2015/5/28, , , , 12, , 
2015/5/29, , , , 13, , 
2015/5/30, , , , 9, , 
2015/5/31, , , , 6, , 
2015/6/1, , , , 6, , 
2015/6/2, , , , 6, , 
2015/6/3, , , , 15, , 
2015/6/4, , , , 25, , 
2015/6/5, , , , 20, , 
2015/6/6, , , , 8, , 
2015/6/7, , , , 9, , 
2015/6/8, , , , 16, , 
2015/6/9, , , , 13, , 
2015/6/10, , , , 15, , 
2015/6/11, , , , 18, , 
2015/6/12, , , , 25, , 
2015/6/13, , , , 14, , 
2015/6/14, , , , 9, , 
2015/6/15, , , , 13, , 
2015/6/16, , , , 17, , 
2015/6/17, , , , 12, , 
2015/6/18, , , , 14, , 
2015/6/19, , , , 16, , 
2015/6/20, , , , 13, , 
2015/6/21, , , , 7, , 
2015/6/22, , , , 13, , 
2015/6/23, , , , 14, , 
2015/6/24, , , , 11, , 
2015/6/25, , , , 12, , 
2015/6/26, , , , 12, , 
2015/6/27, , , , 11, , 
2015/6/28, , , , 6, , 
2015/6/29, , , , 10, , 
2015/6/30, , , , 16, , 
2015/1/1, , , , 8, , 
2015/1/2, , , , 20, , 
2015/1/3, , , , 26, , 
2015/1/4, , , , 21, , 
2015/1/5, , , , 26, , 
