date, pm25, pm10, o3, no2, so2, co
2015/1/6, , , , 30, , 
2015/1/7, , , , 26, , 
2015/1/8, , , , 27, , 
2015/1/9, , , , 12, , 
2015/1/10, , , , 14, , 
2015/1/11, , , , 8, , 
2015/1/12, , , , 15, , 
2015/1/13, , , , 19, , 
2015/1/14, , , , 16, , 
2015/1/15, , , , 18, , 
2015/1/17, , , , 28, , 
2015/1/18, , , , 21, , 
2015/1/19, , , , 30, , 
2015/1/20, , , , 34, , 
2015/1/21, , , , 23, , 
2015/1/22, , , , 26, , 
2015/1/23, , , , 24, , 
2015/1/24, , , , 23, , 
2015/1/25, , , , 19, , 
2015/1/26, , , , 24, , 
2015/1/27, , , , 27, , 
2015/1/28, , , , 16, , 
2015/1/29, , , , 20, , 
2015/1/30, , , , 26, , 
2015/1/31, , , , 21, , 
2015/2/1, , , , 15, , 
2015/2/2, , , , 31, , 
2015/2/3, , , , 29, , 
2015/2/4, , , , 25, , 
2015/2/5, , , , 23, , 
2015/2/6, , , , 18, , 
2015/2/7, , , , 24, , 
2015/2/8, , , , 21, , 
2015/2/9, , , , 29, , 
2015/2/10, , , , 29, , 
2015/2/11, , , , 22, , 
2015/2/12, , , , 30, , 
2015/2/13, , , , 27, , 
2015/2/14, , , , 29, , 
2015/2/15, , , , 26, , 
2015/2/16, , , , 30, , 
2015/2/17, , , , 32, , 
2015/2/18, , , , 22, , 
2015/2/19, , , , 19, , 
2015/2/20, , , , 31, , 
2015/2/21, , , , 28, , 
2015/2/22, , , , 16, , 
2015/2/23, , , , 15, , 
2015/2/25, , , , 40, , 
2015/2/26, , , , 33, , 
2015/2/27, , , , 24, , 
2015/2/28, , , , 13, , 
2015/3/1, , , , 6, , 
2015/3/2, , , , 14, , 
2015/3/3, , , , 19, , 
2015/3/4, , , , 26, , 
2015/3/5, , , , 28, , 
2015/3/6, , , , 14, , 
2015/3/7, , , , 12, , 
2015/3/8, , , , 9, , 
2015/3/9, , , , 17, , 
2015/3/10, , , , 24, , 
2015/3/11, , , , 22, , 
2015/3/12, , , , 22, , 
2015/3/13, , , , 23, , 
2015/3/14, , , , 13, , 
2015/3/15, , , , 12, , 
2015/3/16, , , , 17, , 
2015/3/17, , , , 22, , 
2015/3/18, , , , 17, , 
2015/3/19, , , , 19, , 
2015/3/20, , , , 25, , 
2015/3/21, , , , 13, , 
2015/3/22, , , , 8, , 
2015/3/23, , , , 18, , 
2015/3/24, , , , 21, , 
2015/3/25, , , , 25, , 
2015/3/26, , , , 18, , 
2015/3/27, , , , 18, , 
2015/3/28, , , , 8, , 
2015/3/29, , , , 5, , 
2015/3/30, , , , 12, , 
2015/3/31, , , , 12, , 
2014/10/1, , , , 17, , 
2014/10/2, , , , 21, , 
2014/10/3, , , , 14, , 
2014/10/4, , , , 13, , 
2014/10/5, , , , 12, , 
2014/10/6, , , , 15, , 
2014/10/7, , , , 12, , 
2014/10/8, , , , 14, , 
2014/10/9, , , , 8, , 
2014/10/10, , , , 11, , 
2014/10/11, , , , 14, , 
2014/10/12, , , , 18, , 
2014/10/13, , , , 3, , 
2014/10/14, , , , 23, , 
2014/10/15, , , , 20, , 
2014/10/17, , , , 17, , 
2014/10/18, , , , 7, , 
2014/10/19, , , , 4, , 
2014/10/20, , , , 13, , 
2014/10/21, , , , 12, , 
2014/10/22, , , , 20, , 
2014/11/26, , , , 23, , 
2014/11/27, , , , 18, , 
2014/11/28, , , , 16, , 
2014/12/3, , , , 25, , 
2014/12/9, , , , 20, , 
2014/12/10, , , , 21, , 
2014/12/11, , , , 18, , 
2014/12/12, , , , 20, , 
2014/12/13, , , , 37, , 
2014/12/14, , , , 16, , 
2014/12/15, , , , 28, , 
2014/12/16, , , , 35, , 
2014/12/17, , , , 24, , 
2014/12/18, , , , 11, , 
2014/12/19, , , , 21, , 
2014/12/20, , , , 21, , 
2014/12/21, , , , 7, , 
2014/12/22, , , , 10, , 
2014/12/23, , , , 8, , 
2014/12/24, , , , 17, , 
2014/12/25, , , , 16, , 
2014/12/26, , , , 20, , 
2014/12/27, , , , 16, , 
2014/12/28, , , , 21, , 
2014/7/1, , , , 14, , 
2014/7/2, , , , 15, , 
2014/7/3, , , , 8, , 
2014/7/4, , , , 6, , 
2014/7/5, , , , 6, , 
2014/7/6, , , , 8, , 
2014/7/7, , , , 12, , 
2014/7/8, , , , 20, , 
2014/7/9, , , , 14, , 
2014/7/10, , , , 20, , 
2014/7/11, , , , 21, , 
2014/7/12, , , , 13, , 
2014/7/13, , , , 9, , 
2014/7/14, , , , 9, , 
2014/7/15, , , , 9, , 
2014/7/16, , , , 11, , 
2014/7/17, , , , 17, , 
2014/7/18, , , , 15, , 
2014/7/19, , , , 14, , 
2014/7/20, , , , 13, , 
2014/7/21, , , , 15, , 
2014/7/22, , , , 19, , 
2014/7/23, , , , 15, , 
2014/7/24, , , , 15, , 
2014/7/25, , , , 24, , 
2014/7/26, , , , 15, , 
2014/7/27, , , , 8, , 
2014/7/28, , , , 10, , 
2014/7/29, , , , 9, , 
2014/7/30, , , , 11, , 
2014/7/31, , , , 7, , 
2014/8/1, , , , 5, , 
2014/8/2, , , , 4, , 
2014/8/3, , , , 2, , 
2014/8/4, , , , 8, , 
2014/8/5, , , , 6, , 
2014/8/6, , , , 11, , 
2014/8/7, , , , 15, , 
2014/8/8, , , , 16, , 
2014/8/9, , , , 4, , 
2014/8/11, , , , 5, , 
2014/8/12, , , , 6, , 
2014/8/13, , , , 10, , 
2014/8/14, , , , 15, , 
2014/8/15, , , , 15, , 
2014/8/16, , , , 8, , 
2014/8/17, , , , , , 
2014/8/18, , , , 13, , 
2014/8/19, , , , 12, , 
2014/8/20, , , , 14, , 
2014/8/21, , , , 9, , 
2014/8/22, , , , 13, , 
2014/8/23, , , , 12, , 
2014/8/24, , , , 4, , 
2014/8/25, , , , 11, , 
2014/8/26, , , , 13, , 
2014/8/27, , , , 14, , 
2014/8/28, , , , 7, , 
2014/8/29, , , , 4, , 
2014/8/30, , , , 9, , 
2014/8/31, , , , 8, , 
2014/9/1, , , , 13, , 
2014/9/2, , , , 17, , 
2014/9/3, , , , 17, , 
2014/9/4, , , , 22, , 
2014/9/5, , , , 25, , 
2014/9/6, , , , 26, , 
2014/9/7, , , , 18, , 
2014/9/8, , , , 24, , 
2014/9/9, , , , 26, , 
2014/9/10, , , , 23, , 
2014/9/11, , , , 23, , 
2014/9/12, , , , 19, , 
2014/9/13, , , , 15, , 
2014/9/14, , , , 14, , 
2014/9/15, , , , 22, , 
2014/9/16, , , , 24, , 
2014/9/17, , , , 22, , 
2014/9/18, , , , 25, , 
2014/9/19, , , , 28, , 
2014/9/20, , , , 17, , 
2014/9/21, , , , 9, , 
2014/9/22, , , , 22, , 
2014/9/23, , , , 22, , 
2014/9/24, , , , 21, , 
2014/9/25, , , , 17, , 
2014/9/26, , , , 23, , 
2014/9/27, , , , 21, , 
2014/9/28, , , , 22, , 
2014/9/29, , , , 24, , 
2014/9/30, , , , 12, , 
2014/4/1, , , , 37, , 
2014/4/2, , , , 22, , 
2014/4/3, , , , 17, , 
2014/4/4, , , , 9, , 
2014/4/5, , , , 4, , 
2014/4/6, , , , 4, , 
2014/4/7, , , , 9, , 
2014/4/8, , , , 16, , 
2014/4/9, , , , 19, , 
2014/4/10, , , , 21, , 
2014/4/11, , , , 22, , 
2014/4/12, , , , 19, , 
2014/4/13, , , , 10, , 
2014/4/14, , , , 17, , 
2014/4/15, , , , 18, , 
2014/4/16, , , , 16, , 
2014/4/17, , , , 22, , 
2014/4/18, , , , 10, , 
2014/4/19, , , , 10, , 
2014/4/20, , , , 16, , 
2014/4/21, , , , 19, , 
2014/4/22, , , , 10, , 
2014/4/23, , , , 12, , 
2014/4/24, , , , 18, , 
2014/4/25, , , , 20, , 
2014/4/26, , , , 7, , 
2014/4/27, , , , 11, , 
2014/4/28, , , , 18, , 
2014/4/29, , , , 25, , 
2014/4/30, , , , 19, , 
2014/5/1, , , , 23, , 
2014/5/2, , , , 20, , 
2014/5/3, , , , 13, , 
2014/5/4, , , , 4, , 
2014/5/5, , , , 9, , 
2014/5/6, , , , 8, , 
2014/5/7, , , , 9, , 
2014/5/8, , , , 10, , 
2014/5/9, , , , 11, , 
2014/5/10, , , , 3, , 
2014/5/11, , , , 5, , 
2014/5/12, , , , 14, , 
2014/5/13, , , , 23, , 
2014/5/14, , , , 21, , 
2014/5/15, , , , 20, , 
2014/5/16, , , , 23, , 
2014/5/17, , , , 16, , 
2014/5/18, , , , 7, , 
2014/5/19, , , , 18, , 
2014/5/20, , , , 10, , 
2014/5/21, , , , 19, , 
2014/5/22, , , , 10, , 
2014/5/23, , , , 8, , 
2014/5/24, , , , 8, , 
2014/5/25, , , , 2, , 
2014/5/26, , , , 16, , 
2014/5/27, , , , 20, , 
2014/5/28, , , , 20, , 
2014/5/29, , , , 23, , 
2014/5/30, , , , 17, , 
2014/5/31, , , , 18, , 
2014/6/1, , , , 14, , 
2014/6/2, , , , 12, , 
2014/6/3, , , , 8, , 
2014/6/4, , , , 12, , 
2014/6/5, , , , 10, , 
2014/6/6, , , , 18, , 
2014/6/7, , , , 16, , 
2014/6/8, , , , 8, , 
2014/6/9, , , , 16, , 
2014/6/10, , , , 7, , 
2014/6/11, , , , 12, , 
2014/6/12, , , , 23, , 
2014/6/13, , , , 18, , 
2014/6/14, , , , 11, , 
2014/6/15, , , , 6, , 
2014/6/16, , , , 12, , 
2014/6/17, , , , 9, , 
2014/6/18, , , , 10, , 
2014/6/19, , , , 14, , 
2014/6/20, , , , 14, , 
2014/6/21, , , , 12, , 
2014/6/22, , , , 9, , 
2014/6/23, , , , 21, , 
2014/6/24, , , , 18, , 
2014/6/25, , , , 12, , 
2014/6/26, , , , 15, , 
2014/6/27, , , , 6, , 
2014/6/28, , , , 9, , 
2014/6/29, , , , 7, , 
2014/6/30, , , , 14, , 
2013/12/31, , , , 7, , 
2014/1/2, , , , 8, , 
2014/1/3, , , , 13, , 
2014/1/4, , , , 14, , 
2014/1/5, , , , 8, , 
2014/1/6, , , , 10, , 
2014/1/7, , , , 16, , 
2014/1/8, , , , 19, , 
2014/1/9, , , , 24, , 
2014/1/10, , , , 38, , 
2014/1/11, , , , 23, , 
2014/1/12, , , , 20, , 
2014/1/13, , , , 30, , 
2014/1/14, , , , 18, , 
2014/1/15, , , , 16, , 
2014/1/16, , , , 19, , 
2014/1/17, , , , 18, , 
2014/1/18, , , , 29, , 
2014/1/19, , , , 44, , 
2014/1/20, , , , 34, , 
2014/1/21, , , , 25, , 
2014/1/22, , , , 27, , 
2014/1/23, , , , 23, , 
2014/1/24, , , , 16, , 
2014/1/25, , , , 13, , 
2014/1/26, , , , 17, , 
2014/1/27, , , , 19, , 
2014/1/28, , , , 27, , 
2014/1/29, , , , 27, , 
2014/1/30, , , , 19, , 
2014/1/31, , , , 9, , 
2014/2/1, , , , 12, , 
2014/2/2, , , , 19, , 
2014/2/3, , , , 16, , 
2014/2/4, , , , 10, , 
2014/2/5, , , , 19, , 
2014/2/6, , , , 18, , 
2014/2/7, , , , 7, , 
2014/2/8, , , , 6, , 
2014/2/9, , , , 27, , 
2014/2/10, , , , 18, , 
2014/2/11, , , , 13, , 
2014/2/12, , , , 23, , 
2014/2/13, , , , 19, , 
2014/2/14, , , , 11, , 
2014/2/15, , , , 18, , 
2014/2/16, , , , 24, , 
2014/2/17, , , , 28, , 
2014/2/18, , , , 25, , 
2014/2/19, , , , 19, , 
2014/2/20, , , , 18, , 
2014/2/21, , , , 16, , 
2014/2/22, , , , 8, , 
2014/2/23, , , , 17, , 
2014/2/24, , , , 12, , 
2014/2/25, , , , 18, , 
2014/2/26, , , , 20, , 
2014/2/27, , , , 28, , 
2014/2/28, , , , 26, , 
2014/3/1, , , , 10, , 
2014/3/2, , , , 30, , 
2014/3/3, , , , 31, , 
2014/3/4, , , , 30, , 
2014/3/5, , , , 18, , 
2014/3/6, , , , 22, , 
2014/3/7, , , , 16, , 
2014/3/8, , , , 19, , 
2014/3/9, , , , 25, , 
2014/3/10, , , , 21, , 
2014/3/11, , , , 28, , 
2014/3/12, , , , 36, , 
2014/3/13, , , , 32, , 
2014/3/14, , , , 19, , 
2014/3/15, , , , 16, , 
2014/3/16, , , , 17, , 
2014/3/17, , , , 15, , 
2014/3/18, , , , 15, , 
2014/3/19, , , , 10, , 
2014/3/20, , , , 12, , 
2014/3/21, , , , 7, , 
2014/3/22, , , , 12, , 
2014/3/23, , , , 18, , 
2014/3/24, , , , 26, , 
2014/3/25, , , , 26, , 
2014/3/26, , , , 27, , 
2014/3/27, , , , 29, , 
2014/3/28, , , , 26, , 
2014/3/29, , , , 28, , 
2014/3/30, , , , 27, , 
2014/3/31, , , , 32, , 
