date, pm25, pm10, no2
2021/8/2, 23, 14, 27
2021/8/3, 32, 16, 26
2021/8/4, 42, 16, 31
2021/8/5, 41, 12, 25
2021/8/6, 25, 11, 20
2021/8/8, 23, 11, 15
2021/8/9, 23, 12, 19
2021/8/10, 30, 13, 18
2021/8/11, 31, 13, 23
2021/8/12, 32, 15, 19
2021/8/13, 32, 17, 18
2021/8/14, 36, 13, 18
2021/8/15, 30, 13, 14
2021/8/16, 33, 14, 9
2021/8/17, 32, 10, 16
2021/8/18, 28, 13, 14
2021/8/19, 33, 11, 18
2021/8/20, 24, 13, 19
2021/8/21, 31, 13, 21
2021/8/22, 35, 11, 8
2021/8/23, 31, 14, 15
2021/8/24, 28, 11, 19
2021/8/25, 22, 11, 16
2021/8/26, 23, 13, 14
2021/8/27, 23, 15, 16
2021/8/28, 27, 14, 15
2021/8/29, 32, 10, 16
2021/8/30, 19, 11, 10
2021/8/31, 19, 14, 15
2021/9/1, 27, 19, 18
2021/9/2, 40, 22, 18
2021/9/3, 47, 27, 23
2021/9/4, 57, 28, 19
2021/9/5, 60, 39, 19
2021/9/6, 79, 51, 48
2021/9/7, 101, 52, 49
2021/9/8, 105, , 45
2021/9/9, 77, 12, 24
2021/9/10, 30, 14, 27
2021/9/11, 35, 13, 19
2021/9/12, 34, 14, 20
2021/9/13, 32, 18, 20
2021/9/14, 47, 18, 25
2021/9/15, 53, 24, 19
2021/9/16, 61, 18, 28
2021/9/17, 48, 26, 29
2021/9/18, 63, 35, 28
2021/9/19, 82, 17, 21
2021/9/20, 48, 20, 16
2021/9/21, 54, 21, 27
2021/9/22, 55, 18, 31
2021/9/23, 44, 18, 26
2021/9/24, 42, 18, 28
2021/9/25, 47, 24, 24
2021/9/26, 63, 15, 23
2021/9/27, 38, 14, 23
2021/9/28, 23, 11, 28
2021/9/29, 19, 13, 15
2021/9/30, 24, 11, 29
2021/4/1, 81, 17, 18
2021/4/2, 34, 16, 18
2021/4/3, 31, 20, 18
2021/4/4, 41, 20, 10
2021/4/5, 50, 10, 11
2021/4/6, 24, 10, 18
2021/4/7, 25, , 27
2021/4/12, 33, 21, 29
2021/4/13, 52, 23, 24
2021/4/14, 56, 16, 22
2021/4/15, 33, 19, 23
2021/4/16, 37, 17, 19
2021/4/17, 38, 15, 22
2021/4/18, 34, 26, 31
2021/4/19, 57, 37, 34
2021/4/20, 76, 49, 27
2021/4/21, 125, 17, 18
2021/4/22, 55, 14, 23
2021/4/23, 44, 18, 19
2021/4/24, 51, 18, 11
2021/4/25, 42, 15, 17
2021/4/26, 31, 22, 27
2021/4/27, 47, 33, 24
2021/4/28, 71, 20, 15
2021/4/29, 49, 17, 24
2021/4/30, 45, 22, 17
2021/5/1, 54, , 
2021/5/3, 45, 15, 11
2021/5/4, 33, 8, 14
2021/5/5, 15, 9, 13
2021/5/6, 20, 9, 15
2021/5/7, 20, 11, 11
2021/5/8, 27, 11, 13
2021/5/9, 20, 11, 19
2021/5/10, 22, 14, 22
2021/5/11, 21, 12, 20
2021/5/12, 27, 10, 22
2021/5/13, 36, 11, 17
2021/5/14, 38, 10, 18
2021/5/15, 38, 7, 16
2021/5/16, 26, 8, 16
2021/5/17, 26, 8, 20
2021/5/18, 28, 13, 12
2021/5/19, 22, 29, 19
2021/5/20, 21, 18, 16
2021/5/21, 33, 10, 12
2021/5/22, 26, 11, 14
2021/5/23, 27, 10, 19
2021/5/24, 23, 10, 15
2021/5/25, 26, 12, 10
2021/5/26, 32, 15, 18
2021/5/27, 43, 22, 28
2021/5/28, 59, 23, 18
2021/5/29, 59, 19, 11
2021/5/30, 55, 23, 13
2021/5/31, 60, 24, 19
2021/6/1, 59, 25, 22
2021/6/2, 58, 31, 20
2021/6/3, 75, 21, 12
2021/6/4, 59, 20, 11
2021/6/5, 58, 18, 13
2021/6/6, 53, 21, 19
2021/6/7, 61, 20, 20
2021/6/8, 56, 16, 17
2021/6/9, 46, 20, 14
2021/6/10, 60, 21, 10
2021/6/11, 63, 26, 6
2021/6/12, 77, 20, 15
2021/6/13, 58, 23, 13
2021/6/14, 60, 20, 22
2021/6/15, 48, 19, 30
2021/6/16, 41, 21, 15
2021/6/17, 55, 18, 13
2021/6/18, 57, 17, 12
2021/6/19, 56, 17, 12
2021/6/20, 47, 14, 15
2021/6/21, 37, 14, 15
2021/6/22, 30, 9, 19
2021/6/23, 5, , 18
2021/6/24, 34, , 14
2021/6/25, 42, , 15
2021/6/26, 41, , 16
2021/6/27, 56, , 18
2021/6/28, 62, , 13
2021/1/4, 27, 8, 12
2021/1/5, 15, 9, 16
2021/1/6, 24, 16, 20
2021/1/7, 49, 25, 21
2021/1/8, 71, 21, 22
2021/1/9, 64, 22, 17
2021/1/10, 67, 17, 20
2021/1/11, 55, 7, 16
2021/1/12, 19, 15, 24
2021/1/13, 45, 11, 22
2021/1/14, 37, 14, 23
2021/1/15, 44, 17, 20
2021/1/16, 48, 12, 12
2021/1/17, 34, 17, 24
2021/1/18, 41, 11, 16
2021/1/19, 26, 9, 15
2021/1/20, 27, 11, 18
2021/1/21, 26, 18, 22
2021/1/22, 34, 15, 16
2021/1/23, 42, 15, 20
2021/1/24, 49, 12, 20
2021/1/25, 42, 16, 26
2021/1/26, 47, 13, 22
2021/1/27, 43, 12, 17
2021/1/28, 39, 11, 16
2021/1/29, 28, 12, 10
2021/1/30, 28, 14, 11
2021/1/31, 38, 17, 15
2021/2/1, 54, 18, 20
2021/2/2, 50, 18, 22
2021/2/3, 37, 17, 23
2021/2/4, 36, 13, 23
2021/2/5, 29, 14, 16
2021/2/6, 38, 14, 6
2021/2/7, 43, 10, 14
2021/2/8, 29, 11, 16
2021/2/9, 31, 13, 18
2021/2/10, 25, 20, 17
2021/2/11, 43, 27, 13
2021/2/12, 61, 23, 11
2021/2/13, 54, 22, 12
2021/2/14, 47, 19, 25
2021/2/15, 50, 15, 19
2021/2/16, 39, 17, 15
2021/2/17, 36, 14, 17
2021/2/18, 31, 16, 20
2021/2/19, 24, 28, 16
2021/2/20, 46, 28, 18
2021/2/21, 51, 32, 25
2021/2/22, 60, 29, 19
2021/2/23, 66, 23, 19
2021/2/24, 38, 19, 18
2021/2/25, 35, 19, 21
2021/2/26, 41, 24, 25
2021/2/27, 57, 28, 16
2021/2/28, 69, 26, 16
2021/3/1, 68, 39, 19
2021/3/2, 94, 49, 24
2021/3/3, 116, 34, 19
2021/3/4, 87, 14, 21
2021/3/5, 32, 14, 22
2021/3/6, 28, 16, 18
2021/3/7, 45, 33, 29
2021/3/8, 81, 30, 23
2021/3/9, 69, 21, 20
2021/3/10, 55, 14, 15
2021/3/11, 34, 14, 20
2021/3/12, 23, 10, 10
2021/3/13, 17, 10, 8
2021/3/14, 19, 11, 11
2021/3/15, 26, 15, 13
2021/3/16, 36, 18, 13
2021/3/17, 38, 18, 13
2021/3/18, 40, 13, 17
2021/3/19, 29, 13, 12
2021/3/20, 34, 13, 13
2021/3/21, 36, 19, 19
2021/3/22, 48, 25, 25
2021/3/23, 61, 29, 26
2021/3/24, 65, 19, 23
2021/3/25, 45, 13, 20
2021/3/26, 27, 12, 14
2021/3/27, 23, 16, 11
2021/3/28, 28, 18, 23
2021/3/29, 33, 25, 41
2021/3/30, 53, 43, 50
2021/3/31, 80, 42, 21
2020/10/1, 19, 10, 15
2020/10/2, 22, 10, 18
2020/10/3, 30, 6, 17
2020/10/4, 16, 11, 20
2020/10/5, 28, 10, 16
2020/10/6, 21, 10, 20
2020/10/7, 23, 11, 13
2020/10/8, 23, 12, 19
2020/10/9, 30, , 
2020/10/12, 35, 10, 11
2020/10/13, 26, 12, 15
2020/10/14, 30, 11, 14
2020/10/15, 20, 10, 19
2020/10/16, 21, 11, 13
2020/10/17, 22, 14, 15
2020/10/18, 41, 19, 18
2020/10/19, 53, 17, 15
2020/10/20, 36, 17, 18
2020/10/21, 36, 11, 18
2020/10/22, 22, 14, 20
2020/10/23, 26, 11, 11
2020/10/24, 19, 9, 13
2020/10/25, 18, 12, 17
2020/10/26, 24, 13, 18
2020/10/27, 26, 14, 17
2020/10/28, 22, 11, 16
2020/10/29, 19, 10, 17
2020/10/30, 17, 11, 13
2020/10/31, 23, 16, 10
2020/11/1, 30, 12, 13
2020/11/2, 18, 13, 17
2020/11/3, 22, 16, 20
2020/11/4, 37, 37, 24
2020/11/5, 82, 61, 20
2020/11/6, 150, 34, 16
2020/11/7, 76, 44, 12
2020/11/8, 99, 22, 17
2020/11/9, 59, 15, 18
2020/11/10, 42, 15, 15
2020/11/11, 36, 13, 19
2020/11/12, 28, 16, 20
2020/11/13, 32, 15, 12
2020/11/14, 38, 11, 7
2020/11/15, 29, 11, 16
2020/11/16, 26, 14, 16
2020/11/17, 32, 17, 14
2020/11/18, 42, 15, 13
2020/11/19, 33, 14, 23
2020/11/20, 41, 11, 11
2020/11/21, 31, 9, 12
2020/11/22, 25, 19, 24
2020/11/23, 51, 16, 19
2020/11/24, 44, 19, 19
2020/11/25, 51, 18, 23
2020/11/26, 49, 28, 22
2020/11/27, 69, 40, 21
2020/11/28, 98, 38, 19
2020/11/29, 97, 28, 15
2020/11/30, 77, 15, 11
2020/12/1, 43, 19, 24
2020/12/2, 51, 20, 26
2020/12/3, 54, 15, 20
2020/12/4, 49, 19, 17
2020/12/5, 46, 20, 17
2020/12/6, 56, 23, 21
2020/12/7, 62, 31, 24
2020/12/8, 76, 26, 23
2020/12/9, 63, 26, 18
2020/12/10, 55, 21, 28
2020/12/11, 55, 21, 15
2020/12/12, 58, 16, 18
2020/12/13, 49, 14, 22
2020/12/14, 40, 17, 27
2020/12/15, 44, 22, 19
2020/12/16, 51, 18, 20
2020/12/17, 47, 19, 15
2020/12/18, 47, 18, 16
2020/12/19, 48, 14, 14
2020/12/20, 38, 19, 13
2020/12/21, 59, 26, 16
2020/12/22, 78, 19, 20
2020/12/23, 57, 10, 2
2020/12/24, 34, 11, 6
2020/12/25, 36, 15, 7
2020/12/26, 52, 10, 12
2020/12/27, 38, 17, 14
2020/12/28, 53, 20, 8
2020/12/29, 63, 25, 17
2020/12/30, 62, 36, 11
2020/12/31, 66, 71, 10
2021/1/1, 62, 60, 14
2021/1/2, 44, 32, 15
2021/1/3, 37, 16, 15
2020/7/1, 33, 13, 14
2020/7/2, 27, , 
2020/9/8, 27, 10, 11
2020/9/9, 25, 14, 12
2020/9/10, 32, 18, 17
2020/9/11, 40, 11, 11
2020/9/12, 25, 12, 10
2020/9/13, 27, 16, 22
2020/9/14, 38, 38, 29
2020/9/15, 78, 35, 14
2020/9/16, 71, 21, 11
2020/9/17, 42, 18, 13
2020/9/18, 30, 20, 13
2020/9/19, 34, 20, 11
2020/9/20, 38, 23, 22
2020/9/21, 47, 30, 23
2020/9/22, 64, 17, 18
2020/9/23, 43, 9, 15
2020/9/24, 21, 10, 3
2020/9/25, 22, 8, 1
2020/9/26, 15, 10, 3
2020/9/27, 19, 11, 11
2020/9/28, 27, 17, 13
2020/9/29, 38, 15, 16
2020/9/30, 35, 10, 14
2020/4/1, 33, 10, 13
2020/4/2, 25, 11, 18
2020/4/3, 27, 13, 18
2020/4/4, 41, 12, 11
2020/4/5, 37, 11, 18
2020/4/6, 27, 19, 22
2020/4/7, 44, 40, 26
2020/4/8, 100, 42, 25
2020/4/9, 108, 35, 21
2020/4/10, 88, 28, 24
2020/4/11, 75, 22, 18
2020/4/12, 65, 13, 7
2020/4/13, 27, 13, 14
2020/4/14, 26, 26, 24
2020/4/15, 62, 42, 26
2020/4/16, 102, 16, 12
2020/4/17, 35, 21, 13
2020/4/18, 53, 17, 10
2020/4/19, 40, 20, 13
2020/4/20, 37, 25, 13
2020/4/21, 44, 27, 16
2020/4/22, 57, 31, 20
2020/4/23, 71, 28, 19
2020/4/24, 71, 16, 11
2020/4/25, 48, 16, 17
2020/4/26, 49, 22, 17
2020/4/27, 61, 9, 14
2020/4/28, 30, 12, 16
2020/4/29, 29, 12, 16
2020/4/30, 28, 9, 12
2020/5/1, 23, 8, 9
2020/5/2, 20, 13, 12
2020/5/3, 35, 14, 13
2020/5/4, 39, 13, 8
2020/5/5, 27, 20, 15
2020/5/6, 46, 24, 27
2020/5/7, 60, 21, 21
2020/5/8, 59, 32, 18
2020/5/9, 86, 19, 7
2020/5/10, 48, 9, 8
2020/5/11, 21, 11, 13
2020/5/12, 28, 10, 10
2020/5/13, 21, 10, 12
2020/5/14, 22, 13, 15
2020/5/15, 34, 9, 9
2020/5/16, 29, 11, 11
2020/5/17, 32, 13, 13
2020/5/18, 27, 12, 16
2020/5/19, 28, 17, 26
2020/5/20, 41, 17, 25
2020/5/21, 42, 22, 17
2020/5/22, 39, 16, 9
2020/5/23, 27, 14, 9
2020/5/24, 34, 15, 14
2020/5/25, 39, 15, 15
2020/5/26, 38, 21, 16
2020/5/27, 41, 14, 10
2020/5/28, 32, 16, 14
2020/5/29, 31, 18, 11
2020/5/30, 44, 14, 7
2020/5/31, 34, 16, 14
2020/6/1, 35, 15, 13
2020/6/2, 37, 19, 18
2020/6/3, 44, 10, 9
2020/6/4, 23, 8, 8
2020/6/5, 18, 9, 12
2020/6/6, 22, 8, 9
2020/6/7, 27, 11, 10
2020/6/8, 29, 16, 19
2020/6/9, 36, 19, 23
2020/6/10, 48, 17, 14
2020/6/11, 45, 24, 16
2020/6/12, 72, 13, 15
2020/6/13, 37, 16, 19
2020/6/14, 47, 15, 22
2020/6/15, 40, 14, 23
2020/6/16, 33, 17, 28
2020/6/17, 44, 11, 25
2020/6/18, 33, 13, 20
2020/6/19, 31, 12, 19
2020/6/20, 29, 11, 11
2020/6/21, 26, 19, 20
2020/6/22, 39, 21, 28
2020/6/23, 47, 27, 28
2020/6/24, 59, 27, 26
2020/6/25, 60, 25, 31
2020/6/26, 65, 11, 15
2020/6/27, 25, 12, 13
2020/6/28, 25, 15, 18
2020/6/29, 27, 12, 18
2020/6/30, 26, 12, 17
2020/1/1, 96, 12, 27
2020/1/2, 32, 11, 20
2020/1/3, 32, 13, 28
2020/1/4, 33, 9, 26
2020/1/5, 26, 14, 27
2020/1/6, 31, 18, 27
2020/1/7, 38, 21, 27
2020/1/8, 41, 11, 25
2020/1/9, 27, 10, 21
2020/1/10, 31, 15, 18
2020/1/11, 27, 9, 18
2020/1/12, 22, 12, 24
2020/1/13, 26, 11, 22
2020/1/14, 25, 12, 30
2020/1/15, 29, 16, 28
2020/1/16, 38, 12, 31
2020/1/17, 29, 16, 24
2020/1/18, 38, 19, 24
2020/1/19, 43, 41, 41
2020/1/20, 83, 37, 40
2020/1/21, 87, 27, 34
2020/1/22, 76, 26, 35
2020/1/23, 67, 24, 28
2020/1/24, 60, 32, 26
2020/1/25, 66, 22, 23
2020/1/26, 50, 15, 34
2020/1/27, 38, 12, 26
2020/1/28, 25, 19, 29
2020/1/29, 37, 12, 28
2020/1/30, 31, 11, 26
2020/1/31, 29, 16, 20
2020/2/1, 35, 16, 20
2020/2/2, 33, 16, 20
2020/2/3, 32, 12, 13
2020/2/4, 28, 28, 33
2020/2/5, 60, 29, 34
2020/2/6, 68, 35, 30
2020/2/7, 81, 21, 25
2020/2/8, 42, 11, 10
2020/2/9, 28, 13, 21
2020/2/10, 33, 15, 23
2020/2/11, 31, 14, 31
2020/2/12, 34, 9, 33
2020/2/13, 28, 19, 40
2020/2/14, 40, 7, 24
2020/2/15, 21, 7, 24
2020/2/16, 23, 16, 29
2020/2/17, 32, 13, 31
2020/2/18, 32, 16, 35
2020/2/19, 40, 9, 28
2020/2/20, 27, 18, 28
2020/2/21, 35, 17, 22
2020/2/22, 42, 9, 19
2020/2/23, 29, 9, 26
2020/2/24, 26, 11, 29
2020/2/25, 28, 11, 25
2020/2/26, 26, 10, 30
2020/2/27, 29, 14, 33
2020/2/28, 35, 17, 23
2020/2/29, 39, 12, 24
2020/3/1, 27, 7, 22
2020/3/2, 22, 18, 36
2020/3/3, 43, 20, 39
2020/3/4, 48, 14, 24
2020/3/5, 48, 17, 22
2020/3/6, 43, 23, 32
2020/3/7, 52, 11, 24
2020/3/8, 28, 12, 28
2020/3/9, 28, 8, 23
2020/3/10, 22, 9, 29
2020/3/11, 23, 14, 24
2020/3/12, 27, 15, 26
2020/3/13, 33, 11, 26
2020/3/14, 28, 9, 22
2020/3/15, 27, 13, 24
2020/3/16, 35, 14, 26
2020/3/17, 33, 13, 23
2020/3/18, 31, 16, 22
2020/3/19, 47, 12, 16
2020/3/20, 26, 13, 11
2020/3/21, 29, 14, 10
2020/3/22, 37, 19, 24
2020/3/23, 51, 18, 26
2020/3/24, 52, 28, 29
2020/3/25, 75, 31, 19
2020/3/26, 84, 30, 16
2020/3/27, 80, 17, 10
2020/3/28, 44, 12, 5
2020/3/29, 27, 8, 11
2020/3/30, 16, 13, 15
2020/3/31, 32, 12, 17
2019/10/1, 37, 11, 19
2019/10/2, 29, 22, 41
2019/10/3, 56, 22, 33
2019/10/4, 46, 18, 27
2019/10/5, 48, 10, 10
2019/10/6, 30, 15, 37
2019/10/7, 40, 20, 37
2019/10/8, 41, 15, 36
2019/10/9, 34, 19, 41
2019/10/10, 40, 13, 41
2019/10/11, 33, 13, 50
2019/10/12, 39, 12, 35
2019/10/13, 31, 18, 37
2019/10/14, 43, 16, 51
2019/10/15, 39, 18, 47
2019/10/16, 41, 19, 60
2019/10/17, 46, 19, 51
2019/10/18, 42, 17, 45
2019/10/19, 40, 14, 30
2019/10/20, 43, 12, 27
2019/10/21, 29, 24, 53
2019/10/22, 58, 34, 54
2019/10/23, 80, 26, 45
2019/10/24, 70, 17, 41
2019/10/25, 35, 14, 27
2019/10/26, 35, 13, 28
2019/10/27, 38, 21, 47
2019/10/28, 54, 16, 43
2019/10/29, 42, 22, 39
2019/10/30, 55, 34, 42
2019/10/31, 85, 20, 43
2019/11/1, 58, 13, 31
2019/11/2, 29, 18, 39
2019/11/3, 44, 21, 54
2019/11/4, 48, 16, 30
2019/11/5, 50, 27, 49
2019/11/6, 67, 16, 54
2019/11/7, 39, 18, 44
2019/11/8, 51, 19, 45
2019/11/9, 52, 19, 42
2019/11/10, 53, 14, 38
2019/11/11, 37, 13, 47
2019/11/12, 33, 17, 52
2019/11/13, 41, 16, 62
2019/11/14, 50, 16, 33
2019/11/15, 49, 23, 55
2019/11/16, 65, 30, 57
2019/11/17, 86, 13, 30
2019/11/18, 39, 35, 71
2019/11/19, 82, 22, 54
2019/11/20, 52, 29, 38
2019/11/21, 80, 16, 30
2019/11/22, 41, 20, 
2019/11/23, 57, 24, 
2019/11/24, 62, 16, 
2019/11/25, 40, 15, 49
2019/11/26, 36, 10, 39
2019/11/27, 31, , 27
2019/12/4, 91, 25, 41
2019/12/5, 69, 10, 34
2019/12/6, 32, 16, 32
2019/12/7, 32, 13, 25
2019/12/8, 27, 12, 18
2019/12/9, 30, 16, 28
2019/12/10, 38, 17, 35
2019/12/11, 37, 14, 36
2019/12/12, 36, 13, 23
2019/12/13, 26, 16, 26
2019/12/14, 35, 12, 22
2019/12/15, 22, 17, 36
2019/12/16, 39, 13, 31
2019/12/17, 45, 18, 35
2019/12/18, 40, 17, 29
2019/12/19, 41, 14, 38
2019/12/20, 46, 11, 32
2019/12/21, 28, 10, 24
2019/12/22, 26, 16, 28
2019/12/23, 37, 14, 22
2019/12/24, 32, 14, 20
2019/12/25, 37, 12, 21
2019/12/26, 34, 16, 22
2019/12/27, 48, 18, 29
2019/12/28, 56, 20, 23
2019/12/29, 61, , 
2019/7/1, 22, 13, 20
2019/7/2, 32, 17, 27
2019/7/3, 41, 18, 30
2019/7/4, 42, 18, 27
2019/7/5, 47, 13, 16
2019/7/6, 31, 15, 23
2019/7/7, 38, 19, 32
2019/7/8, 38, 22, 38
2019/7/9, 48, 23, 43
2019/7/10, 57, 15, 28
2019/7/11, 40, 10, 14
2019/7/12, 27, 12, 19
2019/7/13, 38, 12, 19
2019/7/14, 33, 12, 24
2019/7/15, 28, 19, 38
2019/7/16, 45, 22, 44
2019/7/17, 53, 16, 27
2019/7/18, 39, 18, 29
2019/7/19, 43, 17, 23
2019/7/20, 29, 14, 26
2019/7/21, 33, 16, 20
2019/7/22, 41, 26, 48
2019/7/23, 55, 26, 49
2019/7/24, 60, 34, 59
2019/7/25, 67, 23, 26
2019/7/26, 51, 10, 14
2019/7/27, 31, 10, 15
2019/7/28, 25, 18, 30
2019/7/29, 38, 17, 24
2019/7/30, 39, 15, 24
2019/7/31, 35, 16, 21
2019/8/1, 44, 18, 18
2019/8/2, 45, 19, 27
2019/8/3, 46, 20, 27
2019/8/4, 49, 18, 24
2019/8/5, 41, 17, 22
2019/8/6, 37, 15, 25
2019/8/7, 33, 16, 26
2019/8/8, 38, 17, 20
2019/8/9, 38, 19, 17
2019/8/10, 37, 16, 19
2019/8/11, 35, 16, 23
2019/8/12, 40, 12, 20
2019/8/13, 28, 16, 28
2019/8/14, 41, 12, 15
2019/8/15, 29, 15, 24
2019/8/16, 37, 15, 19
2019/8/17, 29, 13, 19
2019/8/18, 27, 15, 23
2019/8/19, 35, 16, 24
2019/8/20, 36, 21, 34
2019/8/21, 50, 20, 30
2019/8/22, 46, 23, 35
2019/8/23, 54, 35, 42
2019/8/24, 83, 38, 46
2019/8/25, 97, 34, 50
2019/8/26, 85, 35, 60
2019/8/27, 84, 17, 32
2019/8/28, 44, 15, 29
2019/8/29, 36, 20, 30
2019/8/30, 42, 16, 22
2019/8/31, 37, 9, 12
2019/9/1, 22, 18, 30
2019/9/2, 36, 16, 30
2019/9/3, 31, 13, 22
2019/9/4, 28, 12, 20
2019/9/5, 27, 20, 34
2019/9/6, 41, 12, 19
2019/9/7, 29, 13, 21
2019/9/8, 32, 21, 40
2019/9/9, 51, 18, 31
2019/9/10, 46, 16, 29
2019/9/11, 35, 17, 28
2019/9/12, 40, 15, 30
2019/9/13, 38, 22, 44
2019/9/14, 48, 16, 28
2019/9/15, 46, 17, 22
2019/9/16, 49, 15, 27
2019/9/17, 38, 22, 35
2019/9/18, 42, 24, 41
2019/9/19, 49, 27, 37
2019/9/20, 54, 27, 39
2019/9/21, 54, 20, 34
2019/9/22, 47, 15, 33
2019/9/23, 35, 14, 34
2019/9/24, 39, 13, 31
2019/9/25, 33, 16, 35
2019/9/26, 39, 18, 34
2019/9/27, 37, 14, 29
2019/9/28, 30, 8, 15
2019/9/29, 20, 16, 33
2019/9/30, 37, 16, 27
2019/4/1, 45, 24, 36
2019/4/2, 62, 20, 34
2019/4/3, 55, 18, 32
2019/4/4, 37, 19, 29
2019/4/5, 46, 22, 33
2019/4/6, 61, 38, 22
2019/4/7, 110, 40, 32
2019/4/8, 114, 38, 37
2019/4/9, 96, 23, 31
2019/4/10, 52, 23, 35
2019/4/11, 53, 22, 37
2019/4/12, 59, 19, 32
2019/4/13, 55, 23, 27
2019/4/14, 68, 38, 33
2019/4/15, 96, 52, 47
2019/4/16, 130, 52, 43
2019/4/17, 131, 48, 46
2019/4/18, 118, 38, 44
2019/4/19, 89, 35, 40
2019/4/20, 89, 37, 37
2019/4/21, 95, 50, 47
2019/4/22, 131, 42, 48
2019/4/23, 92, 34, 42
2019/4/24, 74, 16, 40
2019/4/25, 36, 18, 36
2019/4/26, 37, 14, 15
2019/4/27, 25, 12, 12
2019/4/28, 32, 23, 33
2019/4/29, 61, 29, 44
2019/4/30, 74, 24, 33
2019/5/1, 63, 12, 20
2019/5/2, 36, 18, 31
2019/5/3, 47, 12, 15
2019/5/4, 27, 15, 17
2019/5/5, 34, 10, 16
2019/5/6, 29, 23, 41
2019/5/7, 55, 19, 38
2019/5/8, 48, 18, 29
2019/5/9, 45, 19, 38
2019/5/10, 52, 20, 29
2019/5/11, 58, 16, 28
2019/5/12, 45, 17, 35
2019/5/13, 41, 17, 30
2019/5/14, 42, 29, 36
2019/5/15, 67, 22, 43
2019/5/16, 56, 22, 32
2019/5/17, 55, 22, 33
2019/5/18, 59, 21, 30
2019/5/19, 63, 16, 22
2019/5/20, 49, 11, 17
2019/5/21, 27, 17, 43
2019/5/22, 35, 18, 49
2019/5/23, 38, 15, 22
2019/5/24, 37, 10, 15
2019/5/25, 28, 10, 19
2019/5/26, 25, 11, 16
2019/5/27, 23, 9, 18
2019/5/28, 24, 17, 33
2019/5/29, 41, 14, 24
2019/5/30, 30, 13, 29
2019/5/31, 28, 16, 35
2019/6/1, 37, 14, 28
2019/6/2, 33, 17, 30
2019/6/3, 32, 20, 33
2019/6/4, 43, 16, 35
2019/6/5, 34, 17, 34
2019/6/6, 32, 15, 26
2019/6/7, 37, 15, 23
2019/6/8, 25, 21, 28
2019/6/9, 27, 9, 26
2019/6/10, 31, 14, 26
2019/6/11, 36, 17, 11
2019/6/12, 36, 16, 
2019/6/13, 41, 14, 
2019/6/14, 35, 14, 
2019/6/15, 34, 11, 
2019/6/16, 27, 15, 41
2019/6/17, 33, 20, 45
2019/6/18, 48, 19, 34
2019/6/19, 52, 14, 37
2019/6/20, 32, 14, 32
2019/6/21, 29, 21, 28
2019/6/22, 37, 26, 26
2019/6/23, 65, 32, 45
2019/6/24, 76, 23, 30
2019/6/25, 66, 17, 26
2019/6/26, 46, 17, 27
2019/6/27, 35, 23, 21
2019/6/28, 42, 29, 34
2019/6/29, 64, 13, 16
2019/6/30, 38, 10, 14
2019/1/1, 36, 13, 27
2019/1/2, 33, 17, 32
2019/1/3, 47, 25, 28
2019/1/4, 75, 19, 23
2019/1/5, 65, 20, 26
2019/1/6, 58, 17, 32
2019/1/7, 50, 13, 16
2019/1/8, 34, 10, 21
2019/1/9, 31, 26, 31
2019/1/10, 77, 18, 27
2019/1/11, 60, 10, 26
2019/1/12, 31, 8, 14
2019/1/13, 23, 10, 21
2019/1/14, 32, 13, 42
2019/1/15, 49, 11, 37
2019/1/16, 39, 10, 23
2019/1/17, 36, 21, 46
2019/1/18, 55, 21, 31
2019/1/19, 60, 31, 34
2019/1/20, 92, 37, 43
2019/1/21, 103, 14, 38
2019/1/22, 44, 15, 27
2019/1/23, 55, 29, 47
2019/1/24, 90, 20, 37
2019/1/25, 69, 12, 33
2019/1/26, 38, 8, 10
2019/1/27, 23, 14, 23
2019/1/28, 34, 25, 45
2019/1/29, 55, 16, 34
2019/1/30, 51, 32, 47
2019/1/31, 86, 16, 34
2019/2/1, 56, 12, 15
2019/2/2, 46, 21, 33
2019/2/3, 51, 14, 37
2019/2/4, 43, 18, 37
2019/2/5, 57, 16, 39
2019/2/6, 47, 12, 31
2019/2/7, 33, 9, 33
2019/2/8, 31, 11, 29
2019/2/9, 31, 8, 24
2019/2/10, 28, 10, 30
2019/2/11, 36, 18, 43
2019/2/12, 55, 23, 42
2019/2/13, 63, 34, 51
2019/2/14, 93, 43, 56
2019/2/15, 111, 31, 42
2019/2/16, 86, 32, 36
2019/2/17, 73, 21, 40
2019/2/18, 48, 26, 39
2019/2/19, 44, 22, 37
2019/2/20, 46, 27, 40
2019/2/21, 62, 40, 43
2019/2/22, 93, 41, 40
2019/2/23, 104, 44, 41
2019/2/24, 119, 51, 55
2019/2/25, 125, 56, 61
2019/2/26, 132, 57, 59
2019/2/27, 140, 31, 37
2019/2/28, 82, 28, 
2019/3/1, 70, 20, 
2019/3/2, 44, 13, 
2019/3/3, 31, 16, 
2019/3/4, 30, 18, 
2019/3/5, 34, 18, 
2019/3/6, 44, 12, 
2019/3/7, 22, , 
2019/3/14, 47, 9, 
2019/3/15, 22, 11, 
2019/3/16, 26, 8, 
2019/3/17, 18, 17, 
2019/3/18, 35, 23, 
2019/3/19, 57, 20, 
2019/3/20, 48, 21, 22
2019/3/21, 55, 20, 25
2019/3/22, 57, 21, 28
2019/3/23, 56, 17, 19
2019/3/24, 41, 17, 20
2019/3/25, 37, 25, 34
2019/3/26, 55, 18, 29
2019/3/27, 46, 28, 49
