date, pm25, pm10, o3, no2, so2, co
2021/11/15, 50, 23, 1, 28, 2, 9
2021/11/16, 65, 19, 4, 24, 1, 13
2021/11/17, 53, 17, 1, 28, 2, 8
2021/11/18, 50, 15, 4, 26, 1, 5
2021/11/19, 48, 15, 10, 22, 1, 5
2021/11/20, 45, 8, 17, 8, , 3
2021/11/21, 20, 10, 18, 8, , 3
2021/11/22, 26, 20, 1, 22, 1, 6
2021/11/23, 60, 25, 7, 26, 3, 8
2021/11/24, 77, 12, 11, 16, 1, 5
2021/11/25, 40, 11, 11, 23, 2, 7
2021/11/26, 34, 7, 24, 7, 1, 4
2021/11/27, 18, 9, 22, 9, , 6
2021/11/28, 29, 21, 6, 26, 3, 10
2021/11/29, 63, 12, 13, 24, 2, 10
2021/11/30, 39, 8, 22, 14, 1, 11
2021/12/1, 22, 10, 13, 20, 1, 14
2021/12/2, 30, 13, 7, 30, 3, 13
2021/12/3, 48, 11, 12, 22, 1, 14
2021/12/4, 44, 4, 20, 7, , 10
2021/12/5, 17, 11, 5, 24, 2, 10
2021/12/6, 46, 9, 11, 29, 2, 4
2021/12/7, 34, 9, 17, 28, 3, 4
2021/12/8, 31, 14, 10, 29, 3, 5
2021/12/9, 39, 7, 21, 14, 1, 5
2021/12/10, 26, 13, 5, 27, 2, 5
2021/12/11, 45, 7, 10, 21, 1, 1
2021/12/12, 27, 8, 13, 22, 1, 2
2021/12/13, 29, 11, 7, 22, 2, 2
2021/12/14, 42, 10, 8, 25, 1, 3
2021/12/15, 38, 8, 16, 19, , 2
2021/12/16, 36, 11, 16, 12, , 2
2021/12/17, 42, 12, 10, 15, , 2
2021/12/18, 52, 6, 12, 11, , 2
2021/12/19, 33, 6, 18, 13, , 3
2021/12/20, 24, 6, 20, 10, , 3
2021/12/21, 25, , , 24, 2, 7
2021/12/25, 21, , 4, 14, 1, 5
2021/12/30, 25, 7, 14, 13, , 
2022/1/2, 21, 23, 20, 17, 1, 2
2021/7/1, 51, 21, 11, 26, 2, 
2021/7/2, 66, 12, 16, 16, 2, 
2021/7/3, 46, 10, 9, 13, 2, 
2021/7/4, 35, 12, , 25, 3, 
2021/7/5, 37, 10, 9, 22, 3, 
2021/7/6, 36, 12, 10, 21, 2, 
2021/7/7, 43, 11, 9, 29, 2, 8
2021/7/8, 46, 15, 6, 28, 2, 7
2021/7/9, 55, 12, 9, 18, , 6
2021/7/10, 45, 15, 12, 15, , 6
2021/7/11, 48, 8, 11, 15, , 4
2021/7/12, 36, 12, 21, 9, , 4
2021/7/13, 47, 10, 17, 8, , 4
2021/7/14, 41, 7, 13, 6, , 4
2021/7/15, 33, 11, 19, 8, , 4
2021/7/16, 37, 8, 21, 9, , 4
2021/7/17, 35, 12, 33, 14, , 5
2021/7/18, 51, 13, 34, 18, , 5
2021/7/19, 54, , 35, 25, , 5
2021/7/21, 68, 24, 26, 18, , 4
2021/7/22, 80, 13, 12, 13, , 3
2021/7/23, 46, 20, , , , 2
2021/7/24, 62, 15, , 12, , 2
2021/7/25, 62, 18, , 14, , 2
2021/7/26, 61, , 11, 22, 1, 6
2021/7/28, 28, 11, 3, 16, 1, 6
2021/7/29, 29, 9, 7, 16, 1, 5
2021/7/30, 29, 8, 7, 16, 1, 6
2021/7/31, 27, 8, , 9, , 5
2021/8/1, 27, 8, 9, 16, 1, 6
2021/8/2, 26, 10, 18, 18, 1, 6
2021/8/3, 35, 12, 18, 22, , 6
2021/8/4, 42, 10, 14, 21, , 6
2021/8/5, 36, 8, 11, 18, , 6
2021/8/6, 26, 7, 11, 16, , 6
2021/8/7, 25, 8, 13, 13, , 6
2021/8/8, 27, 8, , 16, , 6
2021/8/9, 29, 10, 10, 19, , 7
2021/8/10, 34, 9, 11, 22, , 7
2021/8/11, 32, 8, 10, 18, , 6
2021/8/12, 33, 10, 10, 20, , 8
2021/8/13, 40, 11, 7, 18, , 7
2021/8/14, 39, 8, , 16, , 7
2021/8/15, 31, 11, 19, 11, , 6
2021/8/16, 42, 8, 9, 20, , 7
2021/8/17, 31, 8, 8, 21, , 7
2021/8/18, 30, 9, 10, 22, , 7
2021/8/19, 35, 7, 7, 21, 1, 7
2021/8/20, 27, 9, 8, 17, , 6
2021/8/21, 37, 6, 18, 10, , 5
2021/8/22, 26, 7, 19, 8, , 5
2021/8/23, 25, 7, 23, 10, , 6
2021/8/24, 23, 4, 20, 9, , 5
2021/8/25, 17, 6, 26, 7, , 6
2021/8/26, 20, 6, 19, 8, , 6
2021/8/27, 22, 7, 20, 8, , 6
2021/8/28, 26, 6, 24, 9, , 7
2021/8/29, 22, 5, 23, 4, , 6
2021/8/30, 18, 5, 24, 6, , 6
2021/8/31, 20, 7, 20, 7, , 5
2021/9/1, 31, 10, 23, 7, , 5
2021/9/2, 37, , 24, 16, , 5
2021/9/3, 54, , 20, 15, , 5
2021/9/4, 56, , 18, 9, , 5
2021/9/5, 50, , , , , 
2021/9/8, 107, 16, , 9, , 
2021/9/9, 57, 9, , 9, , 
2021/9/10, 40, 10, , 8, , 
2021/9/11, 41, 11, , 15, , 
2021/9/12, 44, 11, , 12, , 
2021/9/13, 33, 16, , 10, , 
2021/9/14, 56, 11, 6, 27, 1, 7
2021/9/15, 542, 17, 7, 34, 1, 7
2021/9/24, 48, 14, 5, 16, 1, 7
2021/9/25, 45, 20, 14, 21, , 6
2021/9/26, 60, 11, 15, 21, 1, 6
2021/9/27, 24, 11, 14, 22, 1, 7
2021/9/28, 24, 10, 10, 18, , 7
2021/9/29, 23, 10, 6, 25, 1, 7
2021/9/30, 27, 8, 4, 30, , 4
2021/4/1, 62, 8, 30, 4, , 7
2021/4/2, 14, 16, 32, 4, , 7
2021/4/3, 32, 20, 26, 14, , 8
2021/4/4, 45, 15, 29, 8, , 9
2021/4/5, 27, 10, 26, 8, , 10
2021/4/6, 19, 14, 21, 18, , 10
2021/4/7, 27, 17, 14, 18, 1, 10
2021/4/8, 35, 15, 21, , 1, 9
2021/4/9, 34, 12, 28, , , 8
2021/4/10, 32, 8, 26, , , 9
2021/4/11, 27, 16, 22, , 1, 11
2021/4/12, 39, 26, 13, 36, 2, 13
2021/4/13, 61, 19, 27, 20, , 10
2021/4/14, 46, 10, 24, 13, , 8
2021/4/15, 22, 15, 28, 17, , 9
2021/4/16, 32, 12, 29, 17, , 10
2021/4/17, 28, 15, 30, 19, , 10
2021/4/18, 35, 29, 19, 30, , 9
2021/4/19, 64, 39, 20, 31, , 8
2021/4/20, 91, 41, 22, 27, , 8
2021/4/21, 93, 22, 24, 23, , 9
2021/4/22, 32, 21, 16, 26, 1, 9
2021/4/23, 38, 20, , 21, , 8
2021/4/24, 44, 13, , 9, , 7
2021/4/25, 26, 16, , 15, , 9
2021/4/26, 23, 26, 20, 30, 1, 10
2021/4/27, 51, 24, 33, 16, , 8
2021/4/28, 58, 12, 27, 8, , 4
2021/4/29, 27, 17, 25, 16, , 3
2021/4/30, 42, 14, 31, 9, , 2
2021/5/1, 42, 19, 25, 17, , 4
2021/5/2, 59, 17, , 13, , 2
2021/5/3, 37, 11, , 13, , 2
2021/5/4, 20, 9, 15, 16, , 5
2021/5/5, 22, 14, 21, 13, , 5
2021/5/6, 28, 16, 16, 20, , 5
2021/5/7, 31, 13, 16, 13, , 1
2021/5/8, 26, 10, 10, 13, , 
2021/5/9, 27, 16, 18, 18, , 1
2021/5/10, 34, 15, 21, 24, , 1
2021/5/11, 30, 16, 22, 25, 1, 2
2021/5/12, 51, 16, 13, 24, , 
2021/5/13, 46, 14, 22, 13, , 1
2021/5/14, 44, 13, , 21, , 1
2021/5/15, 41, 12, , 17, , 1
2021/5/16, 29, 11, 15, 18, , 3
2021/5/17, 37, 15, 9, 26, , 1
2021/5/18, 38, 10, 17, 16, , 4
2021/5/19, 26, 16, 19, 23, 1, 1
2021/5/20, 35, 14, 21, 19, 1, 1
2021/5/21, 36, 9, 13, 19, , 3
2021/5/22, 30, 11, 23, 19, , 1
2021/5/23, 26, 10, 22, 25, 1, 2
2021/5/24, 24, 12, 12, 22, , 2
2021/5/25, 30, 10, 21, 17, , 3
2021/5/26, 31, 15, 22, 24, , 4
2021/5/27, 46, 21, 13, 31, , 1
2021/5/28, 59, 19, 22, 20, , 
2021/5/29, 56, 16, 28, 12, , 
2021/5/30, 54, 20, , 16, , 
2021/5/31, 59, 20, 35, 22, , 1
2021/6/1, 57, 22, 30, 27, , 
2021/6/2, 59, 22, 20, 23, , 1
2021/6/3, 62, 8, 16, 10, , 1
2021/6/4, 38, 13, 11, , , 
2021/6/5, 44, 13, 14, , , 
2021/6/6, 41, 12, 17, 21, , 
2021/6/7, 40, 15, 16, 21, , 
2021/6/8, 46, 14, 13, 22, , 1
2021/6/9, 42, 12, 6, 13, 1, 
2021/6/10, 38, 11, 5, 13, , 
2021/6/11, 36, 12, , 10, , 
2021/6/12, 38, 17, 10, 17, , 
2021/6/13, 53, 14, 22, 16, , 
2021/6/14, 46, 15, 19, 15, , 
2021/6/15, 43, 19, 17, 27, 1, 
2021/6/16, 56, 17, 15, 10, , 
2021/6/17, 58, 17, , , , 
2021/6/18, 34, 9, , , , 
2021/6/20, 27, 8, , , , 
2021/6/21, 29, 9, 21, , , 
2021/6/22, 24, 12, 24, 15, 1, 
2021/6/23, 35, 16, 11, 19, 1, 
2021/6/24, 53, 11, 14, 16, 1, 
2021/6/25, 37, 12, 14, 14, 1, 
2021/6/26, 42, 19, 24, 7, 1, 
2021/6/27, 62, 11, 15, 8, 1, 
2021/6/28, 45, 12, 12, 8, 1, 
2021/6/29, 44, 8, 15, 9, 1, 
2021/6/30, 29, 14, 21, 14, 1, 
2021/1/4, 56, 7, 10, 7, , 9
2021/1/5, 23, 8, 10, 9, , 10
2021/1/6, 31, 24, 5, 18, , 11
2021/1/7, 74, 24, 3, 19, 1, 12
2021/1/8, 77, 20, 8, 19, , 12
2021/1/9, 67, 20, 4, 18, 1, 12
2021/1/10, 68, 16, 15, 22, 1, 9
2021/1/11, 51, 8, 18, 15, 1, 7
2021/1/12, 34, 21, 5, 27, 3, 11
2021/1/13, 62, 8, 12, 20, 1, 8
2021/1/14, 135, 21, 9, 19, 1, 12
2021/1/15, 61, 14, 9, 20, 2, 11
2021/1/16, 43, 16, 17, 16, 1, 10
2021/1/17, 44, 21, 6, 24, 3, 10
2021/1/18, 49, 9, 21, 16, 3, 7
2021/1/19, 17, 12, 21, 17, 2, 6
2021/1/20, 25, 14, 20, 21, 1, 9
2021/1/21, 21, 18, 9, 27, 2, 10
2021/1/22, 38, 14, 14, 20, 1, 9
2021/1/23, 43, 15, 20, 23, 1, 10
2021/1/24, 45, 17, 17, 23, 1, 10
2021/1/25, 47, 15, 4, 29, 2, 11
2021/1/26, 46, 16, , 27, 2, 9
2021/1/27, 43, 12, 11, 23, 1, 7
2021/1/28, 29, 15, 17, 21, 1, 7
2021/1/29, 31, 11, 13, 14, , 8
2021/1/30, 31, 15, 16, 15, 1, 10
2021/1/31, 41, 18, 8, 12, 1, 9
2021/2/1, 59, 18, 7, 32, 3, 8
2021/2/2, 44, 21, 8, 29, 1, 9
2021/2/3, 40, 16, 8, 26, 1, 7
2021/2/4, 37, 14, 11, 27, 1, 8
2021/2/5, 35, 12, 11, 14, , 7
2021/2/6, 45, 13, 27, 4, , 9
2021/2/7, 32, 9, 25, 7, , 10
2021/2/8, 29, 11, 24, 16, , 10
2021/2/9, 30, 12, 24, 12, , 11
2021/2/10, 28, 29, 15, 24, 1, 12
2021/2/11, 56, 29, 19, 25, 1, 13
2021/2/12, 59, 21, 20, 19, 1, 13
2021/2/13, 50, 23, 20, 17, , 12
2021/2/14, 51, 18, 8, 25, 2, 9
2021/2/15, 46, 17, 13, 26, 2, 9
2021/2/16, 38, 16, 16, 24, 2, 8
2021/2/17, 28, 14, 15, 21, 1, 7
2021/2/18, 29, 16, 12, 27, 7, 5
2021/2/19, 29, 32, 16, 21, 7, 4
2021/2/20, 56, 24, 13, 22, 6, 4
2021/2/21, 54, 32, 1, 28, 8, 6
2021/2/22, 73, 16, 15, 23, 7, 4
2021/2/23, 41, 18, 16, 23, 7, 4
2021/2/24, 38, 21, 18, 21, 6, 4
2021/2/25, 37, 25, 17, 23, 7, 7
2021/2/26, 49, 28, 18, 24, 7, 7
2021/2/27, 67, 24, 15, 14, 6, 5
2021/2/28, 66, 33, 13, 18, 8, 5
2021/3/1, 87, 42, 10, 14, 7, 5
2021/3/2, 114, 47, , 22, 5, 8
2021/3/3, 127, 17, 27, 13, , 8
2021/3/4, 49, 13, 24, 11, , 8
2021/3/5, 22, 14, 21, 13, , 7
2021/3/6, 30, 19, 25, 15, , 8
2021/3/7, 56, 42, 8, 32, 2, 10
2021/3/8, 94, 29, 21, 27, 2, 8
2021/3/9, 64, 19, 20, 20, 2, 5
2021/3/10, 50, 20, 22, 18, 2, 5
2021/3/11, 31, 19, 23, 21, 2, 7
2021/3/12, 29, 12, 26, 14, 2, 6
2021/3/13, 20, 14, 19, 14, 2, 6
2021/3/14, 21, 15, 28, 11, 2, 5
2021/3/15, 33, 18, 25, 14, 2, 5
2021/3/16, 39, 24, 21, 10, 1, 6
2021/3/17, 41, 20, 18, 12, , 6
2021/3/18, 42, 13, 23, 10, 1, 7
2021/3/19, 20, 16, 17, , 1, 7
2021/3/20, 44, 14, 27, , 1, 7
2021/3/21, 37, 23, 15, 23, 2, 9
2021/3/22, 58, 28, 18, 29, , 
2021/3/23, 65, 33, 16, 28, , 
2021/3/24, 67, 16, 19, 26, , 
2021/3/25, 33, 16, 20, 24, , 
2021/3/26, 27, 17, 22, 17, , 
2021/3/27, 24, 20, 27, 12, , 
2021/3/28, 34, 22, 24, 26, , 
2021/3/29, 41, 28, 11, 43, 1, 6
2021/3/30, 60, 41, 4, 45, 2, 6
2021/3/31, 84, 26, 26, 12, , 6
2020/10/1, 26, 6, 12, 19, 1, 
2020/10/2, 24, 8, 12, 17, 1, 1
2020/10/3, 31, 4, 9, 15, 1, 2
2020/10/4, 16, 6, , 22, 1, 3
2020/10/5, 23, 1, 6, 21, 1, 3
2020/10/6, 5, 6, 8, 21, 1, 4
2020/10/7, 30, 6, 12, 14, , 1
2020/10/8, 22, 11, 3, 27, 2, 6
2020/10/9, 41, 7, 7, 19, , 8
2020/10/10, 27, 5, 15, 10, , 6
2020/10/11, 21, 10, 8, 24, 2, 5
2020/10/12, 42, 6, 13, 12, 1, 4
2020/10/13, 23, 7, 12, 10, , 2
2020/10/14, 27, 5, 11, 10, , 2
2020/10/15, 17, 7, 9, 12, , 3
2020/10/16, 23, 6, 12, , , 2
2020/10/17, 25, 13, 2, 14, , 5
2020/10/18, 52, 14, , 10, 1, 4
2020/10/19, 55, 13, 15, 5, , 
2020/10/20, 55, 8, 23, 9, , 
2020/10/21, 29, 9, 22, 7, , 
2020/10/22, 57, 8, 21, 8, , 
2020/10/23, 50, 6, 27, 6, , 
2020/10/24, 43, 5, 21, , , 
2020/10/25, 27, 9, 17, , , 
2020/10/26, 50, 8, 14, , , 
2020/10/27, 41, 9, 5, 25, , 7
2020/10/28, 48, 7, 11, 23, , 4
2020/10/29, 42, 5, 16, 19, , 3
2020/10/30, 41, , 12, 17, , 3
2020/10/31, 51, , 13, 13, , 3
2020/11/1, 41, 9, 12, 16, , 6
2020/11/2, 54, 9, 13, 24, , 7
2020/11/3, 47, 14, 6, 26, 1, 9
2020/11/4, 64, 37, 1, 28, 3, 15
2020/11/5, 124, 35, 1, 30, 2, 12
2020/11/6, 124, 25, 1, 20, 2, 8
2020/11/7, 97, 26, , 16, 2, 7
2020/11/8, 101, 10, 2, 19, 2, 5
2020/11/9, 54, 9, 2, 24, 1, 5
2020/11/10, 56, 7, 13, 19, 1, 4
2020/11/11, 49, 5, 16, 19, , 5
2020/11/12, 46, 22, 9, 24, , 5
2020/11/13, 47, 14, 15, 14, , 2
2020/11/14, 44, 9, 13, 12, , 3
2020/11/15, 35, 16, 5, 17, , 4
2020/11/16, 39, 16, 14, 17, , 3
2020/11/17, 39, 17, 14, 14, , 3
2020/11/18, 50, 14, 15, 15, , 5
2020/11/19, 36, 17, 12, 25, 1, 6
2020/11/20, 51, 13, 17, 13, , 4
2020/11/21, 36, 13, 10, 16, , 5
2020/11/22, 38, 25, 5, 24, 1, 7
2020/11/23, 68, 16, 7, 18, , 4
2020/11/24, 49, 21, 7, 14, 1, 5
2020/11/25, 63, 20, 6, 24, , 8
2020/11/26, 58, 26, , 21, 1, 10
2020/11/27, 75, 42, , , 1, 9
2020/11/28, 108, 30, 6, , 1, 8
2020/11/29, 85, 22, 19, 18, 2, 9
2020/11/30, 80, 11, 19, 12, , 8
2020/12/1, 30, 29, 4, 26, 3, 11
2020/12/2, 69, 15, 4, 28, 3, 9
2020/12/3, 42, 15, 5, 25, 4, 10
2020/12/4, 49, 13, 11, 23, 2, 9
2020/12/5, 45, 15, 10, 14, 1, 9
2020/12/6, 52, 19, 4, 19, 2, 10
2020/12/7, 59, 30, , 29, 5, 13
2020/12/8, 76, 22, 5, 26, 3, 10
2020/12/9, 56, 19, 6, 23, 1, 9
2020/12/10, 51, 19, 6, 30, 3, 9
2020/12/11, 46, 17, 6, 20, , 8
2020/12/12, 50, 11, 12, 21, , 8
2020/12/13, 34, 16, 15, 26, 1, 7
2020/12/14, 49, 17, 7, 31, 1, 8
2020/12/15, 41, 15, 4, 27, 1, 8
2020/12/16, 50, 19, 10, 25, 1, 8
2020/12/17, 41, 18, 11, 20, 1, 6
2020/12/18, 40, , , , , 
2020/12/23, 28, 6, 22, 4, , 7
2020/12/24, 19, 10, 21, 10, , 9
2020/12/25, 34, 9, 23, 11, , 8
2020/12/26, 31, 9, 25, 12, , 7
2020/12/27, 42, 13, 9, 15, , 9
2020/12/28, 42, 16, 13, 12, , 8
2020/12/29, 52, 21, 2, 23, 1, 10
2020/12/30, 59, 18, 2, 15, , 10
2020/12/31, 61, 23, , 14, , 10
2021/1/1, 72, 8, , 10, , 9
2021/1/2, 32, 9, , 7, , 9
2021/1/3, 35, 7, 14, 5, , 9
2020/7/1, 21, 8, 8, 16, , 
2020/7/2, 21, 11, 14, 15, , 
2020/7/3, 30, 7, 11, 8, , 
2020/7/4, 20, 9, 15, 7, , 
2020/7/5, 21, 8, 19, 9, , 
2020/7/6, 23, 10, 8, 21, , 
2020/7/7, 31, 8, 5, 12, , 5
2020/7/8, 22, 9, 11, 11, , 5
2020/7/9, 25, 5, 16, 7, , 1
2020/7/10, 12, 6, 21, 8, , 
2020/7/11, 19, 11, 30, 15, , 
2020/7/12, 34, 10, 15, 18, , 
2020/7/13, 26, 7, 17, 8, , 1
2020/7/14, 22, 7, 10, 13, , 1
2020/7/15, 20, 5, 13, 7, , 
2020/7/16, 14, 10, 11, 17, , 
2020/7/17, 32, 8, 15, 11, , 
2020/7/18, 22, 5, 18, 6, , 
2020/7/19, 15, 7, 26, 7, , 
2020/7/20, 15, 7, 27, 9, , 
2020/7/21, 18, 12, 24, 22, , 
2020/7/22, 32, 11, 20, 25, 1, 
2020/7/23, 30, 8, 11, 20, 1, 
2020/7/24, 25, 7, 10, 14, 1, 
2020/7/25, 22, 8, 10, 12, 1, 
2020/7/26, 20, 9, 10, 13, 1, 
2020/7/27, 23, 6, 15, 14, 1, 
2020/7/28, 13, 1, 15, 22, 1, 2
2020/7/29, 8, 9, 19, 26, 1, 2
2020/7/30, 20, 21, 28, 35, 1, 3
2020/7/31, 57, 10, 12, 14, 1, 2
2020/8/1, 26, 7, 15, 12, 1, 2
2020/8/2, 22, 6, 23, 8, 1, 2
2020/8/3, 19, 10, 17, 23, 1, 2
2020/8/4, 31, 8, 17, 18, 1, 2
2020/8/5, 20, 8, 10, 24, , 2
2020/8/6, 25, 18, 23, 47, , 
2020/8/7, 51, 19, 45, 22, , 
2020/8/8, 60, 19, 47, 12, , 
2020/8/9, 63, 22, 47, 25, , 
2020/8/10, 66, 30, 53, 32, , 
2020/8/11, 90, 37, 47, 35, , 
2020/8/12, 109, 23, 37, 11, , 
2020/8/13, 76, 12, 22, 11, , 4
2020/8/14, 43, 14, 11, 11, , 
2020/8/15, 50, 22, 14, 20, , 3
2020/8/16, 71, 11, 13, 29, 1, 3
2020/8/17, 39, 7, 9, 20, , 3
2020/8/18, 25, 8, 7, 19, , 3
2020/8/19, 29, 12, 11, 21, , 2
2020/8/20, 35, 9, 14, 13, , 2
2020/8/21, 29, 7, , 15, , 2
2020/8/22, 25, 7, , 14, , 2
2020/8/23, 24, 8, , 19, , 
2020/8/24, 28, 7, 2, 11, , 
2020/8/25, 23, 7, 24, 13, , 2
2020/8/26, 24, 9, 18, 16, , 2
2020/8/27, 32, 6, 24, 11, 1, 2
2020/8/28, 21, 5, 22, 3, , 2
2020/8/29, 15, 6, 21, 3, , 2
2020/8/30, 19, 6, 20, 12, , 2
2020/8/31, 21, 12, 24, 25, 1, 5
2020/9/1, 46, 12, 27, 32, 1, 
2020/9/2, 43, 8, 20, 24, , 
2020/9/3, 30, 9, 18, 29, , 1
2020/9/4, 31, 9, 15, 23, , 
2020/9/5, 33, 9, 18, 25, , 1
2020/9/6, 34, 10, 15, 22, , 1
2020/9/7, 38, 7, 13, 16, , 
2020/9/8, 27, 7, 11, 14, , 
2020/9/9, 26, 8, 15, 15, , 1
2020/9/10, 27, 12, 8, 27, , 2
2020/9/11, 43, 8, 10, 18, , 1
2020/9/12, 31, 8, 12, 15, , 1
2020/9/13, 30, 15, 15, 30, , 1
2020/9/14, 52, 29, 23, 31, , 1
2020/9/15, 89, 18, 31, 11, , 
2020/9/16, 63, 8, 19, 16, , 
2020/9/17, 22, 8, 22, 13, , 
2020/9/18, 27, 9, 31, 7, , 
2020/9/19, 30, 10, 31, 6, , 
2020/9/20, 36, 16, 19, 22, , 2
2020/9/21, 56, 18, , 30, 1, 2
2020/9/22, 63, 9, 10, 22, , 
2020/9/23, 36, 6, 10, 23, 1, 2
2020/9/24, 20, 6, 18, 7, , 1
2020/9/25, 22, 5, 20, 4, , 2
2020/9/26, 16, 5, 22, 3, , 1
2020/9/27, 19, 9, 13, 17, , 4
2020/9/28, 35, 10, 7, 18, , 2
2020/9/29, 43, 9, 12, 23, 1, 1
2020/9/30, 34, 7, 15, 22, 1, 4
2020/4/1, 34, 10, 21, 16, 1, 5
2020/4/2, 25, 14, 20, 20, 1, 5
2020/4/3, 31, 15, 26, 15, 1, 5
2020/4/4, 42, 13, 31, 10, 1, 4
2020/4/5, 38, 13, 25, 17, 1, 3
2020/4/6, 26, 20, 30, 20, 1, 4
2020/4/7, 49, 41, 28, 24, 1, 3
2020/4/8, 101, 44, 29, 22, 2, 3
2020/4/9, 113, 38, 32, 20, 1, 2
2020/4/10, 88, 29, 38, 19, 2, 3
2020/4/11, 73, 23, 38, 12, 2, 3
2020/4/12, 64, 13, 31, 3, 1, 4
2020/4/13, 24, 12, 30, 11, , 3
2020/4/14, 26, 25, 23, 22, , 1
2020/4/15, 60, 43, 29, 22, 1, 
2020/4/16, 97, 18, 27, 10, , 
2020/4/17, 37, 20, 22, 8, , 
2020/4/18, 47, 17, 36, 5, , 
2020/4/19, 40, 19, 35, 6, , 
2020/4/20, 38, 23, 36, 7, , 
2020/4/21, 42, 23, 38, 8, , 2
2020/4/22, 52, 28, 34, 14, , 1
2020/4/23, 65, 26, 42, 14, , 2
2020/4/24, 69, 16, 28, 10, , 1
2020/4/25, 45, 17, 34, 12, , 2
2020/4/26, 47, 23, 28, 15, , 2
2020/4/27, 59, 8, 22, 9, , 
2020/4/28, 21, 13, 20, 13, , 1
2020/4/29, 26, 11, 24, 14, , 1
2020/4/30, 13, 12, 22, 13, , 1
2020/5/1, 19, 8, 28, 10, , 1
2020/5/2, 15, 12, 25, 12, , 1
2020/5/3, 27, 15, 28, 11, , 1
2020/5/4, 36, 12, 28, 10, , 2
2020/5/5, 21, 17, 29, 13, , 2
2020/5/6, 38, 22, 32, 20, , 2
2020/5/7, 54, 19, 37, 18, , 1
2020/5/8, 54, 28, 43, 16, , 1
2020/5/9, 77, 18, 36, 2, , 1
2020/5/10, 46, 10, 26, 2, , 3
2020/5/11, 11, 9, 27, 9, , 3
2020/5/12, 19, 8, 28, 4, , 3
2020/5/13, 17, 8, 28, 7, , 3
2020/5/14, 15, 11, 31, 11, , 3
2020/5/15, 28, 9, 30, 10, , 3
2020/5/16, 25, 12, 26, 11, , 2
2020/5/17, 31, 13, 24, 16, , 1
2020/5/18, 28, 11, 23, 15, , 
2020/5/19, 25, 14, 21, 19, , 1
2020/5/20, 31, 16, 31, 19, , 1
2020/5/21, 39, 19, 26, 13, , 1
2020/5/22, 37, 16, 20, 8, , 1
2020/5/23, 23, 13, 27, 7, , 
2020/5/24, 24, 15, 31, 11, , 1
2020/5/25, 37, 13, 33, 14, , 1
2020/5/26, 30, 13, 28, 16, , 1
2020/5/27, 31, 12, 20, 12, 1, 3
2020/5/28, 23, 13, 24, 14, 1, 4
2020/5/29, 25, 14, 36, 8, 1, 3
2020/5/30, 33, 12, 32, 6, 1, 3
2020/5/31, 27, 12, 32, 10, 1, 2
2020/6/1, 29, 12, 37, 10, 1, 3
2020/6/2, 32, 16, 28, 13, 1, 1
2020/6/3, 40, 8, 22, 7, 1, 2
2020/6/4, 16, 8, 19, 12, 1, 2
2020/6/5, 15, 9, 16, 12, , 1
2020/6/6, 21, 8, 18, 7, , 
2020/6/7, 20, 9, 24, 5, , 
2020/6/8, 17, 12, 22, 14, , 3
2020/6/9, 28, 15, 17, 17, , 3
2020/6/10, 37, 13, 25, 8, , 2
2020/6/11, 38, 18, 17, 14, , 2
2020/6/12, 58, 11, 21, 14, , 2
2020/6/13, 27, 13, 21, 14, , 2
2020/6/14, 34, 11, 15, 19, , 3
2020/6/15, 27, 10, 16, 19, , 3
2020/6/16, 26, 12, 20, 20, , 2
2020/6/17, 31, 9, 22, 18, , 2
2020/6/18, 23, 9, 17, 16, , 2
2020/6/19, 23, 9, 13, 12, , 2
2020/6/20, 19, 8, 13, 9, , 2
2020/6/21, 17, 13, 13, 16, , 3
2020/6/22, 26, 14, 19, 20, , 2
2020/6/23, 32, 19, 51, 26, , 2
2020/6/24, 52, 20, 42, 26, , 2
2020/6/25, 54, 18, 25, 26, , 2
2020/6/26, 52, 9, 17, 8, , 1
2020/6/27, 18, 8, 17, 9, , 2
2020/6/28, 12, 10, 12, 14, , 2
2020/6/29, 18, 10, 13, 14, 1, 4
2020/6/30, 15, 8, 6, 14, , 
2020/1/1, 107, 15, 14, 24, , 2
2020/1/2, 40, 12, 17, 21, , 2
2020/1/3, 26, 14, 7, 28, , 4
2020/1/4, 36, 11, 11, 27, , 3
2020/1/5, 30, 15, 16, 28, 1, 3
2020/1/6, 37, 18, 12, 26, , 2
2020/1/7, 37, 22, 12, 26, 1, 3
2020/1/8, 44, 13, 11, 28, 2, 3
2020/1/9, 32, 11, 17, 23, 1, 5
2020/1/10, 34, 15, 17, 25, , 3
2020/1/11, 27, 11, 18, 24, , 3
2020/1/12, 21, 12, 17, 28, 1, 3
2020/1/13, 23, 12, 20, 27, 1, 2
2020/1/14, 25, 13, 18, 32, 1, 4
2020/1/15, 31, 15, 8, 29, 1, 3
2020/1/16, 35, 13, 10, 33, 1, 4
2020/1/17, 32, 15, 11, 28, , 6
2020/1/18, 39, 17, 11, 25, 1, 7
2020/1/19, 44, 39, 1, 37, 4, 10
2020/1/20, 90, 40, , 37, 5, 11
2020/1/21, 96, 27, 4, 25, 1, 5
2020/1/22, 76, 17, 5, 23, 1, 3
2020/1/23, 56, 22, 1, 51, 4, 4
2020/1/24, 63, 30, 4, 37, 2, 3
2020/1/25, 74, 21, 6, 40, 2, 4
2020/1/26, 58, 11, 11, 38, 3, 7
2020/1/27, 21, , 14, 36, 4, 10
