Middle Super Output Area,MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000021,Barking and Dagenham 020,410,"11,664", -   , -   , -   ,415,"1,159", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,016",17
E02000022,Barking and Dagenham 021,194,"5,526", -   , -   , -   ,405,"4,939", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,200",14
E02000023,Barking and Dagenham 022,537,"15,281", -   , -   , -   ,409,"1,159", -   , -   , -   , -   , -   , -   , -   ,"51,100", -   ,"2,463",71
E02000024,Barnet 001,30,120, -   , -   , -   ,"3,105","5,394",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,9
E02000025,Barnet 002,590,"15,431", -   , -   , -   ,"3,047",923, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
E02000026,Barnet 003,405,"10,868", -   , -   , -   ,"3,135",935, -   , -   , -   , -   ,"1,433", -   , -   , -   , -   , -   ,17
E02000027,Barnet 004,589,"14,431", -   , -   , -   ,531,"5,157", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"13,979",35
E02000028,Barnet 005,69,"1,906", -   , -   , -   ,"3,135","4,141",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000029,Barnet 006,460,"12,176", -   , -   , -   ,459,"4,673",126, -   , -   ,217, -   , -   , -   , -   , -   , -   ,18
E02000030,Barnet 007,"4,804","136,727", -   , -   , -   ,531,"5,157",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,755",151
E02000031,Barnet 008,432,"9,993", -   , -   , -   ,"3,486","5,015", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"2,936",22
E02000032,Barnet 009,173,"4,826", -   , -   , -   ,531,"3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,571",16
E02000033,Barnet 010,460,"13,084", -   , -   , -   ,"2,988","1,064",126, -   ,560, -   , -   , -   , -   , -   , -   ,"9,619",28
E02000034,Barnet 011,448,"12,115", -   , -   , -   ,454,"1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000035,Barnet 012,264,"7,276", -   , -   , -   ,"3,750","10,462", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"6,622",28
E02000036,Barnet 013,190,"5,417", -   , -   , -   ,531,"4,787", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000037,Barnet 014,600,"17,090", -   , -   , -   ,531,"4,217", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22
E02000038,Barnet 015,485,"10,900", -   , -   , -   ,415,"11,046",126, -   , -   , -   , -   , -   , -   , -   , -   ,"4,053",27
E02000039,Barnet 016,565,"15,013", -   , -   , -   ,"3,310","4,407", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,23
E02000040,Barnet 017,"2,395","66,631", -   , -   , -   ,531,"5,546", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,75
E02000041,Barnet 018,91,"1,808", -   , -   , -   ,478,"11,046",126, -   , -   ,325, -   , -   , -   , -   , -   , -   ,14
E02000042,Barnet 019,55,535, -   , -   , -   ,"3,340","9,643",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,899",18
E02000043,Barnet 020,268,"6,757", -   , -   , -   ,531,"5,157",126, -   , -   , -   , -   , -   , -   , -   , -   ,"11,971",25
E02000044,Barnet 021,251,"6,866", -   , -   , -   ,"3,047","5,157",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,16
E02000045,Barnet 022,425,"8,957", -   , -   , -   ,"3,076","12,741",126, -   , -   ,"1,499", -   , -   , -   , -   , -   ,"16,385",43
E02000046,Barnet 023,33,929, -   , -   , -   ,"4,072","8,825",126, -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,15
E02000047,Barnet 024,358,"9,621", -   , -   , -   ,"3,105","4,673", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,18
E02000048,Barnet 025,"1,372","38,269", -   , -   , -   ,"2,930","9,117", -   , -   ,560,217, -   , -   , -   , -   , -   , -   ,52
E02000049,Barnet 026,114,"3,247", -   , -   , -   ,531,631, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000050,Barnet 027,244,927, -   , -   , -   ,531,"9,000",126, -   ,560, -   , -   , -   , -   , -   , -   , -   ,11
E02000051,Barnet 028,36,"1,028", -   , -   , -   ,"4,043","4,179", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000052,Barnet 029,40,968, -   , -   , -   ,"3,340","4,825", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000053,Barnet 030,351,"9,087", -   , -   , -   ,430,"5,166", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000054,Barnet 031,367,"10,100", -   , -   , -   ,"3,105","3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
E02000055,Barnet 032,30,866, -   , -   , -   ,"3,193","4,065",252, -   , -   ,433, -   , -   , -   , -   , -   , -   ,9
E02000056,Barnet 033,215,"5,409", -   , -   , -   ,531,"5,394", -   , -   ,560, -   , -   , -   , -   , -   , -   , -   ,12
E02000057,Barnet 034,181,"5,164", -   , -   , -   ,531,"3,799",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000058,Barnet 035,33,408, -   , -   , -   ,"3,779","9,526", -   , -   ,560,217, -   , -   , -   , -   , -   , -   ,15
E02000059,Barnet 036,746,"19,192", -   , -   , -   ,"2,959","5,090", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"4,003",32
E02000060,Barnet 037,81,"2,291", -   , -   , -   ,"5,898","4,179", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,13
E02000061,Barnet 038,60,"1,380", -   , -   , -   ,"3,691","10,286",126, -   , -   ,108, -   , -   , -   , -   , -   , -   ,16
E02000062,Barnet 039,362,"9,642", -   , -   , -   ,531,"19,988",126, -   , -   ,"1,499", -   , -   , -   , -   , -   ,"14,942",47
E02000063,Barnet 040,321,"6,915", -   , -   , -   ,420,"5,157", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
E02000064,Barnet 041,204,"5,794", -   , -   , -   ,395,"4,065",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000065,Bexley 001,"1,848","52,598", -   ,"234,196", -   ,386,"3,871", -   , -   , -   , -   , -   ,"1,843,654", -   , -   , -   ,"6,193","2,143"
E02000066,Bexley 002,367,"10,339", -   , -   , -   ,419,"3,871", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,875",22
E02000067,Bexley 003,534,"13,942", -   , -   ,"819,279","3,076","4,217",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,841
E02000068,Bexley 004,223,"6,342","17,170", -   ,"8,035",356,"3,875", -   ,"7,790",499,433, -   , -   , -   , -   ,812, -   ,46
E02000069,Bexley 005,431,"12,185", -   , -   , -   ,419,"1,040", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000070,Bexley 006,200,"5,187", -   , -   , -   ,419,"3,871", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,10
E02000071,Bexley 007,151,"4,275", -   , -   , -   ,419,888, -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,6
E02000072,Bexley 008,651,"18,105", -   , -   , -   ,322,795, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,523",24
E02000073,Bexley 009,20,307, -   , -   , -   ,419,"1,029", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000074,Bexley 010,162,"3,590", -   , -   , -   ,273,"3,871", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"11,140",19
E02000075,Bexley 011,135,"3,390", -   , -   , -   ,419,"4,521", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000076,Bexley 012,527,"13,357", -   , -   , -   ,419,842, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"12,563",28
E02000077,Bexley 013,57,"1,394", -   , -   , -   ,419,923, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000078,Bexley 014,272,"7,011", -   , -   , -   ,419,"3,799", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,992",14
E02000079,Bexley 015,85,"2,414","20,949", -   , -   ,"3,017","9,526",126, -   , -   ,"1,499", -   , -   , -   , -   ,"3,041", -   ,41
E02000080,Bexley 016,10,278, -   , -   , -   ,410,"1,075",126, -   , -   ,650, -   , -   , -   , -   , -   , -   ,3
E02000081,Bexley 017,211,"5,382", -   , -   , -   ,483,"4,445", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,997",14
E02000082,Bexley 018,52,"1,471", -   , -   , -   ,419,"1,029", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000083,Bexley 019,63,775,"34,248","44,171", -   ,352,"5,318",126, -   , -   ,108, -   , -   , -   , -   ,"1,948","3,764",91
E02000084,Bexley 020,527,"13,781", -   , -   , -   ,352,877,126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"14,555",31
E02000085,Bexley 021,327,"8,271", -   , -   , -   ,419,"1,122", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000086,Bexley 022,235,"6,494", -   , -   , -   ,449,"3,951", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"2,849",14
E02000087,Bexley 023,862,"21,805", -   , -   , -   ,405,"3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,934",30
E02000088,Bexley 024,334,"8,202", -   , -   , -   ,419,"3,871", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"9,733",23
E02000089,Bexley 025,179,"2,081", -   , -   , -   ,419,"3,871", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,024",10
E02000090,Bexley 026,152,"3,623", -   , -   , -   ,478,"4,179", -   , -   , -   ,975, -   , -   , -   , -   , -   ,"3,268",13
E02000091,Bexley 027,380,"9,599", -   , -   , -   ,"2,930","4,103", -   ,"7,790",264, -   , -   , -   , -   , -   , -   , -   ,25
E02000092,Bexley 028,997,"26,880", -   , -   , -   ,"3,076","5,318",126, -   , -   ,433, -   , -   , -   ,"51,100", -   ,"2,377",90
E02000093,Brent 001,107,"3,034", -   , -   , -   ,"3,398","1,099", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,8
E02000094,Brent 002,123,"3,502", -   , -   , -   ,395,"5,318", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,11
E02000095,Brent 003,332,"8,481", -   , -   , -   ,"3,662","5,546", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,363",21
E02000096,Brent 004,293,"8,111", -   , -   , -   ,"2,988","9,585", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,185",29
E02000097,Brent 005,"1,029","28,666", -   , -   , -   ,546,"4,255", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,34
E02000098,Brent 006,667,"18,832", -   , -   , -   ,"3,340","4,556", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"2,678",31
E02000099,Brent 007,104,"2,952", -   , -   , -   ,546,"4,556", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"2,696",11
E02000100,Brent 008,645,"18,091", -   , -   , -   ,546,"4,556",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,24
E02000101,Brent 009,178,"4,784", -   , -   , -   ,546,"9,526", -   , -   , -   ,"1,715", -   , -   , -   , -   , -   ,"3,030",20
E02000102,Brent 010,396,"10,869", -   , -   , -   ,483,620, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,549",21
E02000103,Brent 011,476,"12,708", -   , -   , -   ,546,"4,556", -   , -   , -   ,433,"15,901", -   , -   , -   , -   ,"8,643",43
E02000104,Brent 012,124,"3,521", -   , -   , -   ,"3,398",900, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,483",15
E02000105,Brent 013,491,"13,728", -   , -   , -   ,478,"4,597",378, -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
E02000106,Brent 014,66,"1,676", -   , -   , -   ,546,"4,863", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000107,Brent 015,75,"2,148", -   , -   , -   ,"3,105","4,255", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,10
E02000108,Brent 016,164,"4,485", -   , -   , -   ,546,"4,556", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000109,Brent 017,221,"6,152", -   , -   , -   ,"3,691","4,556", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"2,925",18
E02000110,Brent 018,111,"3,097", -   , -   , -   ,546,"1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000111,Brent 019,129,"3,674", -   , -   , -   ,"3,076","4,407", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000112,Brent 020,162,"4,150", -   , -   , -   ,"3,574","1,052", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,140",12
E02000113,Brent 021,244,"5,842", -   , -   ,"69,300",546,"4,556", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,281",85
E02000114,Brent 022,0,9, -   , -   , -   ,439,"8,884", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,10
E02000115,Brent 023,21,589, -   , -   , -   ,"2,988","4,556", -   , -   , -   ,325, -   , -   , -   , -   , -   , -   ,8
E02000116,Brent 024,144,"4,022", -   , -   , -   ,"3,515","4,711",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
E02000117,Brent 025,68,"1,617", -   , -   , -   ,"3,164","1,052", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000118,Brent 026,162,"4,416", -   , -   , -   ,"3,164","4,255", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,353",15
E02000119,Brent 027,551,"15,492","88,125", -   , -   ,"4,131","9,000", -   , -   , -   , -   ,"125,928", -   , -   , -   ,"5,159","2,273",251
E02000120,Brent 028,15,426, -   , -   , -   ,"3,222","9,526",126, -   , -   ,325, -   , -   , -   , -   , -   ,"2,963",17
E02000121,Brent 029,240,"6,697", -   , -   , -   ,546,"11,923", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"5,876",25
E02000122,Brent 030,89,"2,469", -   , -   , -   ,546,"1,052", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
E02000123,Brent 031,20,427, -   , -   , -   ,459,"1,029",126, -   , -   ,217, -   , -   , -   , -   , -   ,"14,236",17
E02000124,Brent 032,132,"3,762","11,447", -   , -   ,"6,250","4,141",378, -   , -   ,108, -   , -   , -   , -   ,"2,699","3,139",32
E02000125,Brent 033,2,43, -   , -   , -   ,546,"4,331", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,101",11
E02000126,Brent 034,62,"1,776", -   , -   , -   ,"3,369","3,989", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,421",12
E02000127,Bromley 001,18,17, -   , -   , -   ,474,"1,040", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,458",5
E02000128,Bromley 002,672,"17,913", -   , -   , -   ,"3,252","5,053", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,27
E02000129,Bromley 003,"1,043","27,889", -   , -   , -   ,474,"4,559", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,045",37
E02000130,Bromley 004,311,"6,267", -   , -   , -   ,474,"1,157", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"6,132",15
E02000131,Bromley 005,20,552, -   , -   , -   ,376,795, -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,2
E02000132,Bromley 006,528,"15,035", -   , -   , -   ,444,"5,470", -   , -   , -   ,866, -   , -   , -   , -   , -   ,"3,471",26
E02000133,Bromley 007,32,91,"20,688", -   , -   ,474,"4,027", -   , -   , -   , -   , -   , -   , -   , -   ,"2,797","6,046",34
E02000134,Bromley 008,119,"2,516","130,146", -   , -   ,"3,603","13,793", -   , -   , -   ,217, -   , -   , -   , -   ,"10,563","4,283",165
E02000135,Bromley 009,307,"8,741", -   , -   , -   ,356,900, -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,10
E02000136,Bromley 010,"1,334","37,398", -   , -   , -   ,449,"11,397", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,51
E02000137,Bromley 011,285,"8,122", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,233",20
E02000138,Bromley 012,258,"6,636", -   , -   , -   ,"3,135","1,052", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000139,Bromley 013,497,"11,007", -   , -   , -   ,478,"3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,912",22
E02000140,Bromley 014,247,"6,772", -   , -   , -   ,"3,486","3,875", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,131",18
E02000141,Bromley 015,41,418, -   , -   , -   ,405,"4,027", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000142,Bromley 016,26,18, -   , -   , -   ,439,"5,204", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,290",10
E02000143,Bromley 017,396,"9,655", -   , -   , -   ,483,"8,884", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,21
E02000144,Bromley 018,256,"6,860", -   , -   , -   ,"3,574","10,169", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"9,738",31
E02000145,Bromley 019,"3,484","98,703", -   , -   , -   ,474,"13,618", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,105",121
E02000146,Bromley 020,626,"16,891", -   , -   , -   ,483,"1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,19
E02000147,Bromley 021,55,"1,546", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000148,Bromley 022,462,"12,985", -   , -   , -   ,"3,017","4,787", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"5,180",27
E02000149,Bromley 023,292,"6,568", -   , -   , -   ,474,"9,117", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,038",19
E02000150,Bromley 024,"1,174","32,989", -   , -   , -   ,474,"1,029", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,36
E02000151,Bromley 025,157,"4,156", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,163",16
E02000152,Bromley 026,977,"26,638", -   , -   , -   ,474,923, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,29
E02000153,Bromley 027,554,"14,753", -   , -   , -   ,474,"4,619", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,116",24
E02000154,Bromley 028,137,"3,894", -   , -   , -   ,"3,252","4,331", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,109",15
E02000155,Bromley 029,79,"2,242", -   , -   , -   ,449,"1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,809",7
E02000156,Bromley 030,"1,160","31,873", -   , -   , -   ,464,"4,407",126, -   , -   ,542, -   , -   , -   , -   , -   ,"10,500",49
E02000157,Bromley 031,144,"4,089", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000158,Bromley 032,428,"12,177", -   , -   , -   ,474,853, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,002",17
E02000159,Bromley 033,64,584, -   , -   , -   ,474,"9,936", -   , -   , -   ,"1,390", -   , -   , -   , -   , -   ,"2,757",15
E02000160,Bromley 034,804,"22,876", -   , -   , -   ,483,"3,875", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"21,623",50
E02000161,Bromley 035,74,"2,026", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,371",11
E02000162,Bromley 036,487,"12,184", -   , -   , -   ,474,"4,619", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,684",20
E02000163,Bromley 037,"2,206","62,328", -   , -   , -   ,430,"3,875", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,041",72
E02000164,Bromley 038,284,"7,479", -   , -   , -   ,322,"4,597", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"4,769",18
E02000165,Bromley 039,158,"4,494", -   , -   , -   ,474,"1,005", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,822",9
E02000166,Camden 001,887,"24,724", -   , -   , -   ,"3,926","9,117", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"12,984",52
E02000167,Camden 002,123,"3,180", -   , -   , -   ,"15,730","23,085", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"11,371",54
E02000168,Camden 003,13,363, -   , -   , -   ,"3,779","4,521",504, -   , -   ,108, -   , -   ,131, -   , -   ,"3,274",13
E02000169,Camden 004,36,"1,013", -   , -   , -   ,849,"16,247", -   , -   , -   ,108, -   , -   ,131, -   , -   , -   ,18
E02000170,Camden 005, -   , -   , -   , -   , -   ,"4,277","4,559", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
E02000171,Camden 006,13,382, -   , -   , -   ,"6,562","11,032", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,324",25
E02000172,Camden 007,37,"1,011", -   , -   , -   ,"3,662","4,255",756, -   , -   ,325, -   , -   ,262, -   , -   ,"4,495",15
E02000173,Camden 008,20,573, -   , -   , -   ,"6,601","12,507", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,462",25
E02000174,Camden 009,32,900, -   , -   , -   ,"3,808","4,749", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,746",13
E02000175,Camden 010,54,"1,537","16,687", -   , -   ,"4,277","9,585",126, -   , -   ,108, -   , -   , -   , -   ,"3,328","3,717",39
E02000176,Camden 011,5,111, -   , -   , -   ,"7,226","11,032", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,18
E02000177,Camden 012,33,939, -   , -   , -   ,"6,445","5,356",378, -   , -   ,217, -   , -   , -   , -   , -   , -   ,13
E02000178,Camden 013,54,"1,543", -   , -   , -   ,"3,955","5,128", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"9,848",21
E02000179,Camden 014,24,537, -   , -   , -   ,"6,640","10,111",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
E02000180,Camden 015,39,"1,107", -   , -   , -   ,"4,218","4,065",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,464",13
E02000181,Camden 016,27,771, -   , -   , -   ,849,"4,673", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,187",10
E02000182,Camden 017,169,"4,802", -   , -   , -   ,"7,304","9,117", -   , -   , -   ,325, -   , -   ,262, -   , -   ,"5,530",28
E02000183,Camden 018,168,"4,775", -   , -   , -   ,"7,187","12,799", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"3,379",29
E02000184,Camden 019,9,269, -   , -   , -   ,"6,093","9,994",126, -   , -   ,108,"6,896", -   , -   , -   , -   ,"3,803",27
E02000185,Camden 020,43,"1,226", -   , -   , -   ,"3,896","4,445",126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,658",13
E02000186,Camden 021,11,321,"43,190", -   , -   ,"18,009","14,786",756, -   , -   ,542, -   , -   ,262, -   ,"7,045","2,690",88
E02000187,Camden 022,49,"1,387","48,289", -   , -   ,"7,382","17,825", -   , -   , -   ,325, -   , -   ,262, -   ,"4,357","3,431",83
E02000188,Camden 023,65,"1,626", -   , -   , -   ,"16,686","15,780", -   , -   , -   ,108, -   , -   ,262, -   , -   ,"3,316",38
E02000189,Camden 024,2,70, -   , -   , -   ,"6,328","8,767",252, -   , -   , -   , -   , -   , -   , -   , -   ,"2,893",18
E02000190,Camden 025,76,"2,166", -   , -   , -   ,"7,539","5,394",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,361",19
E02000191,Camden 026,27,782, -   , -   ,"1,664","17,274","15,429",252, -   , -   ,758, -   , -   , -   , -   , -   ,"3,372",40
E02000192,Camden 027,2,63,"121,755", -   , -   ,"15,657","10,578",252, -   , -   ,108, -   , -   , -   , -   ,"7,176","2,869",158
E02000193,Camden 028, -   , -   ,"29,910", -   ,861,"17,568","18,585",756, -   , -   ,542, -   , -   ,523, -   ,"4,764","3,185",77
E02000194,Croydon 001,374,"10,286", -   , -   , -   ,312,"3,913",252, -   , -   ,108, -   , -   , -   , -   , -   ,"3,008",18
E02000195,Croydon 002,275,"4,523", -   , -   , -   ,410,701, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,351",9
E02000196,Croydon 003,345,"8,863", -   , -   , -   ,259,"4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,562",16
E02000197,Croydon 004,89,"2,522", -   , -   , -   ,273,"1,005",252, -   , -   ,325, -   , -   , -   , -   , -   , -   ,4
E02000198,Croydon 005,61,"1,270", -   , -   , -   ,322,631,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000199,Croydon 006,181,"5,142", -   , -   , -   ,410,818, -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,7
E02000200,Croydon 007,314,"8,944", -   , -   , -   ,474,923, -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,11
E02000201,Croydon 008,70,"1,986", -   , -   , -   ,278,678, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000202,Croydon 009,49,"1,388", -   , -   , -   ,405,970, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,767",7
E02000203,Croydon 010,143,"2,732", -   , -   , -   ,244,877,252, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"16,527",22
E02000204,Croydon 011,122,"2,032", -   , -   , -   ,342,"1,064", -   , -   ,560,542, -   , -   , -   , -   , -   ,"7,330",12
E02000205,Croydon 012,755,"21,470", -   , -   , -   ,410,286, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"19,017",42
E02000206,Croydon 013,160,"2,954", -   , -   , -   ,420,760, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
E02000207,Croydon 014,401,"11,224", -   , -   , -   ,381,713, -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,13
E02000208,Croydon 015,53,"1,499", -   , -   , -   ,347,"1,157", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
E02000209,Croydon 016,157,"4,475", -   , -   , -   ,410,"4,597", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,389",13
E02000210,Croydon 017,31,874, -   , -   , -   ,298,923, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000211,Croydon 018,381,"7,623", -   , -   , -   ,410,"1,090", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,10
E02000212,Croydon 019,54,"1,546", -   , -   ,"26,250",410,"9,351", -   , -   ,499,108, -   , -   , -   , -   , -   ,"3,137",41
E02000213,Croydon 020,68,"1,943", -   , -   , -   ,474,"14,903",126, -   , -   ,650, -   , -   , -   , -   , -   ,"13,340",32
E02000214,Croydon 021,236,"5,483", -   , -   , -   ,"3,369","1,090", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000215,Croydon 022,32,913, -   , -   , -   ,"3,428",853, -   , -   , -   ,325, -   , -   , -   , -   , -   , -   ,6
