Middle Super Output Area,MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000408,Haringey 012,33,952, -   , -   , -   ,288,"1,029",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000409,Haringey 013,290,"8,032", -   , -   , -   ,317,"3,799", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
E02000410,Haringey 014,28,1, -   , -   , -   ,420,"9,643", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
E02000411,Haringey 015,434,"10,509", -   , -   , -   ,381,"4,790", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"13,048",29
E02000412,Haringey 016,44,"1,255", -   , -   , -   ,356,"9,819",252, -   , -   ,542, -   , -   , -   , -   , -   , -   ,12
E02000413,Haringey 017,10,187, -   , -   , -   ,410,"8,884",252, -   , -   ,108, -   , -   , -   , -   , -   , -   ,10
E02000414,Haringey 018,1,28, -   , -   , -   ,420,982, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
E02000415,Haringey 019,197,"5,444", -   , -   , -   ,"3,105","4,939",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
E02000416,Haringey 020,1,16, -   , -   , -   ,371,"4,065", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,5
E02000417,Haringey 021,149,"3,415", -   , -   , -   ,"3,428","12,098",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,19
E02000418,Haringey 022,35,997, -   , -   , -   ,420,"5,128", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000419,Haringey 023,58,"1,640", -   , -   , -   ,405,"5,204", -   , -   , -   ,108, -   , -   ,131, -   , -   , -   ,8
E02000420,Haringey 024,26,552, -   , -   , -   ,420,"4,597", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000421,Haringey 025,44,"1,242", -   , -   , -   ,352,"5,090",252, -   , -   ,"1,715", -   , -   ,131, -   , -   ,"2,398",11
E02000422,Haringey 026,56,"1,564", -   , -   , -   ,356,"4,483", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
E02000423,Haringey 027,66,"1,877", -   , -   , -   ,420,"5,053", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000424,Haringey 028,46,"1,319", -   , -   , -   ,478,"4,790", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000425,Haringey 029,115,"3,271", -   , -   , -   ,420,"1,040",126, -   , -   , -   , -   , -   , -   , -   , -   ,"2,593",8
E02000426,Haringey 030,59,128, -   , -   , -   ,"3,076","4,939", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
E02000427,Haringey 031,2,45, -   , -   , -   ,420,"8,884",126, -   , -   ,433, -   , -   , -   , -   , -   ,"4,709",15
E02000428,Haringey 032,70,"1,909", -   , -   , -   ,420,"5,128", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"4,927",13
E02000429,Haringey 033,223,"5,131", -   , -   , -   ,420,"4,790", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,11
E02000430,Haringey 034,67,"1,770", -   , -   , -   ,332,"10,929",252, -   , -   ,108, -   , -   , -   , -   , -   ,"9,790",23
E02000431,Haringey 035,62,"1,752", -   , -   , -   ,"4,072","4,027",252, -   , -   ,108, -   , -   ,131, -   , -   , -   ,10
E02000432,Haringey 036,37,"1,004", -   , -   , -   ,420,"4,445", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"2,215",8
E02000433,Harrow 001,"1,322","37,637", -   , -   , -   ,"3,076","9,059", -   , -   , -   ,650, -   , -   , -   , -   , -   , -   ,52
E02000434,Harrow 002,64,"1,814", -   , -   , -   ,515,"4,483", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"12,243",20
E02000435,Harrow 003,60,"1,231", -   , -   , -   ,515,"4,977", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
E02000436,Harrow 004,187,"5,279", -   , -   , -   ,515,"4,794", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,11
E02000437,Harrow 005,111,"3,161", -   , -   , -   ,515,"5,356", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,9
E02000438,Harrow 006,227,"6,459", -   , -   , -   ,"3,222","9,234", -   , -   , -   ,433, -   , -   , -   , -   , -   , -   ,20
E02000439,Harrow 007,223,"5,960", -   , -   , -   ,"3,428","3,989", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"14,556",28
E02000440,Harrow 008,192,"4,447", -   , -   , -   ,515,"1,146", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,7
E02000441,Harrow 009,897,"24,869", -   , -   , -   ,"2,988","4,794", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,35
E02000442,Harrow 010,219,"6,234", -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"14,348",26
E02000443,Harrow 011,21,386, -   , -   , -   ,474,935, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
E02000444,Harrow 012,207,"5,726", -   , -   , -   ,"4,218","4,711", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,155",18
E02000445,Harrow 013,120,"3,394", -   , -   , -   ,391,"1,029", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
E02000446,Harrow 014,149,"4,242", -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"12,144",22
E02000447,Harrow 015,"1,033","28,552", -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,35
E02000448,Harrow 016,193,"5,502", -   , -   , -   ,"3,340","9,117", -   , -   , -   ,542, -   , -   , -   , -   , -   ,"18,918",38
E02000449,Harrow 017,109,"2,881", -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,757",15
E02000450,Harrow 018,214,"5,879", -   , -   , -   ,515,"1,157", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,987",11
E02000451,Harrow 019,158,"3,279", -   , -   , -   ,449,"4,331", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000452,Harrow 020,32,916, -   , -   , -   ,"2,930","4,825", -   ,"4,832", -   ,"1,282", -   , -   , -   , -   , -   , -   ,15
E02000453,Harrow 021,176,"5,014", -   , -   , -   ,"3,310","4,794", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,14
E02000454,Harrow 022,338,"9,349", -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,274",20
E02000455,Harrow 023,148,"3,823", -   , -   , -   ,"3,515","12,507", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
E02000456,Harrow 024,179,"2,785", -   , -   , -   ,"3,105","4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000457,Harrow 025,149,"2,809", -   , -   , -   ,400,"3,875", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,7
E02000458,Harrow 026,97,"2,183", -   , -   , -   ,515,"4,794", -   , -   , -   ,108, -   , -   , -   , -   , -   , -   ,8
E02000459,Harrow 027,124,"3,245", -   , -   , -   ,"3,105","9,760", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,16
E02000460,Harrow 028,160,"3,489", -   , -   , -   ,515,"4,407", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"23,255",32
E02000461,Harrow 029,200,"5,617", -   , -   , -   ,469,"4,293", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11
E02000462,Harrow 030,270,"5,948", -   , -   , -   ,"3,164","4,483", -   , -   , -   ,"1,390", -   , -   , -   , -   , -   , -   ,15
E02000463,Harrow 031,26,607, -   , -   , -   ,515,"4,794", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,454",9
E02000464,Havering 001,"1,672","47,579", -   , -   , -   ,497,210, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,50
E02000465,Havering 002,"1,619","46,041", -   , -   , -   ,497,"1,062", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"15,232",64
E02000466,Havering 003,"1,397","39,211", -   , -   , -   ,497,596, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,42
E02000467,Havering 004,254,"7,239", -   , -   , -   ,395,"1,099",126, -   , -   ,325, -   , -   , -   , -   , -   , -   ,9
E02000468,Havering 005,"1,139","30,979", -   , -   , -   ,430,994, -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,34
E02000469,Havering 006,716,"19,669", -   , -   , -   ,"4,131","1,040", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,27
E02000470,Havering 007,"1,666","47,289", -   , -   , -   ,420,"10,228", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,125",63
E02000471,Havering 008,655,"18,653", -   , -   , -   ,497,"1,157", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,21
E02000472,Havering 009,117,"3,225", -   , -   , -   ,"2,930",830, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,491",14
E02000473,Havering 010,296,"8,229", -   , -   , -   ,"2,959","1,040",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,739",16
E02000474,Havering 011,343,"7,926", -   , -   , -   ,497,"1,064", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"13,851",24
E02000475,Havering 012,"1,064","30,258", -   , -   , -   ,"2,988","1,075", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,35
E02000476,Havering 013,89,"2,540", -   , -   , -   ,"3,105","5,356",252, -   , -   ,"1,932", -   , -   , -   , -   , -   ,"3,106",16
E02000477,Havering 014,134,"2,902", -   , -   , -   ,"3,369",935, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,077",14
E02000478,Havering 015,138,"3,920", -   , -   , -   ,497,"1,062", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,223",8
E02000479,Havering 016,94,"2,274", -   , -   , -   ,"3,164","9,526", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,149",19
E02000480,Havering 017,"1,122","30,677", -   , -   , -   ,497,"3,913", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,864",40
E02000481,Havering 018,"2,814","76,333", -   , -   , -   ,497,713,126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,177",84
E02000482,Havering 019,44,"1,258", -   , -   , -   ,464,947, -   , -   , -   ,325, -   , -   , -   , -   , -   ,"2,555",6
E02000483,Havering 020,191,"4,408", -   , -   , -   ,474,"4,673",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,001",13
E02000484,Havering 021,574,"16,052", -   , -   , -   ,497,830, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,303",21
E02000485,Havering 022,403,"10,462", -   , -   , -   ,"2,988","1,005",126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,092",18
E02000486,Havering 023,67,"1,896", -   , -   , -   ,376,877, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,949",6
E02000487,Havering 024,"3,202","90,886", -   , -   , -   ,"3,515",584,126, -   ,560, -   , -   , -   , -   , -   , -   ,"3,236",102
E02000488,Havering 025,470,"13,384", -   , -   , -   ,497,"1,062", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,080",20
E02000489,Havering 026,"1,705","47,224", -   , -   , -   ,"4,248","1,134", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,051",57
E02000490,Havering 027,809,"22,798", -   , -   , -   ,497,818, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,039",28
E02000491,Havering 028,"1,891","53,816", -   , -   , -   ,317,666, -   , -   , -   ,"1,282", -   ,"347,118", -   , -   , -   ,"5,860",411
E02000492,Havering 029,"2,593","73,806", -   , -   , -   ,497,"1,062", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,482",81
E02000493,Havering 030,331,"8,905", -   , -   , -   ,497,"5,015", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
E02000494,Hillingdon 001,"1,450","41,271", -   , -   , -   ,638,"5,073",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,49
E02000495,Hillingdon 002,985,"26,691", -   , -   , -   ,"3,281","4,255",378, -   , -   ,542, -   , -   , -   , -   , -   , -   ,36
E02000496,Hillingdon 003,248,"4,231", -   , -   , -   ,"4,072","3,799", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,978",15
E02000497,Hillingdon 004,567,"15,416", -   , -   , -   ,638,842,126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,18
E02000498,Hillingdon 005,959,"27,030", -   , -   , -   ,"3,750","5,073", -   , -   ,560, -   , -   , -   , -   , -   , -   ,"12,023",49
E02000499,Hillingdon 006,173,"4,730", -   , -   , -   ,638,"4,863", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,978",13
E02000500,Hillingdon 007,490,"13,829", -   , -   , -   ,"3,457","5,470",504, -   , -   ,433, -   , -   , -   , -   , -   , -   ,24
E02000501,Hillingdon 008,196,"4,799", -   , -   , -   ,"2,988","4,407", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,201",16
E02000502,Hillingdon 009,657,"17,890", -   , -   , -   ,638,"5,073",126, -   , -   ,108, -   , -   , -   , -   , -   ,"2,911",27
E02000503,Hillingdon 010,266,"7,579", -   , -   , -   ,638,"11,572", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,364",23
E02000504,Hillingdon 011,593,"16,483", -   , -   , -   ,"3,486","5,073",126, -   , -   , -   , -   , -   , -   , -   , -   ,"5,708",31
E02000505,Hillingdon 012,574,"16,043", -   , -   , -   ,638,"12,215",252, -   , -   ,217, -   , -   , -   , -   , -   ,"7,080",37
E02000506,Hillingdon 013,"1,866","53,117", -   , -   , -   ,"4,277","11,630", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,71
E02000507,Hillingdon 014,"1,612","45,244", -   , -   , -   ,638,"5,073", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,110",56
E02000508,Hillingdon 015,782,"21,422", -   , -   , -   ,"3,984","10,403",252, -   , -   ,108, -   , -   , -   , -   , -   , -   ,37
E02000509,Hillingdon 016,326,"9,063", -   , -   , -   ,"4,189","9,234",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,284",26
E02000510,Hillingdon 017,628,"17,739", -   , -   , -   ,"3,193","1,099", -   ,"7,790", -   , -   , -   , -   , -   , -   , -   , -   ,30
E02000511,Hillingdon 018,876,"23,413", -   , -   , -   ,"3,984","3,837", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,794",39
E02000512,Hillingdon 019,129,"3,659", -   , -   , -   ,"3,457","5,073", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
E02000513,Hillingdon 020,475,"12,891", -   , -   , -   ,638,"9,468", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   ,"3,500",28
E02000514,Hillingdon 021,240,"6,644", -   , -   , -   ,638,"4,141", -   , -   , -   ,866, -   , -   , -   , -   , -   ,"4,017",17
E02000515,Hillingdon 022,984,"27,739", -   , -   , -   ,"3,369","4,407",126, -   ,998,108,"1,055", -   , -   , -   , -   ,"13,320",52
E02000516,Hillingdon 023,679,"19,336", -   , -   , -   ,638,"9,994", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,387",34
E02000517,Hillingdon 024,579,"14,784", -   , -   , -   ,312,"1,146",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
E02000518,Hillingdon 025,"1,112","31,655", -   , -   , -   ,638,"5,073", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,39
E02000519,Hillingdon 026,352,"9,498", -   , -   , -   ,638,"10,695", -   , -   , -   ,108,"39,427", -   , -   , -   , -   ,"8,351",69
E02000520,Hillingdon 027,"2,046","58,060", -   , -   , -   ,"6,367","1,052",126, -   ,357, -   , -   , -   , -   , -   , -   ,"13,297",81
E02000521,Hillingdon 028,869,"23,692", -   , -   , -   ,638,"5,073",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
E02000522,Hillingdon 029,436,"12,084", -   , -   , -   ,"4,043","1,146", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,249",21
E02000523,Hillingdon 030,232,"6,580", -   , -   , -   ,"3,164",958, -   ,"2,056", -   ,108, -   , -   , -   , -   , -   ,"3,622",17
E02000524,Hillingdon 031,"4,062","115,325", -   , -   ,"8,609","17,568","9,760",126, -   , -   ,108, -   , -   , -   , -   , -   ,"5,775",161
E02000525,Hillingdon 032,"1,638","45,763", -   , -   , -   ,"4,336","4,559", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,356",60
E02000526,Hounslow 001,10,277, -   , -   , -   ,"6,289","11,864",126, -   , -   ,108, -   , -   , -   , -   , -   ,"2,980",22
E02000527,Hounslow 002,64,"1,751", -   , -   , -   ,"7,109","14,319", -   , -   , -   ,433, -   , -   , -   , -   , -   ,"2,733",26
E02000528,Hounslow 003,"1,045","29,737", -   ,"30,534", -   ,"4,101","3,951",126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,489",73
E02000529,Hounslow 004,235,"5,066", -   , -   , -   ,"3,691","4,255", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
E02000530,Hounslow 005,953,"27,135", -   , -   , -   ,661,"11,689",126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"2,582",44
E02000531,Hounslow 006,990,"26,761", -   , -   ,"4,764","4,277","4,255", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,495",45
E02000532,Hounslow 007,487,"9,909","14,382", -   , -   ,"6,093","1,040",252, -   , -   , -   , -   , -   , -   , -   ,"1,838","3,274",37
E02000533,Hounslow 008,215,"5,928", -   , -   , -   ,"7,343","4,369", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,003",21
E02000534,Hounslow 009,12,203, -   , -   , -   ,"4,306","4,894",126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"2,783",14
E02000535,Hounslow 010,85,"2,419", -   , -   , -   ,661,"1,110", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,949",11
E02000536,Hounslow 011,433,"11,527", -   , -   , -   ,661,"4,369",126, -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
E02000537,Hounslow 012,372,"10,390", -   , -   , -   ,"4,160","4,711", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
E02000538,Hounslow 013,824,"22,419", -   , -   , -   ,"3,369","4,894", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,209",35
E02000539,Hounslow 014,103,"2,932", -   , -   , -   ,"3,633","4,977",126, -   , -   ,108, -   , -   , -   , -   , -   ,"3,772",16
E02000540,Hounslow 015,252,"5,550", -   , -   , -   ,"3,076","4,293", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,743",21
E02000541,Hounslow 016,60,"1,707", -   , -   , -   ,"3,720","4,179", -   , -   , -   ,217, -   , -   , -   , -   , -   , -   ,10
E02000542,Hounslow 017,58,"1,654", -   , -   , -   ,"3,691","4,894", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"14,368",25
E02000543,Hounslow 018,88,"2,452", -   , -   , -   ,"3,193","5,356",126, -   , -   , -   , -   , -   , -   , -   , -   ,"4,624",16
E02000544,Hounslow 019,175,"3,410", -   , -   ,"70,272","3,633","3,913", -   , -   , -   , -   , -   ,"1,948,444", -   , -   , -   ,"3,106","2,033"
E02000545,Hounslow 020,70,57, -   ,"27,866", -   ,"4,072","12,390",126, -   , -   ,"1,282", -   , -   , -   , -   , -   ,"2,928",49
E02000546,Hounslow 021,"1,617","45,988", -   , -   , -   ,661,"4,894", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,53
E02000547,Hounslow 022,738,"18,963", -   , -   , -   ,"6,015","4,894", -   , -   , -   ,"1,282", -   , -   , -   , -   , -   , -   ,32
E02000548,Hounslow 023,"1,091","31,057", -   , -   , -   ,"4,336",958, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,37
E02000549,Hounslow 024,868,"24,551", -   , -   , -   ,395,"4,787", -   , -   ,560,433, -   , -   , -   , -   , -   ,"3,908",36
E02000550,Hounslow 025,59,"1,686", -   , -   , -   ,661,"4,521", -   , -   , -   ,"2,564", -   , -   , -   , -   , -   , -   ,9
E02000551,Hounslow 026,962,"27,318", -   , -   , -   ,661,"3,989",252, -   , -   , -   , -   , -   , -   , -   , -   ,"2,980",36
E02000552,Hounslow 027,"1,644","45,584", -   , -   , -   ,661,"4,894", -   , -   ,499, -   , -   , -   , -   , -   , -   ,"12,961",66
E02000553,Hounslow 028,593,"14,779", -   , -   , -   ,"3,076",912, -   , -   , -   ,108, -   , -   , -   , -   , -   ,"2,367",22
E02000554,Islington 001,94,"2,673", -   , -   , -   ,366,"1,005",252, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
E02000555,Islington 002,39,"1,107","18,362", -   , -   ,459,"3,799", -   , -   , -   ,108, -   , -   , -   , -   ,"3,005", -   ,27
E02000556,Islington 003,41,"1,172", -   , -   , -   ,"3,135","4,559",126, -   , -   ,217, -   , -   , -   , -   , -   ,"7,479",17
E02000557,Islington 004,81,"2,309", -   , -   , -   ,"3,017","1,157",630, -   , -   , -   , -   , -   , -   , -   , -   ,"6,300",13
E02000558,Islington 005,21,601, -   , -   , -   ,"3,193","5,584", -   , -   , -   ,108, -   , -   ,131, -   , -   ,"3,306",13
E02000559,Islington 006,63,"1,749", -   , -   , -   ,"3,281","4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,041",12
E02000560,Islington 007,23,649,"87,217", -   , -   ,"3,105","4,255",378, -   , -   ,650, -   , -   , -   , -   ,"5,645","2,819",105
E02000561,Islington 008,51,"1,445", -   , -   , -   ,"3,340","1,075",252, -   , -   , -   , -   , -   , -   , -   , -   ,"2,395",9
E02000562,Islington 009,119,"3,383", -   , -   , -   ,469,"5,356", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,056",12
E02000563,Islington 010,39,"1,104", -   , -   , -   ,"3,222","4,065", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,439",12
E02000564,Islington 011,43,"1,216", -   , -   , -   ,"3,310","4,939", -   , -   , -   ,108, -   , -   ,131, -   , -   ,"3,237",13
E02000565,Islington 012,27,758, -   , -   , -   ,"2,988","3,875", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,601",13
E02000566,Islington 013,107,"2,715", -   , -   , -   ,"4,131","4,863", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,008",15
E02000567,Islington 014,56,"1,582","20,343", -   , -   ,"3,369","4,407", -   , -   , -   , -   , -   , -   , -   , -   ,"3,037","3,645",36
E02000568,Islington 015,190,"5,402", -   , -   , -   ,"3,340","3,913", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,455",16
E02000569,Islington 016,66,"1,873", -   , -   , -   ,"4,043","10,052",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,837",20
E02000570,Islington 017,68,"1,944","27,259", -   , -   ,"3,135","5,053",126, -   , -   , -   , -   , -   ,131, -   ,"1,569","3,125",42
E02000571,Islington 018,55,"1,566", -   , -   , -   ,"3,545","4,711", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,147",13
E02000572,Islington 019,81,"2,306", -   , -   , -   ,"3,574","1,157", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,491",11
E02000573,Islington 020,45,"1,291","82,485", -   , -   ,"5,937","13,559",126, -   , -   ,433, -   , -   , -   ,"51,100","10,909","3,200",169
E02000574,Islington 021,49,"1,390", -   , -   , -   ,"3,867","5,242", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"3,294",14
E02000575,Islington 022,82,"2,325", -   , -   , -   ,"6,211","11,455",378, -   , -   ,217,"63,738", -   , -   , -   , -   ,"4,397",89
E02000576,Islington 023,31,873, -   , -   , -   ,"7,578","9,702",378, -   , -   ,650,"21,282", -   ,131, -   , -   ,"3,813",44
E02000577,Kensington and Chelsea 001,75,"2,138", -   , -   , -   ,"4,336","10,169", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,236",20
E02000578,Kensington and Chelsea 002,54,"1,513", -   , -   , -   ,"3,779","4,597", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,631",13
E02000579,Kensington and Chelsea 003,56,"1,593", -   , -   , -   ,"3,662","5,356",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,071",14
E02000580,Kensington and Chelsea 004,14,402, -   , -   , -   ,"4,101","18,877",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,210",27
E02000581,Kensington and Chelsea 005,59,"1,677", -   , -   , -   ,"3,515","5,280",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,227",14
E02000582,Kensington and Chelsea 006, -   , -   ,"13,023", -   , -   ,"6,953","22,910",378, -   , -   ,325, -   , -   , -   , -   ,"2,108","3,245",49
E02000583,Kensington and Chelsea 007,80,"2,276", -   , -   , -   ,"7,187","15,546",126, -   , -   ,108, -   , -   , -   , -   , -   ,"2,998",28
E02000584,Kensington and Chelsea 008,1,34, -   , -   , -   ,"7,656","23,670",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,279",35
E02000585,Kensington and Chelsea 009,5,129, -   , -   , -   ,"6,836","13,092",126, -   , -   , -   , -   , -   , -   , -   , -   ,"3,525",24
E02000586,Kensington and Chelsea 010,11,327, -   , -   , -   ,"15,730","16,481", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"6,872",39
E02000587,Kensington and Chelsea 011,39,"1,115", -   , -   , -   ,"7,148","27,118",252, -   , -   ,650, -   , -   , -   , -   , -   ,"3,196",40
E02000588,Kensington and Chelsea 012,49,"1,391", -   , -   , -   ,"19,332","32,086",126, -   , -   ,325, -   , -   , -   , -   , -   ,"3,284",57
E02000589,Kensington and Chelsea 013,25,712,"42,853", -   , -   ,425,"13,734",126, -   , -   ,325, -   , -   ,131, -   ,"6,149", -   ,64
E02000590,Kensington and Chelsea 014,24,694, -   , -   , -   ,"17,127","28,170",378, -   , -   ,108, -   , -   ,392, -   , -   ,"3,362",50
E02000591,Kensington and Chelsea 015,25,708, -   , -   , -   ,"3,428","13,676", -   , -   , -   ,"1,715", -   , -   , -   , -   , -   ,"2,720",22
E02000592,Kensington and Chelsea 016,71,"2,028", -   , -   , -   ,"16,171","17,533",126, -   , -   ,217, -   , -   , -   , -   , -   ,"3,037",39
E02000593,Kensington and Chelsea 017,0,3, -   , -   , -   ,863,"15,020",252, -   , -   , -   , -   , -   , -   , -   , -   ,"3,004",19
E02000594,Kensington and Chelsea 018, -   , -   , -   , -   , -   ,"18,376","33,138", -   , -   , -   ,108, -   , -   , -   , -   , -   ,"3,263",55
E02000595,Kensington and Chelsea 019,11,304, -   , -   , -   ,"16,539","20,397", -   , -   , -   ,325, -   , -   , -   , -   , -   ,"3,192",41
E02000596,Kensington and Chelsea 020, -   , -   , -   , -   , -   ,863,"16,072",126, -   , -   ,433, -   , -   , -   , -   , -   ,"2,971",20
E02000597,Kensington and Chelsea 021,1,33, -   , -   , -   ,"6,757","11,630", -   , -   , -   ,217, -   , -   , -   , -   , -   ,"3,436",22
