Middle Super Output Area,MSOA name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000291,Enfield 015,221,"7,312", -   ,, -   ,"4,898","16,931",363, -   , -   ,366, -   , -   ,, -   , -   , -   ,30
E02000292,Enfield 016,946,"27,230", -   ,, -   ,692,"18,278",182, -   , -   ,732, -   , -   ,, -   , -   , -   ,48
E02000293,Enfield 017,"1,103","36,436", -   ,, -   ,692,"1,567", -   , -   , -   , -   , -   , -   ,, -   , -   ,"16,556",56
E02000294,Enfield 018,611,"15,945", -   ,, -   ,"5,067","6,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,857",33
E02000295,Enfield 019,147,"4,446", -   ,, -   ,692,"7,337", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,659",17
E02000296,Enfield 020,799,"25,478", -   ,, -   ,"4,687","7,063",363, -   , -   ,"2,350", -   , -   ,, -   , -   , -   ,41
E02000297,Enfield 021,389,"11,802", -   ,, -   ,692,"5,804", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,351",29
E02000298,Enfield 022, -   , -   , -   ,, -   ,692,"6,625",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,338",12
E02000299,Enfield 023,211,"7,228", -   ,, -   ,690,"5,530", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,251",24
E02000300,Enfield 024,87,"1,812", -   ,, -   ,692,"1,314",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,431",9
E02000301,Enfield 025,521,"17,827", -   ,,"45,718",500,"6,944",363, -   , -   , -   , -   ,"1,098,154",, -   , -   ,"5,472","1,175"
E02000302,Enfield 026,614,"18,350", -   ,, -   ,"5,151","6,944", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,577",36
E02000303,Enfield 027,514,"16,350", -   ,, -   ,619,"6,944", -   , -   , -   ,732, -   , -   ,, -   , -   ,"4,715",30
E02000304,Enfield 028,185,"5,595", -   ,, -   ,"5,067","5,913", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,207",21
E02000305,Enfield 029,32,"1,086", -   ,, -   ,"5,067","7,556",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000306,Enfield 030,383,"11,432", -   ,,"615,508",493,"6,077", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,396",639
E02000307,Enfield 031,215,"7,370", -   ,, -   ,692,"6,944", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,078",20
E02000308,Enfield 032,212,"7,248", -   ,, -   ,514,"7,720", -   , -   , -   , -   , -   , -   ,, -   , -   ,"11,316",27
E02000309,Enfield 033,439,"15,034", -   ,, -   ,471,"6,899", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"5,318",30
E02000310,Enfield 034,229,"5,418", -   ,, -   ,563,"1,550", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,675",12
E02000311,Enfield 035,517,"15,645", -   ,, -   ,692,"6,406", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,210",28
E02000312,Enfield 036,263,"8,648", -   ,, -   ,"4,307","6,680", -   , -   , -   ,732, -   , -   ,, -   , -   ,"12,696",33
E02000313,Greenwich 001,334,"11,448","68,447",, -   ,541,"1,570", -   , -   , -   , -   , -   , -   ,, -   ,"2,087","2,992",87
E02000314,Greenwich 002,"1,469","50,282", -   ,, -   ,541,"7,337",363, -   , -   ,915, -   , -   ,, -   , -   ,"7,548",68
E02000315,Greenwich 003,339,"11,618", -   ,, -   ,443,"1,432",182, -   , -   ,"1,098", -   , -   ,, -   , -   ,"8,203",23
E02000316,Greenwich 004,406,"13,895", -   ,, -   ,387,"5,639",726, -   , -   ,"1,281", -   , -   ,, -   , -   ,"4,823",27
E02000317,Greenwich 005,224,"7,678", -   ,, -   ,408,"1,129", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,313",14
E02000318,Greenwich 006,428,"12,997", -   ,, -   ,464,"1,381",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,964",21
E02000319,Greenwich 007,298,"10,207", -   ,, -   ,626,"1,112", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,151",17
E02000320,Greenwich 008,448,"15,156", -   ,, -   ,541,"1,297", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,17
E02000321,Greenwich 009,240,"8,219", -   ,, -   ,541,910, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,657",14
E02000322,Greenwich 010,329,"11,097", -   ,,"1,338,730",450,"8,103",182, -   , -   ,"3,265", -   , -   ,, -   , -   ,"7,375","1,370"
E02000323,Greenwich 011,122,"4,172", -   ,, -   ,408,"1,348",363, -   , -   , -   , -   , -   ,, -   , -   ,"5,225",12
E02000324,Greenwich 012,771,"26,254", -   ,, -   ,359,"1,331",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,532",32
E02000325,Greenwich 013,481,"15,577", -   ,, -   ,541,"1,432", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,688",22
E02000326,Greenwich 014,186,"6,222", -   ,, -   ,541,"1,230", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,536",12
E02000327,Greenwich 015,"1,283","43,916", -   ,, -   ,591,"1,078", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,191",50
E02000328,Greenwich 016,6,8, -   ,, -   ,661,"6,515", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,327",11
E02000329,Greenwich 017,727,"23,834", -   ,, -   ,541,943, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,312",29
E02000330,Greenwich 018,"1,216","41,548", -   ,"14,673", -   ,570,"8,158", -   , -   , -   ,549, -   , -   ,, -   , -   ,"7,444",74
E02000331,Greenwich 019,262,"8,958","103,274",, -   ,"4,264","6,242", -   , -   , -   ,366, -   , -   ,, -   ,"1,503","4,105",129
E02000332,Greenwich 020,"1,056","35,765", -   ,, -   ,541,"1,570", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,39
E02000333,Greenwich 021,330,"11,314", -   ,, -   ,541,"1,567", -   , -   , -   ,549, -   , -   ,, -   , -   ,"3,252",18
E02000334,Greenwich 022,628,"21,325", -   ,, -   ,541,"1,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,513",28
E02000335,Greenwich 023,284,"9,258","205,019",, -   ,541,"1,570", -   , -   , -   , -   , -   , -   ,, -   ,"5,791", -   ,222
E02000336,Greenwich 024,647,"21,257", -   ,, -   ,541,"5,639", -   , -   , -   , -   , -   , -   ,, -   , -   ,"1,714",30
E02000337,Greenwich 025,75,"2,555", -   ,, -   ,669,910, -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,225",9
E02000338,Greenwich 026,655,"21,520", -   ,, -   ,493,"5,858",545, -   , -   ,183, -   , -   ,, -   , -   ,"3,111",32
E02000339,Greenwich 027,306,"10,470","67,278",, -   ,612,"1,668",182, -   , -   ,183, -   , -   ,, -   ,"1,046","10,390",92
E02000340,Greenwich 028,164,"4,602", -   ,, -   ,542,"6,296", -   , -   ,713, -   , -   , -   ,, -   , -   ,"3,233",16
E02000341,Greenwich 029,947,"29,999", -   ,, -   ,541,"1,567",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,273",38
E02000342,Greenwich 030,921,"31,413", -   ,, -   ,676,"1,668",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,209",38
E02000343,Greenwich 031,306,"10,485", -   ,, -   ,541,"1,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,519",16
E02000344,Greenwich 032,346,"9,836", -   ,, -   ,669,"6,461",182, -   , -   , -   , -   , -   ,, -   , -   ,"7,656",25
E02000345,Hackney 001,87,"2,822", -   ,, -   ,743,"6,789",363, -   ,455,"2,166", -   , -   ,, -   , -   ,"4,770",18
E02000346,Hackney 002,4,123, -   ,, -   ,743,"5,639", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,445",10
E02000347,Hackney 003,6,189, -   ,, -   ,"4,560",404,182, -   , -   , -   , -   , -   ,, -   , -   ,"4,248",10
E02000348,Hackney 004,132,"4,509", -   ,, -   ,"4,475","8,103", -   , -   , -   ,732, -   , -   ,, -   , -   ,"4,335",22
E02000349,Hackney 005,95,"3,069", -   ,, -   ,690,"6,351",182, -   , -   , -   , -   , -   ,, -   , -   ,"7,562",18
E02000350,Hackney 006,23,779, -   ,, -   ,507,"1,331", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,073",8
E02000351,Hackney 007,21,712, -   ,, -   ,743,"1,634",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,120",7
E02000352,Hackney 008, -   , -   ,"55,299",, -   ,640,"6,461", -   , -   , -   , -   , -   , -   ,, -   ,"2,385","3,457",68
E02000353,Hackney 009, -   , -   , -   ,, -   ,"4,307","1,550",363, -   , -   ,549, -   , -   ,, -   , -   ,"4,183",11
E02000354,Hackney 010,282,"9,610", -   ,, -   ,"4,307","1,280", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,672",20
E02000355,Hackney 011,167,"5,718", -   ,, -   ,690,"1,061", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,339",12
E02000356,Hackney 012,25,715, -   ,, -   ,605,"1,162",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000357,Hackney 013,"1,681","57,543","568,513",, -   ,"4,349","1,028", -   , -   , -   , -   , -   , -   ,,"33,599","6,725","3,663",677
E02000358,Hackney 014,17,573, -   ,, -   ,697,"1,415", -   , -   , -   ,549, -   , -   ,, -   , -   ,"5,852",9
E02000359,Hackney 015,41,"1,398", -   ,, -   ,743,960, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,557",7
E02000360,Hackney 016,38,"1,289", -   ,, -   ,"4,855","1,449", -   , -   , -   ,366, -   , -   ,, -   , -   ,"5,436",13
E02000361,Hackney 017,54,"1,854", -   ,, -   ,"4,687","1,516",182, -   , -   ,"2,166", -   , -   ,, -   , -   ,"3,726",14
E02000362,Hackney 018,43,778, -   ,, -   ,"4,475","1,247", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,214",10
E02000363,Hackney 019,161,"5,527", -   ,, -   ,743,"1,061", -   , -   , -   ,366, -   , -   ,, -   , -   ,"5,892",14
E02000364,Hackney 020,34,"1,169", -   ,, -   ,"4,264","7,063", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,290",17
E02000365,Hackney 021,57,"1,937", -   ,, -   ,"4,307","6,242",182, -   , -   ,183, -   , -   ,, -   , -   ,"6,033",19
E02000366,Hackney 022,5,163, -   ,, -   ,"4,729","1,247", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,373",11
E02000367,Hackney 023,7,225, -   ,, -   ,"4,898","1,499",182, -   , -   ,732, -   , -   ,, -   , -   ,"4,786",12
E02000368,Hackney 024,179,"6,143","43,601",, -   ,633,"1,146", -   , -   , -   , -   , -   , -   ,, -   ,"1,851","4,917",58
E02000369,Hackney 025,71,"2,426", -   ,, -   ,"4,602","1,297",363, -   ,25,183, -   , -   ,, -   , -   ,"5,701",15
E02000370,Hackney 026,201,"6,894", -   ,, -   ,"6,122","6,515",182, -   , -   , -   , -   , -   ,188, -   , -   ,"3,930",24
E02000371,Hackney 027,109,"3,724","760,665",, -   ,"8,501","6,570","1,634", -   ,25,366, -   , -   ,, -   ,"13,186","5,582",800
E02000372,Hammersmith and Fulham 001,176,"6,009", -   ,, -   ,"4,982","7,391", -   , -   ,"1,349", -   , -   , -   ,, -   , -   ,"4,506",24
E02000373,Hammersmith and Fulham 002,96,"3,286", -   ,, -   ,"1,072","12,635", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,412",21
E02000374,Hammersmith and Fulham 003,8,261, -   ,, -   ,"1,072","7,118", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,898",12
E02000375,Hammersmith and Fulham 004,145,"4,981","96,575",, -   ,"5,784","13,393", -   , -   , -   ,366, -   , -   ,194, -   ,"1,662","4,016",127
E02000376,Hammersmith and Fulham 005,14,482, -   ,, -   ,"5,193","12,635",182, -   , -   ,366, -   , -   ,, -   , -   ,"3,759",23
E02000377,Hammersmith and Fulham 006,18,602, -   ,, -   ,"4,307","6,844", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,526",16
E02000378,Hammersmith and Fulham 007,6,216, -   ,, -   ,"5,573","7,829",363, -   , -   ,732, -   , -   ,, -   , -   ,"3,527",18
E02000379,Hammersmith and Fulham 008,159,"5,141", -   ,, -   ,"4,222","1,044", -   , -   , -   ,366, -   , -   ,, -   , -   ,"3,416",14
E02000380,Hammersmith and Fulham 009,5,183, -   ,, -   ,"6,080","7,063", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,380",17
E02000381,Hammersmith and Fulham 010,53,"1,804", -   ,, -   ,"9,852","13,056",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,956",29
E02000382,Hammersmith and Fulham 011,11,391, -   ,, -   ,"8,895","7,884", -   , -   , -   ,183, -   , -   ,, -   , -   ,"9,631",27
E02000383,Hammersmith and Fulham 012,39,"1,323", -   ,, -   ,"10,809","13,389", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,675",30
E02000384,Hammersmith and Fulham 013,66,"2,204", -   ,, -   ,"10,696","18,110",363, -   , -   ,"2,716", -   , -   ,, -   , -   ,"4,483",39
E02000385,Hammersmith and Fulham 014,102,"3,498", -   ,, -   ,"6,122","13,389", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,415",27
E02000386,Hammersmith and Fulham 015,56,"1,901", -   ,, -   ,"10,302","7,720", -   , -   , -   ,549, -   , -   ,, -   , -   ,"4,512",25
E02000387,Hammersmith and Fulham 016,97,"3,333", -   ,, -   ,"9,007","13,389",363, -   , -   , -   , -   , -   ,, -   , -   ,"6,368",33
E02000388,Hammersmith and Fulham 017,65,"2,218", -   ,, -   ,"8,444","15,415", -   , -   , -   ,732, -   , -   ,, -   , -   ,"4,276",31
E02000389,Hammersmith and Fulham 018,38,"1,299","279,019",, -   ,"10,978","12,635",182, -   , -   ,366, -   , -   ,, -   ,"4,193","4,558",313
E02000390,Hammersmith and Fulham 019,2,83, -   ,, -   ,"9,852","7,829", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,431",21
E02000391,Hammersmith and Fulham 020,143,"4,887", -   ,, -   ,"6,122","19,458", -   , -   , -   ,183, -   , -   ,, -   , -   ,"3,940",35
E02000392,Hammersmith and Fulham 021,17,584, -   ,, -   ,"6,080","18,194",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,984",30
E02000393,Hammersmith and Fulham 022,5,155, -   ,, -   ,"1,072","14,235", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,15
E02000394,Hammersmith and Fulham 023,128,"4,386","243,055",, -   ,"22,353","14,320", -   , -   , -   ,183, -   , -   ,, -   ,"4,264","3,745",292
E02000395,Hammersmith and Fulham 024,489,"13,494", -   ,, -   ,"8,669","17,689",182, -   , -   , -   , -   , -   ,, -   , -   ,"2,945",43
E02000396,Hammersmith and Fulham 025,209,"7,171", -   ,, -   ,"5,067","15,752", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,688",32
E02000397,Haringey 001,41,965, -   ,, -   ,"4,518","5,475", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,11
E02000398,Haringey 002,425,"14,567", -   ,, -   ,549,"6,904", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,724",26
E02000399,Haringey 003,28,972, -   ,, -   ,443,"1,567",182, -   , -   ,183, -   , -   ,, -   , -   , -   ,3
E02000400,Haringey 004,657,"21,659", -   ,, -   ,605,"7,501", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,30
E02000401,Haringey 005,151,"2,748", -   ,, -   ,605,"6,904", -   , -   , -   ,366, -   , -   ,, -   , -   ,"31,798",43
E02000402,Haringey 006,266,"6,676", -   ,, -   ,605,"7,227",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,581",19
E02000403,Haringey 007,383,"10,574", -   ,, -   ,654,"6,296",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000404,Haringey 008,69,"2,125", -   ,, -   ,605,"5,858", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000405,Haringey 009,"1,187","38,885", -   ,, -   ,605,"6,296",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,47
E02000406,Haringey 010,29,998, -   ,, -   ,605,"5,749", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000407,Haringey 011,31,"1,062", -   ,, -   ,577,"6,023", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,10
E02000408,Haringey 012,42,"1,431", -   ,, -   ,415,"1,482",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000409,Haringey 013,363,"12,078", -   ,, -   ,457,"5,475", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000410,Haringey 014,35,1, -   ,, -   ,605,"13,898", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,15
E02000411,Haringey 015,543,"15,803", -   ,, -   ,549,"6,904", -   , -   , -   , -   , -   , -   ,190, -   , -   ,"18,884",43
E02000412,Haringey 016,55,"1,887", -   ,, -   ,514,"14,151",363, -   , -   ,915, -   , -   ,, -   , -   , -   ,18
E02000413,Haringey 017,12,282, -   ,, -   ,591,"12,803",363, -   , -   ,183, -   , -   ,, -   , -   , -   ,14
E02000414,Haringey 018,1,42, -   ,, -   ,605,"1,415", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000415,Haringey 019,247,"8,186", -   ,, -   ,"4,475","7,118",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,20
E02000416,Haringey 020,1,24, -   ,, -   ,535,"5,858", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,7
E02000417,Haringey 021,186,"5,135", -   ,, -   ,"4,940","17,436",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,28
E02000418,Haringey 022,44,"1,500", -   ,, -   ,605,"7,391", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000419,Haringey 023,72,"2,466", -   ,, -   ,584,"7,501", -   , -   , -   ,183, -   , -   ,186, -   , -   , -   ,11
E02000420,Haringey 024,32,829, -   ,, -   ,605,"6,625", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000421,Haringey 025,55,"1,868", -   ,, -   ,507,"7,337",363, -   , -   ,"2,899", -   , -   ,184, -   , -   ,"3,470",17
E02000422,Haringey 026,70,"2,352", -   ,, -   ,514,"6,461", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000423,Haringey 027,82,"2,823", -   ,, -   ,605,"7,282", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,11
E02000424,Haringey 028,58,"1,983", -   ,, -   ,690,"6,904", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000425,Haringey 029,144,"4,919", -   ,, -   ,605,"1,499",182, -   , -   , -   , -   , -   ,, -   , -   ,"3,753",11
E02000426,Haringey 030,73,193, -   ,, -   ,"4,433","7,118", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000427,Haringey 031,2,67, -   ,, -   ,605,"12,803",182, -   , -   ,732, -   , -   ,, -   , -   ,"6,816",21
E02000428,Haringey 032,88,"2,871", -   ,, -   ,605,"7,391", -   , -   , -   , -   , -   , -   ,184, -   , -   ,"7,132",18
E02000429,Haringey 033,279,"7,715", -   ,, -   ,605,"6,904", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,16
E02000430,Haringey 034,83,"2,662", -   ,, -   ,479,"15,752",363, -   , -   ,183, -   , -   ,, -   , -   ,"14,170",34
E02000431,Haringey 035,77,"2,635", -   ,, -   ,"5,869","5,804",363, -   , -   ,183, -   , -   ,194, -   , -   , -   ,15
E02000432,Haringey 036,46,"1,509", -   ,, -   ,605,"6,406", -   , -   , -   , -   , -   , -   ,191, -   , -   ,"3,206",12
E02000433,Harrow 001,"1,653","56,596", -   ,, -   ,"4,433","13,056", -   , -   , -   ,"1,098", -   , -   ,, -   , -   , -   ,77
E02000434,Harrow 002,80,"2,728", -   ,, -   ,742,"6,461", -   , -   , -   ,732, -   , -   ,, -   , -   ,"17,720",28
E02000435,Harrow 003,75,"1,850", -   ,, -   ,742,"7,172", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000436,Harrow 004,234,"7,938", -   ,, -   ,742,"6,910", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,16
E02000437,Harrow 005,139,"4,753", -   ,, -   ,742,"7,720", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,14
E02000438,Harrow 006,284,"9,712", -   ,, -   ,"4,644","13,309", -   , -   , -   ,732, -   , -   ,, -   , -   , -   ,29
E02000439,Harrow 007,279,"8,962", -   ,, -   ,"4,940","5,749", -   , -   , -   ,366, -   , -   ,, -   , -   ,"21,068",41
E02000440,Harrow 008,240,"6,687", -   ,, -   ,742,"1,651", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,10
E02000441,Harrow 009,"1,121","37,396", -   ,, -   ,"4,307","6,910", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,52
E02000442,Harrow 010,274,"9,374", -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   ,"20,766",38
E02000443,Harrow 011,27,580, -   ,, -   ,683,"1,348", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000444,Harrow 012,259,"8,611", -   ,, -   ,"6,080","6,789", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,566",26
E02000445,Harrow 013,150,"5,103", -   ,, -   ,563,"1,482", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000446,Harrow 014,186,"6,379", -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   ,"17,577",32
E02000447,Harrow 015,"1,291","42,934", -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,52
E02000448,Harrow 016,242,"8,273", -   ,, -   ,"4,813","13,140", -   , -   , -   ,915, -   , -   ,, -   , -   ,"27,381",55
E02000449,Harrow 017,137,"4,332", -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,780",22
E02000450,Harrow 018,267,"8,840", -   ,, -   ,742,"1,668", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,323",16
E02000451,Harrow 019,198,"4,930", -   ,, -   ,647,"6,242", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,12
E02000452,Harrow 020,40,"1,377", -   ,, -   ,"4,222","6,953", -   ,"4,832", -   ,"2,166", -   , -   ,, -   , -   , -   ,20
E02000453,Harrow 021,220,"7,539", -   ,, -   ,"4,771","6,910", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,20
E02000454,Harrow 022,423,"14,058", -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,633",30
E02000455,Harrow 023,185,"5,749", -   ,, -   ,"5,067","18,026", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000456,Harrow 024,223,"4,188", -   ,, -   ,"4,475","6,910", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000457,Harrow 025,186,"4,223", -   ,, -   ,577,"5,585", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,11
E02000458,Harrow 026,122,"3,283", -   ,, -   ,742,"6,910", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,11
E02000459,Harrow 027,155,"4,879", -   ,, -   ,"4,475","14,067", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,24
E02000460,Harrow 028,200,"5,246", -   ,, -   ,742,"6,351", -   , -   , -   ,183, -   , -   ,, -   , -   ,"33,658",46
E02000461,Harrow 029,250,"8,446", -   ,, -   ,676,"6,187", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000462,Harrow 030,337,"8,943", -   ,, -   ,"4,560","6,461", -   , -   , -   ,"2,350", -   , -   ,, -   , -   , -   ,23
E02000463,Harrow 031,32,913, -   ,, -   ,742,"6,910", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,999",14
E02000464,Havering 001,"2,090","71,546", -   ,, -   ,716,303, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,75
E02000465,Havering 002,"2,024","69,233", -   ,, -   ,716,"1,530", -   , -   , -   , -   , -   , -   ,, -   , -   ,"22,046",96
E02000466,Havering 003,"1,747","58,963", -   ,, -   ,716,859, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,62
E02000467,Havering 004,318,"10,885", -   ,, -   ,570,"1,584",182, -   , -   ,549, -   , -   ,, -   , -   , -   ,14
E02000468,Havering 005,"1,424","46,584", -   ,, -   ,619,"1,432", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,50
E02000469,Havering 006,895,"29,577", -   ,, -   ,"5,953","1,499", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,40
E02000470,Havering 007,"2,083","71,110", -   ,, -   ,605,"14,741", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,524",93
E02000471,Havering 008,819,"28,049", -   ,, -   ,716,"1,668", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,31
E02000472,Havering 009,146,"4,850", -   ,, -   ,"4,222","1,196", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,394",20
E02000473,Havering 010,370,"12,375", -   ,, -   ,"4,264","1,499",182, -   , -   ,183, -   , -   ,, -   , -   ,"5,412",24
E02000474,Havering 011,429,"11,919", -   ,, -   ,716,"1,533", -   , -   , -   , -   , -   , -   ,, -   , -   ,"20,047",35
E02000475,Havering 012,"1,330","45,500", -   ,, -   ,"4,307","1,550", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,53
E02000476,Havering 013,112,"3,819", -   ,, -   ,"4,475","7,720",363, -   , -   ,"3,265", -   , -   ,, -   , -   ,"4,496",24
E02000477,Havering 014,168,"4,363", -   ,, -   ,"4,855","1,348", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,243",21
E02000478,Havering 015,172,"5,894", -   ,, -   ,716,"1,530", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,218",12
E02000479,Havering 016,118,"3,419", -   ,, -   ,"4,560","13,730", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,557",29
E02000480,Havering 017,"1,403","46,129", -   ,, -   ,716,"5,639", -   , -   , -   ,366, -   , -   ,, -   , -   ,"5,592",60
E02000481,Havering 018,"3,517","114,783", -   ,, -   ,716,"1,028",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,598",125
E02000482,Havering 019,55,"1,891", -   ,, -   ,669,"1,365", -   , -   , -   ,549, -   , -   ,, -   , -   ,"3,699",8
E02000483,Havering 020,239,"6,628", -   ,, -   ,683,"6,734",182, -   , -   ,183, -   , -   ,, -   , -   ,"4,343",19
E02000484,Havering 021,718,"24,137", -   ,, -   ,716,"1,196", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,780",32
E02000485,Havering 022,503,"15,731", -   ,, -   ,"4,307","1,449",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,476",27
E02000486,Havering 023,83,"2,850", -   ,, -   ,542,"1,263", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,269",9
