Middle Super Output Area,MSOA name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000091,Bexley 027,475,"14,435", -   ,, -   ,"4,222","5,913", -   ,"7,790",336, -   , -   , -   ,, -   , -   , -   ,33
E02000092,Bexley 028,"1,247","40,421", -   ,, -   ,"4,433","7,665",182, -   , -   ,732, -   , -   ,,"33,599", -   ,"3,441",92
E02000093,Brent 001,133,"4,562", -   ,, -   ,"4,898","1,584", -   , -   , -   ,732, -   , -   ,, -   , -   , -   ,12
E02000094,Brent 002,154,"5,266", -   ,, -   ,570,"7,665", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,16
E02000095,Brent 003,415,"12,753", -   ,, -   ,"5,278","7,994", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,867",31
E02000096,Brent 004,367,"12,197", -   ,, -   ,"4,307","13,814", -   , -   , -   , -   , -   , -   ,, -   , -   ,"11,847",43
E02000097,Brent 005,"1,286","43,107", -   ,, -   ,786,"6,132", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,51
E02000098,Brent 006,834,"28,318", -   ,, -   ,"4,813","6,566", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"3,877",47
E02000099,Brent 007,130,"4,439", -   ,, -   ,786,"6,566", -   , -   , -   ,366, -   , -   ,, -   , -   ,"3,902",16
E02000100,Brent 008,806,"27,204", -   ,, -   ,786,"6,566",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,36
E02000101,Brent 009,222,"7,193", -   ,, -   ,786,"13,730", -   , -   , -   ,"2,899", -   , -   ,, -   , -   ,"4,385",29
E02000102,Brent 010,495,"16,345", -   ,, -   ,697,893, -   , -   , -   , -   , -   , -   ,, -   , -   ,"12,374",31
E02000103,Brent 011,594,"19,109", -   ,, -   ,786,"6,566", -   , -   , -   ,732,"25,646", -   ,, -   , -   ,"12,509",66
E02000104,Brent 012,155,"5,295", -   ,, -   ,"4,898","1,297", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,831",22
E02000105,Brent 013,614,"20,643", -   ,, -   ,690,"6,625",545, -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000106,Brent 014,83,"2,520", -   ,, -   ,786,"7,008", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000107,Brent 015,94,"3,229", -   ,, -   ,"4,475","6,132", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,14
E02000108,Brent 016,205,"6,745", -   ,, -   ,786,"6,566", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000109,Brent 017,276,"9,251", -   ,, -   ,"5,320","6,566", -   , -   , -   ,732, -   , -   ,, -   , -   ,"4,233",26
E02000110,Brent 018,138,"4,658", -   ,, -   ,786,"1,634", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000111,Brent 019,161,"5,525", -   ,, -   ,"4,433","6,351", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000112,Brent 020,203,"6,240", -   ,, -   ,"5,151","1,516", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,545",18
E02000113,Brent 021,305,"8,785", -   ,,"112,714",786,"6,566", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,749",136
E02000114,Brent 022,0,14, -   ,, -   ,633,"12,803", -   , -   , -   ,732, -   , -   ,, -   , -   , -   ,14
E02000115,Brent 023,26,886, -   ,, -   ,"4,307","6,566", -   , -   , -   ,549, -   , -   ,, -   , -   , -   ,12
E02000116,Brent 024,180,"6,047", -   ,, -   ,"5,067","6,789",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000117,Brent 025,84,"2,432", -   ,, -   ,"4,560","1,516", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000118,Brent 026,203,"6,640", -   ,, -   ,"4,560","6,132", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,854",22
E02000119,Brent 027,689,"23,296","316,764",, -   ,"5,953","12,972", -   , -   , -   , -   ,"203,105", -   ,, -   ,"3,392","3,290",569
E02000120,Brent 028,19,641, -   ,, -   ,"4,644","13,730",182, -   , -   ,549, -   , -   ,, -   , -   ,"4,288",24
E02000121,Brent 029,300,"10,070", -   ,, -   ,786,"17,183", -   , -   , -   ,183, -   , -   ,, -   , -   ,"8,504",37
E02000122,Brent 030,111,"3,712", -   ,, -   ,786,"1,516", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000123,Brent 031,24,642, -   ,, -   ,661,"1,482",182, -   , -   ,366, -   , -   ,, -   , -   ,"20,605",24
E02000124,Brent 032,165,"5,657","41,145",, -   ,"9,007","5,968",545, -   , -   ,183, -   , -   ,, -   ,"1,774","4,544",69
E02000125,Brent 033,2,65, -   ,, -   ,786,"6,242", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,831",16
E02000126,Brent 034,78,"2,671", -   ,, -   ,"4,855","5,749", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,504",17
E02000127,Bromley 001,22,26, -   ,, -   ,683,"1,499", -   , -   , -   ,366, -   , -   ,, -   , -   ,"5,005",8
E02000128,Bromley 002,840,"26,937", -   ,, -   ,"4,687","7,282", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,40
E02000129,Bromley 003,"1,304","41,938", -   ,, -   ,683,"6,570", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,407",55
E02000130,Bromley 004,389,"9,424", -   ,, -   ,683,"1,668", -   , -   , -   ,366, -   , -   ,, -   , -   ,"8,875",21
E02000131,Bromley 005,24,830, -   ,, -   ,542,"1,146", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,3
E02000132,Bromley 006,660,"22,609", -   ,, -   ,640,"7,884", -   , -   , -   ,"1,464", -   , -   ,, -   , -   ,"5,024",38
E02000133,Bromley 007,40,136,"74,363",, -   ,683,"5,804", -   , -   , -   , -   , -   , -   ,, -   ,"1,839","8,750",92
E02000134,Bromley 008,149,"3,783","467,808",, -   ,"5,193","19,879", -   , -   , -   ,366, -   , -   ,, -   ,"6,945","6,199",510
E02000135,Bromley 009,384,"13,143", -   ,, -   ,514,"1,297", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,16
E02000136,Bromley 010,"1,667","56,237", -   ,, -   ,647,"16,425", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,75
E02000137,Bromley 011,357,"12,213", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,022",29
E02000138,Bromley 012,322,"9,979", -   ,, -   ,"4,518","1,516", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000139,Bromley 013,621,"16,552", -   ,, -   ,690,"5,639", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,556",32
E02000140,Bromley 014,309,"10,183", -   ,, -   ,"5,024","5,585", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,532",26
E02000141,Bromley 015,52,628, -   ,, -   ,584,"5,804", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000142,Bromley 016,33,26, -   ,, -   ,633,"7,501", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,762",15
E02000143,Bromley 017,494,"14,519", -   ,, -   ,697,"12,803", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,31
E02000144,Bromley 018,319,"10,316", -   ,, -   ,"5,151","14,656", -   , -   , -   ,366, -   , -   ,, -   , -   ,"14,095",45
E02000145,Bromley 019,"4,355","148,423", -   ,, -   ,683,"19,626", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"4,493",180
E02000146,Bromley 020,782,"25,400", -   ,, -   ,697,"1,634", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000147,Bromley 021,68,"2,325", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000148,Bromley 022,578,"19,525", -   ,, -   ,"4,349","6,899", -   , -   , -   ,732, -   , -   ,, -   , -   ,"7,498",40
E02000149,Bromley 023,365,"9,877", -   ,, -   ,683,"13,140", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,397",28
E02000150,Bromley 024,"1,468","49,606", -   ,, -   ,683,"1,482", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,53
E02000151,Bromley 025,196,"6,249", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,921",23
E02000152,Bromley 026,"1,222","40,057", -   ,, -   ,683,"1,331", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,43
E02000153,Bromley 027,692,"22,184", -   ,, -   ,683,"6,657", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,509",35
E02000154,Bromley 028,172,"5,856", -   ,, -   ,"4,687","6,242", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,500",22
E02000155,Bromley 029,98,"3,371", -   ,, -   ,647,"1,634", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,066",10
E02000156,Bromley 030,"1,449","47,929", -   ,, -   ,669,"6,351",182, -   , -   ,915, -   , -   ,, -   , -   ,"15,197",73
E02000157,Bromley 031,180,"6,149", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000158,Bromley 032,535,"18,311", -   ,, -   ,683,"1,230", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,345",25
E02000159,Bromley 033,80,878, -   ,, -   ,683,"14,320", -   , -   , -   ,"2,350", -   , -   ,, -   , -   ,"3,990",22
E02000160,Bromley 034,"1,005","34,399", -   ,, -   ,697,"5,585", -   , -   , -   , -   , -   , -   ,, -   , -   ,"31,297",73
E02000161,Bromley 035,92,"3,047", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,879",15
E02000162,Bromley 036,609,"18,321", -   ,, -   ,683,"6,657", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,885",30
E02000163,Bromley 037,"2,758","93,724", -   ,, -   ,619,"5,585", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,401",107
E02000164,Bromley 038,355,"11,246", -   ,, -   ,464,"6,625", -   , -   , -   ,549, -   , -   ,, -   , -   ,"6,902",26
E02000165,Bromley 039,197,"6,758", -   ,, -   ,683,"1,449", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,085",13
E02000166,Camden 001,"1,109","37,179", -   ,, -   ,"5,658","13,140", -   , -   , -   ,183, -   , -   ,, -   , -   ,"18,792",76
E02000167,Camden 002,154,"4,782", -   ,, -   ,"22,671","33,272", -   , -   , -   ,183, -   , -   ,, -   , -   ,"16,458",78
E02000168,Camden 003,16,546, -   ,, -   ,"5,447","6,515",726, -   , -   ,183, -   , -   ,185, -   , -   ,"4,739",18
E02000169,Camden 004,44,"1,523", -   ,, -   ,"1,224","23,417", -   , -   , -   ,183, -   , -   ,181, -   , -   , -   ,27
E02000170,Camden 005, -   , -   , -   ,, -   ,"6,164","6,570", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000171,Camden 006,17,574, -   ,, -   ,"9,458","15,901", -   , -   , -   , -   , -   , -   ,, -   , -   ,"10,600",37
E02000172,Camden 007,46,"1,520", -   ,, -   ,"5,278","6,132","1,090", -   , -   ,549, -   , -   ,368, -   , -   ,"6,506",21
E02000173,Camden 008,25,862, -   ,, -   ,"9,514","18,026", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,905",36
E02000174,Camden 009,40,"1,354", -   ,, -   ,"5,489","6,844", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,422",19
E02000175,Camden 010,67,"2,311","59,983",, -   ,"6,164","13,814",182, -   , -   ,183, -   , -   ,, -   ,"2,188","5,380",90
E02000176,Camden 011,6,167, -   ,, -   ,"10,415","15,901", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,26
E02000177,Camden 012,41,"1,413", -   ,, -   ,"9,289","7,720",545, -   , -   ,366, -   , -   ,, -   , -   , -   ,19
E02000178,Camden 013,68,"2,321", -   ,, -   ,"5,700","7,391", -   , -   , -   ,366, -   , -   ,, -   , -   ,"14,254",30
E02000179,Camden 014,30,807, -   ,, -   ,"9,570","14,572",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,25
E02000180,Camden 015,49,"1,665", -   ,, -   ,"6,080","5,858",182, -   , -   ,183, -   , -   ,, -   , -   ,"5,013",19
E02000181,Camden 016,34,"1,159", -   ,, -   ,"1,224","6,734", -   , -   , -   ,183, -   , -   ,, -   , -   ,"4,613",14
E02000182,Camden 017,211,"7,220", -   ,, -   ,"10,527","13,140", -   , -   , -   ,549, -   , -   ,393, -   , -   ,"8,004",40
E02000183,Camden 018,210,"7,180", -   ,, -   ,"10,358","18,447", -   , -   , -   ,732, -   , -   ,, -   , -   ,"4,891",42
E02000184,Camden 019,12,404, -   ,, -   ,"8,782","14,404",182, -   , -   ,183,"11,122", -   ,, -   , -   ,"5,505",41
E02000185,Camden 020,54,"1,844", -   ,, -   ,"5,615","6,406",182, -   , -   , -   , -   , -   ,, -   , -   ,"5,294",19
E02000186,Camden 021,14,483,"155,246",, -   ,"25,955","21,311","1,090", -   , -   ,915, -   , -   ,365, -   ,"4,632","3,893",214
E02000187,Camden 022,61,"2,085","173,573",, -   ,"10,640","25,691", -   , -   , -   ,549, -   , -   ,364, -   ,"2,865","4,966",221
E02000188,Camden 023,81,"2,445", -   ,, -   ,"24,048","22,743", -   , -   , -   ,183, -   , -   ,361, -   , -   ,"4,799",55
E02000189,Camden 024,3,105, -   ,, -   ,"9,120","12,635",363, -   , -   , -   , -   , -   ,, -   , -   ,"4,187",26
E02000190,Camden 025,95,"3,257", -   ,, -   ,"10,865","7,775",182, -   , -   ,366, -   , -   ,, -   , -   ,"4,865",27
E02000191,Camden 026,34,"1,176", -   ,,"2,707","24,896","22,237",363, -   , -   ,"1,281", -   , -   ,, -   , -   ,"4,880",58
E02000192,Camden 027,3,94,"437,648",, -   ,"22,565","15,246",363, -   , -   ,183, -   , -   ,, -   ,"4,718","4,152",485
E02000193,Camden 028, -   , -   ,"107,511",,"1,400","25,320","26,786","1,090", -   , -   ,915, -   , -   ,728, -   ,"3,132","4,610",171
E02000194,Croydon 001,467,"15,467", -   ,, -   ,450,"5,639",363, -   , -   ,183, -   , -   ,, -   , -   ,"4,353",27
E02000195,Croydon 002,344,"6,802", -   ,, -   ,591,"1,011", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,851",14
E02000196,Croydon 003,432,"13,327", -   ,, -   ,373,"5,858", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,708",24
E02000197,Croydon 004,111,"3,793", -   ,, -   ,394,"1,449",363, -   , -   ,549, -   , -   ,, -   , -   , -   ,7
E02000198,Croydon 005,76,"1,910", -   ,, -   ,464,910,182, -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000199,Croydon 006,227,"7,732", -   ,, -   ,591,"1,179", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,10
E02000200,Croydon 007,393,"13,449", -   ,, -   ,683,"1,331", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,16
E02000201,Croydon 008,88,"2,987", -   ,, -   ,401,977, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000202,Croydon 009,61,"2,087", -   ,, -   ,584,"1,398", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,452",10
E02000203,Croydon 010,179,"4,109", -   ,, -   ,352,"1,263",363, -   , -   ,"2,166", -   , -   ,, -   , -   ,"23,920",32
E02000204,Croydon 011,152,"3,055", -   ,, -   ,493,"1,533", -   , -   ,713,915, -   , -   ,, -   , -   ,"10,609",17
E02000205,Croydon 012,944,"32,285", -   ,, -   ,591,413, -   , -   , -   , -   , -   , -   ,, -   , -   ,"27,525",62
E02000206,Croydon 013,200,"4,443", -   ,, -   ,605,"1,095", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000207,Croydon 014,502,"16,878", -   ,, -   ,549,"1,028", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,19
E02000208,Croydon 015,66,"2,253", -   ,, -   ,500,"1,668", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000209,Croydon 016,197,"6,730", -   ,, -   ,591,"6,625", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,906",19
E02000210,Croydon 017,38,"1,314", -   ,, -   ,429,"1,331", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000211,Croydon 018,476,"11,462", -   ,, -   ,591,"1,570", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,14
E02000212,Croydon 019,68,"2,324", -   ,,"42,695",591,"13,477", -   , -   ,636,183, -   , -   ,, -   , -   ,"4,540",65
E02000213,Croydon 020,85,"2,922", -   ,, -   ,683,"21,479",182, -   , -   ,"1,098", -   , -   ,, -   , -   ,"19,307",46
E02000214,Croydon 021,295,"8,245", -   ,, -   ,"4,855","1,570", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,15
E02000215,Croydon 022,40,"1,372", -   ,, -   ,"4,940","1,230", -   , -   , -   ,549, -   , -   ,, -   , -   , -   ,8
E02000216,Croydon 023,998,"32,931", -   ,, -   ,591,"1,570", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,36
E02000217,Croydon 024,314,"10,740", -   ,, -   ,661,"7,939",182, -   , -   ,"2,533", -   , -   ,, -   , -   ,"4,659",27
E02000218,Croydon 025,138,"4,739", -   ,, -   ,591,"1,570",182, -   , -   ,183, -   , -   ,, -   , -   , -   ,7
E02000219,Croydon 026,"2,181","74,665", -   ,, -   ,676,"5,913",182, -   , -   ,366, -   , -   ,, -   , -   , -   ,84
E02000220,Croydon 027,207,"7,103", -   ,, -   ,"4,602","5,858",182, -   , -   ,366, -   , -   ,, -   , -   ,"5,234",24
E02000221,Croydon 028,"1,461","49,835", -   ,, -   ,640,"8,103",726, -   , -   , -   ,"14,786", -   ,, -   , -   ,"9,592",85
E02000222,Croydon 029,360,"12,330", -   ,, -   ,"4,560","1,146",182, -   , -   , -   , -   , -   ,, -   , -   ,"8,422",27
E02000223,Croydon 030,288,"9,871", -   ,, -   ,591,337, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000224,Croydon 031,198,"4,722", -   ,, -   ,605,"1,381",182, -   , -   , -   , -   , -   ,, -   , -   ,"11,834",19
E02000225,Croydon 032,600,"19,493", -   ,, -   ,338,"1,570",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,22
E02000226,Croydon 033,"1,170","40,048", -   ,, -   ,584,"6,734", -   , -   , -   ,549, -   , -   ,, -   , -   , -   ,49
E02000227,Croydon 034,2,64, -   ,, -   ,591,"1,570",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000228,Croydon 035,712,"23,680", -   ,, -   ,591,"1,570", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,27
E02000229,Croydon 036,299,"10,033", -   ,, -   ,591,"1,482", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000230,Croydon 037,261,"6,455", -   ,, -   ,"4,560","8,103",182, -   , -   ,"2,166", -   , -   ,, -   , -   ,"12,445",34
E02000231,Croydon 038,53,"1,819", -   ,, -   ,591,"1,570",363, -   , -   ,366, -   , -   ,, -   , -   ,"7,877",13
E02000232,Croydon 039,"1,787","61,175", -   ,, -   ,591,"1,570",182, -   , -   ,366, -   , -   ,, -   , -   , -   ,66
E02000233,Croydon 040,133,"4,561", -   ,, -   ,"4,729",893, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000234,Croydon 041,956,"31,131", -   ,, -   ,"4,518","1,297", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,275",42
E02000235,Croydon 042,"2,014","67,716", -   ,, -   ,591,"1,570", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,72
E02000236,Croydon 043,900,"30,349", -   ,, -   ,570,"1,028", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,144",37
E02000237,Croydon 044,911,"31,182", -   ,, -   ,633,"1,570", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,142",38
E02000238,Ealing 001,342,"11,700", -   ,, -   ,809,"7,343",363, -   , -   ,366, -   , -   ,, -   , -   , -   ,21
E02000239,Ealing 002,"2,059","69,248", -   ,, -   ,464,"1,550", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,73
E02000240,Ealing 003,820,"28,073", -   ,, -   ,"5,362","7,343", -   , -   , -   ,366, -   , -   ,, -   , -   , -   ,42
E02000241,Ealing 004,335,"9,791", -   ,, -   ,809,"6,844", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,481",21
E02000242,Ealing 005,43,781, -   ,, -   ,661,"8,048", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,516",13
E02000243,Ealing 006,"1,375","46,549", -   ,, -   ,"8,444","5,858", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,362",67
E02000244,Ealing 007,802,"27,450", -   ,, -   ,809,"14,067", -   , -   , -   ,"2,166", -   , -   ,, -   , -   ,"7,185",52
E02000245,Ealing 008,"1,330","45,503", -   ,, -   ,809,"7,343", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,55
E02000246,Ealing 009,"1,336","45,213", -   ,, -   ,"5,193","7,501", -   , -   , -   ,549, -   , -   ,, -   , -   ,"4,614",64
E02000247,Ealing 010,552,"18,892", -   ,, -   ,697,"5,749",182, -   , -   , -   , -   , -   ,, -   , -   ,"9,718",36
E02000248,Ealing 011,402,"12,745", -   ,, -   ,"5,109","7,343", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,26
E02000249,Ealing 012,281,"7,265", -   ,, -   ,654,"6,953", -   , -   , -   ,"1,098", -   , -   ,, -   , -   ,"13,327",30
E02000250,Ealing 013,341,"10,109", -   ,, -   ,809,"7,343", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,19
E02000251,Ealing 014,227,"7,355", -   ,, -   ,809,"7,343",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000252,Ealing 015,184,"6,106", -   ,, -   ,690,"7,343",363, -   ,636,"2,350","33,606", -   ,,"33,599", -   ,"4,854",90
E02000253,Ealing 016,373,"12,005", -   ,, -   ,809,"7,343",182, -   , -   ,366, -   , -   ,, -   , -   ,"5,337",26
E02000254,Ealing 017,365,"12,187", -   ,, -   ,809,"6,734", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,20
E02000255,Ealing 018,722,"22,818", -   ,, -   ,"5,235","7,343",182, -   , -   ,366, -   , -   ,, -   , -   ,"5,075",42
E02000256,Ealing 019,38,"1,313", -   ,, -   ,"9,739","7,063",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000257,Ealing 020,340,"11,651", -   ,, -   ,"5,995","21,227",182, -   , -   ,"1,281", -   , -   ,, -   , -   , -   ,41
E02000258,Ealing 021,277,"8,246", -   ,, -   ,809,"7,343", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,17
E02000259,Ealing 022,902,"29,603", -   ,, -   ,809,"7,343", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,291",42
E02000260,Ealing 023,218,"6,315", -   ,, -   ,654,"19,289",545, -   , -   ,366, -   , -   ,, -   , -   , -   ,27
E02000261,Ealing 024,483,"15,248", -   ,, -   ,"4,222","1,533",182, -   , -   ,366, -   , -   ,, -   , -   ,"5,380",27
E02000262,Ealing 025,57,"1,952", -   ,, -   ,"4,518","5,585",363, -   , -   ,"2,899", -   , -   ,, -   , -   , -   ,15
E02000263,Ealing 026,476,"15,926", -   ,, -   ,"4,771","14,320",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,36
E02000264,Ealing 027,445,"15,011", -   ,, -   ,"4,898","6,734",363, -   , -   ,183, -   , -   ,, -   , -   , -   ,28
E02000265,Ealing 028,56,390, -   ,, -   ,"4,982","6,953",363, -   , -   ,366, -   , -   ,, -   , -   , -   ,13
E02000266,Ealing 029,618,"19,627", -   ,, -   ,"4,391","1,533",182, -   , -   , -   , -   , -   ,, -   , -   ,"15,064",41
E02000267,Ealing 030,27,88, -   ,, -   ,563,"6,406",363, -   , -   ,732, -   , -   ,, -   , -   ,"3,615",12
E02000268,Ealing 031,218,"4,520", -   ,, -   ,"9,345","14,320",182, -   , -   ,183, -   , -   ,, -   , -   , -   ,29
E02000269,Ealing 032,68,"2,334", -   ,, -   ,"8,669","12,635",182, -   , -   ,366, -   , -   ,, -   , -   , -   ,24
E02000270,Ealing 033,123,"3,804", -   ,, -   ,500,"1,600",182, -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000271,Ealing 034,6,195, -   ,, -   ,"4,222","6,187",182, -   , -   , -   , -   , -   ,, -   , -   ,"28,934",40
E02000272,Ealing 035,615,"19,622", -   ,, -   ,683,"6,242",182, -   , -   , -   , -   , -   ,, -   , -   ,"13,525",41
E02000273,Ealing 036,153,"5,241", -   ,, -   ,"9,795","7,172",182, -   , -   , -   , -   , -   ,, -   , -   ,"4,014",27
E02000274,Ealing 037,148,"5,068", -   ,, -   ,612,"7,282",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000275,Ealing 038,125,"3,292", -   ,, -   ,809,"12,719", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,17
E02000276,Ealing 039,172,"4,844", -   ,, -   ,"5,489","7,501", -   , -   , -   , -   , -   , -   ,, -   , -   ,"13,050",31
E02000277,Enfield 001,286,"8,473", -   ,, -   ,692,"1,398",182, -   , -   ,183, -   , -   ,, -   , -   , -   ,11
E02000278,Enfield 002,380,"11,136", -   ,, -   ,692,"6,406", -   , -   , -   ,366, -   , -   ,, -   , -   ,"4,845",24
E02000279,Enfield 003,848,"28,577", -   ,, -   ,"5,109","1,516",182, -   , -   ,183, -   , -   ,, -   , -   ,"9,963",46
E02000280,Enfield 004,202,"4,584", -   ,, -   ,612,"1,247",182, -   , -   , -   , -   , -   ,, -   , -   ,"13,388",20
E02000281,Enfield 005,654,"17,494", -   ,, -   ,"4,264","6,944", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000282,Enfield 006,476,"16,084", -   ,, -   ,697,"6,461", -   , -   ,713,183, -   , -   ,, -   , -   ,"4,778",29
E02000283,Enfield 007,251,"8,370", -   ,, -   ,692,"6,944", -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,803",21
E02000284,Enfield 008,231,"7,912", -   ,, -   ,"4,602","15,162", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,28
E02000285,Enfield 009,51,"1,739", -   ,, -   ,697,"6,944", -   , -   , -   ,"2,166", -   , -   ,, -   , -   , -   ,12
E02000286,Enfield 010,376,"11,958", -   ,, -   ,"4,982","8,048", -   , -   , -   ,183, -   , -   ,, -   , -   , -   ,26
E02000287,Enfield 011,1,31, -   ,, -   ,"4,349","7,391",363, -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000288,Enfield 012,665,"22,757", -   ,, -   ,598,"17,520", -   , -   , -   ,"4,516", -   , -   ,, -   , -   , -   ,46
E02000289,Enfield 013,64,"2,198", -   ,, -   ,692,"6,944", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000290,Enfield 014,924,"29,341", -   ,,"1,582,511",563,"7,884",363,"16,036", -   , -   , -   , -   ,, -   , -   ,"9,170","1,647"
